"state.rec","zcta","state.fips","state"
"14","92284","06","California"
"14","92584","06","California"
"14","95536","06","California"
"14","95825","06","California"
"14","91932","06","California"
"14","92352","06","California"
"14","96117","06","California"
"14","94533","06","California"
"14","91331","06","California"
"14","91706","06","California"
"14","92222","06","California"
"14","91931","06","California"
"14","91803","06","California"
"14","90211","06","California"
"14","91103","06","California"
"14","95463","06","California"
"14","96009","06","California"
"14","93227","06","California"
"14","95693","06","California"
"14","95977","06","California"
"14","94609","06","California"
"14","92328","06","California"
"14","95020","06","California"
"14","94022","06","California"
"14","91745","06","California"
"14","96062","06","California"
"14","92506","06","California"
"14","95842","06","California"
"14","95640","06","California"
"14","93940","06","California"
"14","92069","06","California"
"14","92055","06","California"
"14","90221","06","California"
"14","93013","06","California"
"14","94612","06","California"
"14","95714","06","California"
"14","93524","06","California"
"14","92257","06","California"
"14","93627","06","California"
"14","95636","06","California"
"14","95419","06","California"
"14","91008","06","California"
"14","95919","06","California"
"14","95531","06","California"
"14","91935","06","California"
"14","90027","06","California"
"14","92281","06","California"
"14","96136","06","California"
"14","95126","06","California"
"14","91942","06","California"
"14","95210","06","California"
"14","93908","06","California"
"14","93241","06","California"
"14","94546","06","California"
"14","95827","06","California"
"14","96121","06","California"
"14","93670","06","California"
"14","91107","06","California"
"14","92256","06","California"
"14","91980","06","California"
"14","93262","06","California"
"14","91746","06","California"
"14","92004","06","California"
"14","92831","06","California"
"14","95501","06","California"
"14","95901","06","California"
"14","91723","06","California"
"14","94611","06","California"
"14","95662","06","California"
"14","93249","06","California"
"14","90802","06","California"
"14","93924","06","California"
"14","90717","06","California"
"14","91325","06","California"
"14","95923","06","California"
"14","90703","06","California"
"14","95445","06","California"
"14","95625","06","California"
"14","92586","06","California"
"14","90732","06","California"
"14","95624","06","California"
"14","95680","06","California"
"14","95717","06","California"
"14","92011","06","California"
"14","95318","06","California"
"14","93437","06","California"
"14","93554","06","California"
"14","93514","06","California"
"14","92145","06","California"
"14","96007","06","California"
"14","94018","06","California"
"14","96125","06","California"
"14","93244","06","California"
"14","93272","06","California"
"14","95245","06","California"
"14","90280","06","California"
"14","95306","06","California"
"14","93619","06","California"
"14","95033","06","California"
"14","94559","06","California"
"14","95324","06","California"
"14","95726","06","California"
"14","95981","06","California"
"14","94158","06","California"
"14","92663","06","California"
"14","94589","06","California"
"14","95451","06","California"
"14","95110","06","California"
"14","91324","06","California"
"14","94707","06","California"
"14","93250","06","California"
"14","96140","06","California"
"14","91354","06","California"
"14","91302","06","California"
"14","91914","06","California"
"14","92365","06","California"
"14","95387","06","California"
"14","95835","06","California"
"14","92591","06","California"
"14","91020","06","California"
"14","93546","06","California"
"14","95527","06","California"
"14","95374","06","California"
"14","90404","06","California"
"14","96124","06","California"
"14","95811","06","California"
"14","95957","06","California"
"14","92646","06","California"
"14","95973","06","California"
"14","90720","06","California"
"14","93725","06","California"
"14","93741","06","California"
"14","93727","06","California"
"14","91737","06","California"
"14","90601","06","California"
"14","94567","06","California"
"14","95224","06","California"
"14","94552","06","California"
"14","95337","06","California"
"14","90023","06","California"
"14","95134","06","California"
"14","90064","06","California"
"14","92345","06","California"
"14","93235","06","California"
"14","95965","06","California"
"14","92029","06","California"
"14","93311","06","California"
"14","92106","06","California"
"14","93453","06","California"
"14","90245","06","California"
"14","92596","06","California"
"14","92860","06","California"
"14","93701","06","California"
"14","93247","06","California"
"14","93463","06","California"
"14","93581","06","California"
"14","90290","06","California"
"14","96132","06","California"
"14","92867","06","California"
"14","92408","06","California"
"14","95920","06","California"
"14","96055","06","California"
"14","95005","06","California"
"14","91101","06","California"
"14","90044","06","California"
"14","91945","06","California"
"14","90039","06","California"
"14","92661","06","California"
"14","92321","06","California"
"14","90046","06","California"
"14","91702","06","California"
"14","95715","06","California"
"14","94133","06","California"
"14","92118","06","California"
"14","95631","06","California"
"14","91105","06","California"
"14","94520","06","California"
"14","95008","06","California"
"14","92010","06","California"
"14","92220","06","California"
"14","90638","06","California"
"14","95336","06","California"
"14","95012","06","California"
"14","94306","06","California"
"14","95014","06","California"
"14","91355","06","California"
"14","94957","06","California"
"14","94597","06","California"
"14","90025","06","California"
"14","91321","06","California"
"14","91744","06","California"
"14","94547","06","California"
"14","90803","06","California"
"14","91963","06","California"
"14","92325","06","California"
"14","91206","06","California"
"14","92356","06","California"
"14","94118","06","California"
"14","95247","06","California"
"14","95111","06","California"
"14","95826","06","California"
"14","94558","06","California"
"14","96120","06","California"
"14","95240","06","California"
"14","91202","06","California"
"14","94550","06","California"
"14","92845","06","California"
"14","96032","06","California"
"14","95322","06","California"
"14","95687","06","California"
"14","91770","06","California"
"14","92415","06","California"
"14","94577","06","California"
"14","91210","06","California"
"14","90004","06","California"
"14","92311","06","California"
"14","92260","06","California"
"14","94903","06","California"
"14","95685","06","California"
"14","93614","06","California"
"14","92881","06","California"
"14","91108","06","California"
"14","90723","06","California"
"14","94904","06","California"
"14","94111","06","California"
"14","95204","06","California"
"14","92273","06","California"
"14","91740","06","California"
"14","92057","06","California"
"14","95971","06","California"
"14","92543","06","California"
"14","91701","06","California"
"14","90052","06","California"
"14","92368","06","California"
"14","94510","06","California"
"14","90006","06","California"
"14","95326","06","California"
"14","94506","06","California"
"15","07456","34","New Jersey"
"15","07047","34","New Jersey"
"15","08904","34","New Jersey"
"15","07028","34","New Jersey"
"15","08520","34","New Jersey"
"15","07432","34","New Jersey"
"15","07064","34","New Jersey"
"15","07031","34","New Jersey"
"15","08029","34","New Jersey"
"15","07460","34","New Jersey"
"15","07703","34","New Jersey"
"15","07704","34","New Jersey"
"15","08832","34","New Jersey"
"15","07852","34","New Jersey"
"15","07083","34","New Jersey"
"15","08852","34","New Jersey"
"15","08349","34","New Jersey"
"15","07112","34","New Jersey"
"15","07836","34","New Jersey"
"15","07020","34","New Jersey"
"15","07865","34","New Jersey"
"15","08902","34","New Jersey"
"15","07608","34","New Jersey"
"15","08059","34","New Jersey"
"15","07014","34","New Jersey"
"15","08723","34","New Jersey"
"15","07846","34","New Jersey"
"15","08087","34","New Jersey"
"15","07757","34","New Jersey"
"15","07834","34","New Jersey"
"15","07670","34","New Jersey"
"15","07720","34","New Jersey"
"15","08061","34","New Jersey"
"15","07666","34","New Jersey"
"15","08901","34","New Jersey"
"15","08246","34","New Jersey"
"15","08052","34","New Jersey"
"15","08327","34","New Jersey"
"15","07011","34","New Jersey"
"15","08610","34","New Jersey"
"15","07849","34","New Jersey"
"15","08251","34","New Jersey"
"15","07405","34","New Jersey"
"15","07446","34","New Jersey"
"15","07675","34","New Jersey"
"15","07601","34","New Jersey"
"15","08555","34","New Jersey"
"15","07438","34","New Jersey"
"15","08876","34","New Jersey"
"15","07860","34","New Jersey"
"15","07857","34","New Jersey"
"15","07006","34","New Jersey"
"15","07730","34","New Jersey"
"15","07423","34","New Jersey"
"15","08316","34","New Jersey"
"15","07830","34","New Jersey"
"15","08753","34","New Jersey"
"15","07311","34","New Jersey"
"15","07424","34","New Jersey"
"15","08882","34","New Jersey"
"15","07208","34","New Jersey"
"15","08827","34","New Jersey"
"15","08836","34","New Jersey"
"15","07733","34","New Jersey"
"15","07306","34","New Jersey"
"15","07606","34","New Jersey"
"15","08512","34","New Jersey"
"15","08620","34","New Jersey"
"15","07305","34","New Jersey"
"15","08107","34","New Jersey"
"15","08340","34","New Jersey"
"15","08859","34","New Jersey"
"15","08010","34","New Jersey"
"15","07205","34","New Jersey"
"15","07726","34","New Jersey"
"15","07307","34","New Jersey"
"15","08884","34","New Jersey"
"15","07095","34","New Jersey"
"15","08041","34","New Jersey"
"15","08020","34","New Jersey"
"15","08105","34","New Jersey"
"15","07712","34","New Jersey"
"15","08034","34","New Jersey"
"15","07974","34","New Jersey"
"15","08341","34","New Jersey"
"15","07436","34","New Jersey"
"15","08009","34","New Jersey"
"15","08561","34","New Jersey"
"15","08873","34","New Jersey"
"15","07073","34","New Jersey"
"15","07430","34","New Jersey"
"15","08755","34","New Jersey"
"15","07716","34","New Jersey"
"15","08031","34","New Jersey"
"15","08323","34","New Jersey"
"15","07760","34","New Jersey"
"15","07065","34","New Jersey"
"15","08045","34","New Jersey"
"15","07009","34","New Jersey"
"15","07086","34","New Jersey"
"15","08035","34","New Jersey"
"15","08869","34","New Jersey"
"15","08731","34","New Jersey"
"15","08079","34","New Jersey"
"15","08854","34","New Jersey"
"15","08833","34","New Jersey"
"15","07435","34","New Jersey"
"15","07418","34","New Jersey"
"15","08260","34","New Jersey"
"15","07060","34","New Jersey"
"15","07676","34","New Jersey"
"15","08088","34","New Jersey"
"15","07663","34","New Jersey"
"15","08243","34","New Jersey"
"15","07512","34","New Jersey"
"15","07008","34","New Jersey"
"15","08086","34","New Jersey"
"15","08530","34","New Jersey"
"15","07737","34","New Jersey"
"15","08043","34","New Jersey"
"15","07114","34","New Jersey"
"15","07881","34","New Jersey"
"15","07103","34","New Jersey"
"15","07719","34","New Jersey"
"15","07828","34","New Jersey"
"15","07933","34","New Jersey"
"15","08036","34","New Jersey"
"15","07054","34","New Jersey"
"15","07728","34","New Jersey"
"15","07731","34","New Jersey"
"15","08039","34","New Jersey"
"15","07506","34","New Jersey"
"15","07657","34","New Jersey"
"15","07977","34","New Jersey"
"15","07832","34","New Jersey"
"15","08004","34","New Jersey"
"15","08071","34","New Jersey"
"15","07853","34","New Jersey"
"15","07310","34","New Jersey"
"15","08204","34","New Jersey"
"15","08201","34","New Jersey"
"15","07420","34","New Jersey"
"15","07452","34","New Jersey"
"15","07656","34","New Jersey"
"15","07926","34","New Jersey"
"15","08321","34","New Jersey"
"15","08880","34","New Jersey"
"15","07105","34","New Jersey"
"15","07066","34","New Jersey"
"15","07442","34","New Jersey"
"15","08210","34","New Jersey"
"15","08240","34","New Jersey"
"15","08515","34","New Jersey"
"15","08097","34","New Jersey"
"15","08809","34","New Jersey"
"15","07059","34","New Jersey"
"15","07055","34","New Jersey"
"15","07102","34","New Jersey"
"15","07701","34","New Jersey"
"15","08848","34","New Jersey"
"15","08312","34","New Jersey"
"15","08203","34","New Jersey"
"15","08324","34","New Jersey"
"15","08006","34","New Jersey"
"15","08081","34","New Jersey"
"15","07711","34","New Jersey"
"15","07040","34","New Jersey"
"15","08804","34","New Jersey"
"15","08028","34","New Jersey"
"15","08060","34","New Jersey"
"15","07074","34","New Jersey"
"15","08012","34","New Jersey"
"15","07628","34","New Jersey"
"15","07458","34","New Jersey"
"15","07417","34","New Jersey"
"15","08030","34","New Jersey"
"15","07661","34","New Jersey"
"15","08221","34","New Jersey"
"15","07870","34","New Jersey"
"15","08865","34","New Jersey"
"15","08802","34","New Jersey"
"15","08863","34","New Jersey"
"15","07921","34","New Jersey"
"15","08092","34","New Jersey"
"15","07821","34","New Jersey"
"15","07649","34","New Jersey"
"15","07504","34","New Jersey"
"15","07833","34","New Jersey"
"15","08343","34","New Jersey"
"15","07831","34","New Jersey"
"15","07003","34","New Jersey"
"15","08402","34","New Jersey"
"15","07016","34","New Jersey"
"15","07013","34","New Jersey"
"15","07444","34","New Jersey"
"15","08525","34","New Jersey"
"15","08640","34","New Jersey"
"15","08320","34","New Jersey"
"15","07825","34","New Jersey"
"15","07718","34","New Jersey"
"15","07748","34","New Jersey"
"15","07901","34","New Jersey"
"15","07660","34","New Jersey"
"15","07605","34","New Jersey"
"15","07940","34","New Jersey"
"15","07717","34","New Jersey"
"15","08104","34","New Jersey"
"15","08068","34","New Jersey"
"15","08533","34","New Jersey"
"15","07407","34","New Jersey"
"15","08510","34","New Jersey"
"15","07029","34","New Jersey"
"15","07035","34","New Jersey"
"15","07076","34","New Jersey"
"15","07931","34","New Jersey"
"15","07856","34","New Jersey"
"15","08759","34","New Jersey"
"15","07075","34","New Jersey"
"15","07702","34","New Jersey"
"15","07753","34","New Jersey"
"15","07648","34","New Jersey"
"15","07087","34","New Jersey"
"15","08730","34","New Jersey"
"15","07641","34","New Jersey"
"15","08066","34","New Jersey"
"15","07924","34","New Jersey"
"15","08234","34","New Jersey"
"15","08609","34","New Jersey"
"15","08317","34","New Jersey"
"15","08886","34","New Jersey"
"15","08326","34","New Jersey"
"15","08328","34","New Jersey"
"15","08064","34","New Jersey"
"15","08067","34","New Jersey"
"15","07039","34","New Jersey"
"15","07422","34","New Jersey"
"15","08089","34","New Jersey"
"15","08094","34","New Jersey"
"15","07871","34","New Jersey"
"15","07838","34","New Jersey"
"15","07068","34","New Jersey"
"15","08889","34","New Jersey"
"15","07092","34","New Jersey"
"15","07738","34","New Jersey"
"15","07739","34","New Jersey"
"15","07090","34","New Jersey"
"15","07069","34","New Jersey"
"15","07945","34","New Jersey"
"15","07419","34","New Jersey"
"15","08002","34","New Jersey"
"15","07643","34","New Jersey"
"15","07505","34","New Jersey"
"15","07803","34","New Jersey"
"15","07820","34","New Jersey"
"15","08001","34","New Jersey"
"15","08023","34","New Jersey"
"15","08005","34","New Jersey"
"15","07844","34","New Jersey"
"15","08223","34","New Jersey"
"15","07647","34","New Jersey"
"15","08109","34","New Jersey"
"15","08352","34","New Jersey"
"15","08611","34","New Jersey"
"15","07645","34","New Jersey"
"15","07764","34","New Jersey"
"15","07866","34","New Jersey"
"15","08091","34","New Jersey"
"15","07503","34","New Jersey"
"15","08248","34","New Jersey"
"15","08027","34","New Jersey"
"15","08544","34","New Jersey"
"15","07410","34","New Jersey"
"15","07042","34","New Jersey"
"15","08329","34","New Jersey"
"15","07801","34","New Jersey"
"15","07026","34","New Jersey"
"15","07470","34","New Jersey"
"15","08051","34","New Jersey"
"15","07840","34","New Jersey"
"15","08501","34","New Jersey"
"15","08230","34","New Jersey"
"15","07723","34","New Jersey"
"15","08244","34","New Jersey"
"15","07450","34","New Jersey"
"15","08846","34","New Jersey"
"15","07747","34","New Jersey"
"15","08332","34","New Jersey"
"15","07508","34","New Jersey"
"15","08861","34","New Jersey"
"15","08750","34","New Jersey"
"15","08084","34","New Jersey"
"15","08011","34","New Jersey"
"15","07067","34","New Jersey"
"15","08063","34","New Jersey"
"15","08014","34","New Jersey"
"15","08016","34","New Jersey"
"15","07843","34","New Jersey"
"15","08026","34","New Jersey"
"15","08003","34","New Jersey"
"15","07822","34","New Jersey"
"15","08505","34","New Jersey"
"15","08225","34","New Jersey"
"15","07078","34","New Jersey"
"15","07936","34","New Jersey"
"15","08648","34","New Jersey"
"15","07603","34","New Jersey"
"15","08502","34","New Jersey"
"15","08311","34","New Jersey"
"15","07108","34","New Jersey"
"15","07082","34","New Jersey"
"15","07044","34","New Jersey"
"15","08638","34","New Jersey"
"15","07024","34","New Jersey"
"15","08628","34","New Jersey"
"15","07072","34","New Jersey"
"15","07045","34","New Jersey"
"15","07640","34","New Jersey"
"15","08319","34","New Jersey"
"15","07046","34","New Jersey"
"15","07480","34","New Jersey"
"15","08536","34","New Jersey"
"15","07206","34","New Jersey"
"15","07755","34","New Jersey"
"15","07088","34","New Jersey"
"15","07863","34","New Jersey"
"15","07721","34","New Jersey"
"15","07946","34","New Jersey"
"15","08072","34","New Jersey"
"15","08015","34","New Jersey"
"15","07850","34","New Jersey"
"15","07027","34","New Jersey"
"15","08037","34","New Jersey"
"15","08551","34","New Jersey"
"15","07928","34","New Jersey"
"15","08608","34","New Jersey"
"15","07030","34","New Jersey"
"15","08887","34","New Jersey"
"15","08879","34","New Jersey"
"15","07934","34","New Jersey"
"15","07677","34","New Jersey"
"15","07960","34","New Jersey"
"15","07080","34","New Jersey"
"15","07104","34","New Jersey"
"15","07401","34","New Jersey"
"15","08056","34","New Jersey"
"15","08057","34","New Jersey"
"15","07642","34","New Jersey"
"15","07106","34","New Jersey"
"15","07631","34","New Jersey"
"15","07632","34","New Jersey"
"15","07980","34","New Jersey"
"15","08069","34","New Jersey"
"15","08511","34","New Jersey"
"15","07751","34","New Jersey"
"15","08073","34","New Jersey"
"15","08074","34","New Jersey"
"15","07869","34","New Jersey"
"15","07005","34","New Jersey"
"15","08401","34","New Jersey"
"15","08518","34","New Jersey"
"15","08738","34","New Jersey"
"15","07033","34","New Jersey"
"15","07735","34","New Jersey"
"15","07002","34","New Jersey"
"15","07403","34","New Jersey"
"15","07746","34","New Jersey"
"15","07732","34","New Jersey"
"15","07062","34","New Jersey"
"15","07885","34","New Jersey"
"15","07110","34","New Jersey"
"15","07920","34","New Jersey"
"15","08055","34","New Jersey"
"15","07607","34","New Jersey"
"15","08078","34","New Jersey"
"15","08202","34","New Jersey"
"15","07063","34","New Jersey"
"15","07079","34","New Jersey"
"15","08095","34","New Jersey"
"15","07302","34","New Jersey"
"15","08736","34","New Jersey"
"15","07722","34","New Jersey"
"15","08098","34","New Jersey"
"15","08344","34","New Jersey"
"15","07644","34","New Jersey"
"15","08542","34","New Jersey"
"15","07004","34","New Jersey"
"15","07034","34","New Jersey"
"15","08310","34","New Jersey"
"15","08346","34","New Jersey"
"15","07652","34","New Jersey"
"15","07626","34","New Jersey"
"15","07057","34","New Jersey"
"15","08821","34","New Jersey"
"15","07421","34","New Jersey"
"15","07463","34","New Jersey"
"15","07646","34","New Jersey"
"15","08075","34","New Jersey"
"15","07981","34","New Jersey"
"15","07662","34","New Jersey"
"15","08559","34","New Jersey"
"15","07513","34","New Jersey"
"15","07851","34","New Jersey"
"15","08033","34","New Jersey"
"15","08048","34","New Jersey"
"15","07514","34","New Jersey"
"15","07022","34","New Jersey"
"15","07604","34","New Jersey"
"15","07847","34","New Jersey"
"15","08535","34","New Jersey"
"15","08641","34","New Jersey"
"15","08835","34","New Jersey"
"15","08049","34","New Jersey"
"15","07922","34","New Jersey"
"15","08062","34","New Jersey"
"15","08853","34","New Jersey"
"15","07111","34","New Jersey"
"15","07842","34","New Jersey"
"15","07758","34","New Jersey"
"15","08619","34","New Jersey"
"15","08217","34","New Jersey"
"15","07939","34","New Jersey"
"15","07734","34","New Jersey"
"15","07203","34","New Jersey"
"15","08840","34","New Jersey"
"15","18950","34","New Jersey"
"15","07650","34","New Jersey"
"15","08054","34","New Jersey"
"15","08108","34","New Jersey"
"15","08629","34","New Jersey"
"15","07043","34","New Jersey"
"15","07880","34","New Jersey"
"15","08314","34","New Jersey"
"15","08742","34","New Jersey"
"15","08812","34","New Jersey"
"15","08801","34","New Jersey"
"15","08805","34","New Jersey"
"15","08318","34","New Jersey"
"15","08826","34","New Jersey"
"15","07724","34","New Jersey"
"15","08828","34","New Jersey"
"15","08857","34","New Jersey"
"15","08322","34","New Jersey"
"15","08867","34","New Jersey"
"15","07439","34","New Jersey"
"15","07827","34","New Jersey"
"15","07304","34","New Jersey"
"15","07036","34","New Jersey"
"15","08740","34","New Jersey"
"15","08070","34","New Jersey"
"15","07976","34","New Jersey"
"15","08096","34","New Jersey"
"15","08050","34","New Jersey"
"15","07109","34","New Jersey"
"15","07927","34","New Jersey"
"15","08019","34","New Jersey"
"15","07001","34","New Jersey"
"15","07416","34","New Jersey"
"15","08872","34","New Jersey"
"15","08890","34","New Jersey"
"15","07932","34","New Jersey"
"15","08757","34","New Jersey"
"15","08691","34","New Jersey"
"15","07058","34","New Jersey"
"15","08721","34","New Jersey"
"15","08724","34","New Jersey"
"15","08242","34","New Jersey"
"15","08110","34","New Jersey"
"15","08090","34","New Jersey"
"15","07457","34","New Jersey"
"15","07882","34","New Jersey"
"15","07826","34","New Jersey"
"15","08008","34","New Jersey"
"15","07848","34","New Jersey"
"15","08077","34","New Jersey"
"15","08205","34","New Jersey"
"15","08514","34","New Jersey"
"15","07093","34","New Jersey"
"15","08527","34","New Jersey"
"15","07094","34","New Jersey"
"15","08733","34","New Jersey"
"15","07010","34","New Jersey"
"15","08247","34","New Jersey"
"15","07876","34","New Jersey"
"15","08837","34","New Jersey"
"15","07878","34","New Jersey"
"15","07501","34","New Jersey"
"15","07502","34","New Jersey"
"15","07727","34","New Jersey"
"15","08817","34","New Jersey"
"15","08224","34","New Jersey"
"15","07740","34","New Jersey"
"15","08741","34","New Jersey"
"15","07204","34","New Jersey"
"15","07961","34","New Jersey"
"15","07935","34","New Jersey"
"15","07481","34","New Jersey"
"15","07970","34","New Jersey"
"15","07077","34","New Jersey"
"15","07979","34","New Jersey"
"15","08751","34","New Jersey"
"15","07756","34","New Jersey"
"15","08820","34","New Jersey"
"15","08212","34","New Jersey"
"15","08226","34","New Jersey"
"15","08053","34","New Jersey"
"15","08824","34","New Jersey"
"15","07070","34","New Jersey"
"15","08360","34","New Jersey"
"15","08232","34","New Jersey"
"15","07032","34","New Jersey"
"15","07012","34","New Jersey"
"15","08032","34","New Jersey"
"15","08215","34","New Jersey"
"15","08080","34","New Jersey"
"15","07017","34","New Jersey"
"15","08844","34","New Jersey"
"15","08245","34","New Jersey"
"15","07461","34","New Jersey"
"15","07071","34","New Jersey"
"15","08528","34","New Jersey"
"15","07823","34","New Jersey"
"15","08618","34","New Jersey"
"15","08534","34","New Jersey"
"15","08330","34","New Jersey"
"15","08850","34","New Jersey"
"15","08560","34","New Jersey"
"15","08562","34","New Jersey"
"15","08022","34","New Jersey"
"15","08093","34","New Jersey"
"15","07202","34","New Jersey"
"15","07630","34","New Jersey"
"15","08403","34","New Jersey"
"15","07762","34","New Jersey"
"15","08353","34","New Jersey"
"15","07627","34","New Jersey"
"15","08241","34","New Jersey"
"15","08038","34","New Jersey"
"15","08106","34","New Jersey"
"15","08270","34","New Jersey"
"15","08021","34","New Jersey"
"15","08361","34","New Jersey"
"15","08830","34","New Jersey"
"15","08350","34","New Jersey"
"15","07041","34","New Jersey"
"15","08758","34","New Jersey"
"15","07465","34","New Jersey"
"15","08732","34","New Jersey"
"15","07522","34","New Jersey"
"15","08734","34","New Jersey"
"15","08550","34","New Jersey"
"15","08042","34","New Jersey"
"15","07874","34","New Jersey"
"15","08540","34","New Jersey"
"15","08065","34","New Jersey"
"15","07440","34","New Jersey"
"15","08752","34","New Jersey"
"15","08722","34","New Jersey"
"15","08807","34","New Jersey"
"15","08825","34","New Jersey"
"15","07018","34","New Jersey"
"15","07081","34","New Jersey"
"15","07050","34","New Jersey"
"15","08735","34","New Jersey"
"15","07524","34","New Jersey"
"15","08007","34","New Jersey"
"15","07930","34","New Jersey"
"15","08348","34","New Jersey"
"15","08829","34","New Jersey"
"15","08810","34","New Jersey"
"15","08720","34","New Jersey"
"15","07621","34","New Jersey"
"15","08823","34","New Jersey"
"15","08816","34","New Jersey"
"15","07021","34","New Jersey"
"15","08102","34","New Jersey"
"15","08831","34","New Jersey"
"15","08558","34","New Jersey"
"15","08345","34","New Jersey"
"15","07950","34","New Jersey"
"15","08302","34","New Jersey"
"15","07052","34","New Jersey"
"15","07201","34","New Jersey"
"15","08701","34","New Jersey"
"15","07624","34","New Jersey"
"15","08046","34","New Jersey"
"15","07462","34","New Jersey"
"15","07750","34","New Jersey"
"15","08085","34","New Jersey"
"15","08822","34","New Jersey"
"15","07023","34","New Jersey"
"15","08858","34","New Jersey"
"15","08103","34","New Jersey"
"15","08554","34","New Jersey"
"15","07107","34","New Jersey"
"15","08690","34","New Jersey"
"15","08553","34","New Jersey"
"15","08083","34","New Jersey"
"15","07620","34","New Jersey"
"15","08406","34","New Jersey"
"16","53937","55","Wisconsin"
"16","54952","55","Wisconsin"
"16","53183","55","Wisconsin"
"16","53209","55","Wisconsin"
"16","54174","55","Wisconsin"
"16","54141","55","Wisconsin"
"16","53711","55","Wisconsin"
"16","54495","55","Wisconsin"
"16","54642","55","Wisconsin"
"16","53947","55","Wisconsin"
"16","54151","55","Wisconsin"
"16","53940","55","Wisconsin"
"16","54162","55","Wisconsin"
"16","54538","55","Wisconsin"
"16","53515","55","Wisconsin"
"16","54967","55","Wisconsin"
"16","53065","55","Wisconsin"
"16","53122","55","Wisconsin"
"16","54302","55","Wisconsin"
"16","54124","55","Wisconsin"
"16","53224","55","Wisconsin"
"16","54173","55","Wisconsin"
"16","54227","55","Wisconsin"
"16","53228","55","Wisconsin"
"16","53099","55","Wisconsin"
"16","54166","55","Wisconsin"
"16","53044","55","Wisconsin"
"16","54824","55","Wisconsin"
"16","54876","55","Wisconsin"
"16","53541","55","Wisconsin"
"16","53920","55","Wisconsin"
"16","53128","55","Wisconsin"
"16","54416","55","Wisconsin"
"16","54944","55","Wisconsin"
"16","54530","55","Wisconsin"
"16","53544","55","Wisconsin"
"16","54949","55","Wisconsin"
"16","53015","55","Wisconsin"
"16","54473","55","Wisconsin"
"16","54143","55","Wisconsin"
"16","54401","55","Wisconsin"
"16","54841","55","Wisconsin"
"16","54448","55","Wisconsin"
"16","53508","55","Wisconsin"
"16","54875","55","Wisconsin"
"16","54125","55","Wisconsin"
"16","53046","55","Wisconsin"
"16","53045","55","Wisconsin"
"16","54459","55","Wisconsin"
"16","54467","55","Wisconsin"
"16","54726","55","Wisconsin"
"16","53121","55","Wisconsin"
"16","54637","55","Wisconsin"
"16","54021","55","Wisconsin"
"16","53599","55","Wisconsin"
"16","54643","55","Wisconsin"
"16","54435","55","Wisconsin"
"16","54437","55","Wisconsin"
"16","54120","55","Wisconsin"
"16","54121","55","Wisconsin"
"16","53143","55","Wisconsin"
"16","53963","55","Wisconsin"
"16","53212","55","Wisconsin"
"16","54730","55","Wisconsin"
"16","54004","55","Wisconsin"
"16","53924","55","Wisconsin"
"16","54165","55","Wisconsin"
"16","53960","55","Wisconsin"
"16","53510","55","Wisconsin"
"16","54405","55","Wisconsin"
"16","54926","55","Wisconsin"
"16","54540","55","Wisconsin"
"16","54003","55","Wisconsin"
"16","53550","55","Wisconsin"
"16","54202","55","Wisconsin"
"16","54474","55","Wisconsin"
"16","53948","55","Wisconsin"
"16","54484","55","Wisconsin"
"16","53594","55","Wisconsin"
"16","53079","55","Wisconsin"
"16","53598","55","Wisconsin"
"16","54648","55","Wisconsin"
"16","54733","55","Wisconsin"
"16","53205","55","Wisconsin"
"16","53810","55","Wisconsin"
"16","53923","55","Wisconsin"
"16","53075","55","Wisconsin"
"16","54727","55","Wisconsin"
"16","53146","55","Wisconsin"
"16","54982","55","Wisconsin"
"16","54207","55","Wisconsin"
"16","53801","55","Wisconsin"
"16","54153","55","Wisconsin"
"16","54650","55","Wisconsin"
"16","53051","55","Wisconsin"
"16","54970","55","Wisconsin"
"16","54215","55","Wisconsin"
"16","53942","55","Wisconsin"
"16","53718","55","Wisconsin"
"16","54739","55","Wisconsin"
"16","54601","55","Wisconsin"
"16","53569","55","Wisconsin"
"16","54940","55","Wisconsin"
"16","54820","55","Wisconsin"
"16","54138","55","Wisconsin"
"16","54772","55","Wisconsin"
"16","54450","55","Wisconsin"
"16","54731","55","Wisconsin"
"16","54985","55","Wisconsin"
"16","54451","55","Wisconsin"
"16","54645","55","Wisconsin"
"16","53189","55","Wisconsin"
"16","54456","55","Wisconsin"
"16","54893","55","Wisconsin"
"16","53031","55","Wisconsin"
"16","54843","55","Wisconsin"
"16","54547","55","Wisconsin"
"16","54001","55","Wisconsin"
"16","53176","55","Wisconsin"
"16","53191","55","Wisconsin"
"16","53217","55","Wisconsin"
"16","54002","55","Wisconsin"
"16","54856","55","Wisconsin"
"16","54247","55","Wisconsin"
"16","54562","55","Wisconsin"
"16","54721","55","Wisconsin"
"16","54430","55","Wisconsin"
"16","54748","55","Wisconsin"
"16","54454","55","Wisconsin"
"16","53551","55","Wisconsin"
"16","54966","55","Wisconsin"
"16","54175","55","Wisconsin"
"16","53792","55","Wisconsin"
"16","54756","55","Wisconsin"
"16","54313","55","Wisconsin"
"16","54417","55","Wisconsin"
"16","54986","55","Wisconsin"
"16","54963","55","Wisconsin"
"16","54452","55","Wisconsin"
"16","54539","55","Wisconsin"
"16","54111","55","Wisconsin"
"16","53188","55","Wisconsin"
"16","54644","55","Wisconsin"
"16","53405","55","Wisconsin"
"16","54159","55","Wisconsin"
"16","53807","55","Wisconsin"
"16","53137","55","Wisconsin"
"16","54449","55","Wisconsin"
