"fips"|"inactive_win12"|"undergrad_school_prog"|"grad_school_prog"|"hbcu"|"hospital"|"medical_school_prog"|"tribal_school_prog"|"public_college_university"|"post_secondary_institution"|"degree_granting"|"grants_associates_certificate_only"|"not_degree_granting"|"size_lt1k"|"size_1k_10k"|"size_gt10k"|"ft_noninst_academic_staff"|"ft_community_admin_staff"|"total_instructional_staff"|"total_inst_staff_salary"|"no_reported_inst_staff"|"cost_grad_instate"|"cost_grad_outstate"|"cost_oncampus_living"|"cost_undergrad_instate"|"cost_undergrad_outstate"|"est_avg_inst_staff_salary"
"010730107041"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|633|306|706|60593228|0|19058|19058|10280|29640|29640|85826.1019830028
"010730107042"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|633|306|706|60593228|0|19058|19058|10280|29640|29640|85826.1019830028
"010730107062"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|11592|11592|NA
"010730112091"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|195|92|288|16681654|0|NA|NA|NA|3570|7140|57922.4097222222
"010730117032"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730117034"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730128031"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|12|0|10|638324|0|16866|16866|NA|13662|13662|63832.4
"010730128032"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|12|0|10|638324|0|16866|16866|NA|13662|13662|63832.4
"010730131004"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|136|65|170|9233334|0|NA|NA|4760|3570|7140|54313.7294117647
"010730132001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730142041"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730143021"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|11|2|20|1569174|0|NA|NA|NA|12921|12921|78458.7
"010730144091"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010770101001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|435|140|520|35778880|0|5868|11736|7484|6648|13296|68805.5384615385
"010770101002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|435|140|520|35778880|0|5868|11736|7484|6648|13296|68805.5384615385
"010770115011"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|22|3|8|461986|0|4482|4482|4740|10152|10152|57748.25
"010770115014"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|22|3|8|461986|0|4482|4482|4740|10152|10152|57748.25
"010810407002"|0|1|1|0|0|1|0|1|1|1|0|0|0|0|1|3800|1232|2660|264565958|0|9342|28026|13332|9336|28008|99460.8864661654
"010830207001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|145|56|162|12600972|0|7800|7800|NA|5940|11880|77783.7777777778
"010830211001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|218|111|284|16443824|0|NA|NA|NA|3570|7140|57900.7887323944
"010830211004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|218|111|284|16443824|0|NA|NA|NA|3570|7140|57900.7887323944
"010872317001"|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|383|128|526|25666460|0|19210|19210|9650|19210|19210|48795.5513307985
"010890002021"|0|2|1|2|0|0|0|2|2|2|1|0|1|1|0|579|322|562|35229160|0|NA|NA|NA|5974.5|11949|58710.6374057315
"010890014023"|0|2|0|0|0|0|0|2|2|0|0|2|2|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010890015003"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|998|260|692|60911540|0|10224|22696|9748|9356|20556|88022.4566473988
"010890025012"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|20|14|32|1501728|0|NA|NA|NA|NA|NA|46929
"010890030001"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|7|1|0|0|0|4230|4230|NA|4200|4200|NA
"010890106222"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|221|57|216|11314832|0|12888|12888|9700|15714|15714|52383.4814814815
"010890110211"|0|2|0|0|0|0|0|2|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010950308013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010950311003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|66|30|74|4951064|0|NA|NA|3187|3570|7140|66906.2702702703
"010970004012"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|124|61|158|8485698|0|NA|NA|NA|3570|7140|53706.9493670886
"010970021001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|17300|17300|NA
"010970029002"|0|2|0|0|0|0|0|2|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010970029003"|0|2|0|0|0|0|0|2|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010970032041"|0|2|0|0|0|0|0|2|2|2|1|0|2|0|0|43|18|72|3537844|0|NA|NA|NA|NA|NA|48058.7725752508
"010970032042"|0|2|0|0|0|0|0|2|2|2|1|0|2|0|0|43|18|72|3537844|0|NA|NA|NA|NA|NA|48058.7725752508
"010970033021"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|204|70|172|10337138|0|9270|9270|13070|35312|35312|60099.6395348837
"010970036051"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|1172|327|1202|88291450|0|7578|15156|7490|7512|15024|73453.7853577371
"010970037031"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|14235|14235|NA
"010970061051"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|121|68|152|7081388|0|7800|7800|9600|21010|21010|46588.0789473684
"010990759004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|82|26|76|4324416|0|NA|NA|NA|3510|7020|56900.2105263158
"011010010002"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|68|24|112|5160074|0|NA|NA|NA|3570|7140|46072.0892857143
"011010014002"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|123|49|96|5919026|0|NA|NA|9500|23639|23639|61656.5208333333
"011010015003"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|549|179|464|34566828|0|7408|14832|5422|8328|16656|74497.474137931
"011010017001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011010026004"|0|2|1|0|0|0|0|2|2|2|1|0|1|1|0|171|91|252|15048950|0|NA|NA|NA|16803.5|16803.5|60943.2459016393
"011010028003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011010054023"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|7|2|8|498012|0|NA|NA|NA|14447|14447|62251.5
"011010054032"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|22|14|28|1475036|0|NA|NA|NA|NA|NA|52679.8571428571
"011010054033"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|22|14|28|1475036|0|NA|NA|NA|NA|NA|52679.8571428571
"011010054071"|0|2|2|0|0|0|0|2|2|2|0|0|1|1|0|352|117|480|32699618|0|9315|13644|NA|8160|12720|58990.2900746596
"011010054072"|0|2|2|0|0|0|0|2|2|2|0|0|1|1|0|352|117|480|32699618|0|9315|13644|NA|8160|12720|58990.2900746596
"011010054083"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011010054104"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|35|13|12|695516|0|16620|16620|NA|16920|16920|57959.6666666667
"011056870002"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|62|14|58|3440846|0|NA|NA|10276|16736|16736|59324.9310344828
"011056870004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|85|19|40|2230348|0|NA|NA|4950|6000|12000|55758.7
"011091891004"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|921|477|1052|72017714|0|7506|15012|6688|7584|15168|68457.9030418251
"011110006002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|110|57|188|10438656|0|NA|NA|4400|3570|7140|55524.7659574468
"011130306002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|51|22|82|4399282|0|NA|NA|NA|3570|7140|53649.7804878049
"011170303051"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011170303053"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011170303063"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011170303301"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|2|0|0|0|0|14880|14880|NA|10905|10905|NA
"011170303303"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|2|0|0|0|0|14880|14880|NA|10905|10905|NA
"011170304071"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|339|136|296|19848726|0|9888|21144|9030|11730|24360|67056.5067567568
"011190113005"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|330|92|242|15622936|0|6678|13356|7080|7614|15228|64557.5867768595
"011210107001"|0|1|0|1|0|0|0|1|1|1|0|0|1|0|0|106|28|80|4136394|0|NA|NA|6704|11192|11192|51704.925
"011239623004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|66|25|100|5483358|0|NA|NA|NA|3570|7140|54833.58
"011250102023"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011250112001"|0|2|2|0|0|0|0|2|2|1|0|0|0|0|1|4457|1402|2870|268934692|0|NA|NA|NA|NA|NA|NA
"011250117012"|0|1|0|1|0|0|0|1|1|1|0|0|1|0|0|82|32|62|2877110|0|NA|NA|7394|9548|9548|46405
"011250125021"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|175|72|184|10356558|0|NA|NA|NA|3570|7140|56285.6413043478
"011250125022"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|175|72|184|10356558|0|NA|NA|NA|3570|7140|56285.6413043478
"011250125023"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|175|72|184|10356558|0|NA|NA|NA|3570|7140|56285.6413043478
"011250125032"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|175|72|184|10356558|0|NA|NA|NA|3570|7140|56285.6413043478
"011270203002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|158|63|232|13302484|0|NA|NA|3300|3570|7140|57338.2931034483
"011270203004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|158|63|232|13302484|0|NA|NA|3300|3570|7140|57338.2931034483
"020200015004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|27|18|14|709706|0|NA|NA|NA|NA|NA|50693.2857142857
"020200015005"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|27|18|14|709706|0|NA|NA|NA|NA|NA|50693.2857142857
"020200016021"|0|2|2|0|0|0|0|2|2|2|0|0|1|0|1|1162|476|1054|83302006|0|10044|14661|9931|12941|19007|67123.0423387097
"020200018022"|0|2|2|0|0|0|0|2|2|2|0|0|1|0|1|1162|476|1054|83302006|0|10044|14661|9931|12941|19007|67123.0423387097
"020900013005"|0|2|2|0|0|0|0|2|2|1|0|0|0|1|0|1997|374|704|56720914|0|NA|NA|NA|NA|NA|NA
"021100001002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|197|66|208|14657804|0|9786|20559|9200|6244|20608|70470.2115384615
"021220006006"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|10|1|4|230638|0|NA|NA|10750|7700|7700|57659.5
"021220007002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|10|1|4|230638|0|NA|NA|10750|7700|7700|57659.5
"021220013001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"021220013002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"021700012012"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|3|0|8|326720|0|NA|NA|5700|9000|9000|40840
"021850001001"|0|1|0|0|0|0|1|1|1|1|0|0|1|0|0|67|17|22|1978790|0|NA|NA|13000|3480|3480|89945
"021850001002"|0|1|0|0|0|0|1|1|1|1|0|0|1|0|0|67|17|22|1978790|0|NA|NA|13000|3480|3480|89945
"040019441004"|0|1|0|0|0|0|1|1|1|1|0|0|0|1|0|229|41|134|6487432|0|NA|NA|4240|1320|1320|48413.671641791
"040019441005"|0|1|0|0|0|0|1|1|1|1|0|0|0|1|0|229|41|134|6487432|0|NA|NA|4240|1320|1320|48413.671641791
"040030014013"|0|2|1|0|0|0|0|2|2|2|1|0|1|1|0|296|96|244|14930470|0|NA|NA|NA|5174|18653.5|63948.6054421769
"040030017021"|0|2|1|0|0|0|0|2|2|2|1|0|1|1|0|296|96|244|14930470|0|NA|NA|NA|5174|18653.5|63948.6054421769
"040050003004"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040050004003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040050009001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|108|36|74|4698630|0|NA|NA|NA|3150|11025|63495
"040050010001"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|2025|451|2264|172213852|0|9313|17915|9944|9366|16006|76066.1890459364
"040050011023"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|11|0|6|504864|0|NA|NA|NA|18021|18021|84144
"040099612011"|0|2|0|0|0|0|0|3|2|1|1|1|1|1|0|148|55|200|14512570|0|NA|NA|NA|NA|NA|NA
"040099612012"|0|1|0|0|0|0|0|2|1|1|1|0|0|1|0|148|55|200|14512570|0|NA|NA|NA|NA|NA|NA
"040099617002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130610211"|0|2|0|0|0|0|0|2|1|1|1|1|1|1|0|177|90|198|15381302|0|NA|NA|NA|NA|NA|NA
"040130715091"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130715142"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130715151"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130719153"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|309|172|536|44218140|0|NA|NA|NA|2064|7848|82496.5298507463
"040130820171"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130820242"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130820271"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|63|2|94|5748694|0|NA|NA|NA|NA|NA|61156.3191489362
"040130830002"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130923051"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|309|172|536|44218140|0|NA|NA|NA|2064|7848|82496.5298507463
"040130923091"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|31|17|18|827488|0|NA|NA|NA|15499|15499|45971.5555555556
"040130930013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131032072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131040002"|0|2|0|0|0|0|0|2|2|2|1|0|2|0|0|30|16|38|1558726|0|NA|NA|NA|NA|NA|40544.5083333333
"040131042052"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131042054"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|25|1|20|1278000|0|NA|NA|NA|18021|18021|63900
"040131042072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131042172"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|113|24|46|7676514|0|37085|37085|NA|NA|NA|166880.739130435
"040131042191"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|345|100|522|41264516|0|11240|21888|11212|9613|25350|79050.7969348659
"040131042241"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|345|100|522|41264516|0|11240|21888|11212|9613|25350|79050.7969348659
"040131044021"|0|3|1|0|0|0|0|3|2|1|0|1|2|0|0|24|4|10|805660|0|NA|NA|NA|NA|NA|NA
"040131048022"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|68|30|34|1940104|0|NA|NA|9820|23972|23972|57061.8823529412
"040131055011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|31|5|64|4511400|0|NA|NA|NA|NA|NA|70490.625
"040131055012"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|24|2|22|1039928|0|NA|NA|NA|NA|NA|47269.4545454545
"040131055022"|0|6|3|0|0|0|0|6|6|6|1|0|5|1|0|419|204|242|16478948|0|NA|NA|NA|NA|NA|77164.2148962738
"040131065012"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|24|3|2|2e+05|0|5850|5850|NA|7800|7800|1e+05
"040131069001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131072011"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|3768|1669|740|51609740|0|9737|9737|8550|16365|16365|69742.8918918919
"040131072021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131075002"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|12|3|2|80000|0|16422|16422|NA|NA|NA|40000
"040131104002"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|227|120|324|25580688|0|NA|NA|NA|2064|7848|78952.7407407407
"040131110005"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131112041"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|104|5|38|2120440|0|5500|5500|NA|11147|11147|55801.0526315789
"040131118002"|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|35|14|0|0|0|NA|NA|NA|NA|NA|NA
"040131125092"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131125142"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131129002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131131002"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|876|323|1044|87356942|0|11240|24320|13842|10104|26684|83675.2318007663
"040131133002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|8|3|16|969120|0|NA|NA|NA|12355|12355|60570
"040131138011"|0|3|1|0|0|0|0|3|3|3|2|0|1|2|0|335|122|316|22740360|0|NA|NA|NA|NA|NA|61201.2163601093
"040131138021"|0|6|3|0|0|0|0|6|6|5|2|0|2|1|2|4972|1977|596|18485932|0|NA|NA|NA|NA|NA|NA
"040131141001"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|11|3|30|3070748|0|NA|NA|NA|NA|NA|102358.266666667
"040131152003"|0|5|2|0|0|0|0|5|5|4|2|0|2|0|2|4868|1972|558|16365492|0|NA|NA|NA|NA|NA|NA
"040131163003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|144|68|124|10140950|0|NA|NA|NA|2064|7848|81781.8548387097
"040131167083"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131172001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131172002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168061"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|42|0|52|1896000|0|NA|NA|NA|7500|7500|36461.5384615385
"040132168092"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168131"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|23|2|14|1045064|0|8640|8640|NA|NA|NA|74647.4285714286
"040132168184"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168491"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|7|5|6|90000|0|34500|34500|NA|NA|NA|15000
"040132171011"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|10042|10042|NA
"040132178002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132182004"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|337|136|1394|110692718|0|6144|6144|12055|8597|18187|79406.5408895265
"040133187002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|17|2|0|0|0|NA|NA|NA|8400|8400|NA
"040133188004"|0|5|2|0|0|0|0|5|5|4|2|0|2|0|2|4868|1972|558|16365492|0|NA|NA|NA|NA|NA|NA
