"fips"|"inactive_win12"|"undergrad_school_prog"|"grad_school_prog"|"hbcu"|"hospital"|"medical_school_prog"|"tribal_school_prog"|"public_college_university"|"post_secondary_institution"|"degree_granting"|"grants_associates_certificate_only"|"not_degree_granting"|"size_lt1k"|"size_1k_10k"|"size_gt10k"|"ft_noninst_academic_staff"|"ft_community_admin_staff"|"total_instructional_staff"|"total_inst_staff_salary"|"no_reported_inst_staff"|"cost_grad_instate"|"cost_grad_outstate"|"cost_oncampus_living"|"cost_undergrad_instate"|"cost_undergrad_outstate"|"est_avg_inst_staff_salary"
"010730131004"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|138|68|174|10477606|0|NA|NA|4760|3930|7860|60216.1264367816
"010730132001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730143021"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|20|10|24|1237460|0|NA|NA|NA|13191|13191|51560.8333333333
"010730144081"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730144082"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730144091"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010770101001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|464|160|544|41311500|0|6660|13320|7830|9600|19200|75940.2573529412
"010770101002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|464|160|544|41311500|0|6660|13320|7830|9600|19200|75940.2573529412
"010770115011"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|22|4|8|458350|0|4482|4482|5745|10152|10152|57293.75
"010770115014"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|22|4|8|458350|0|4482|4482|5745|10152|10152|57293.75
"010810407002"|0|1|1|0|0|1|0|1|1|1|0|0|0|0|1|3950|1225|2850|298687100|0|9828|29484|13600|9816|29448|104802.49122807
"010830207001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|145|54|178|14046132|0|6936|12000|NA|6180|12360|78910.8539325843
"010830211001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|223|116|310|18715732|0|NA|NA|NA|3930|7860|60373.3290322581
"010830211004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|223|116|310|18715732|0|NA|NA|NA|3930|7860|60373.3290322581
"010872317001"|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|489|140|472|35800958|0|19594|19594|9844|19594|19594|75849.4872881356
"010890002021"|0|2|1|2|0|0|0|2|2|2|1|0|1|1|0|532|275|522|35636754|0|NA|NA|NA|6270|12540|63427.2934971727
"010890014023"|0|2|0|0|0|0|0|2|2|0|0|2|2|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010890015003"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|1021|259|726|65858198|0|10632|24430|10400|9730|22126|90713.7713498623
"010890030001"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|7|1|0|0|0|4230|4230|NA|4200|4200|NA
"010890106222"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|188|61|190|10561904|0|13680|13680|9374|18974|18974|55588.9684210526
"010890110211"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010950308013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010950311003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|67|31|74|5476362|0|NA|NA|3611|3930|7860|74004.8918918919
"010970004012"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|117|51|130|7872850|0|NA|NA|NA|3870|7740|60560.3846153846
"010970021001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|17700|17700|NA
"010970029002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010970029003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010970032041"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|18|4|32|1045636|0|NA|NA|NA|15373|15373|32676.125
"010970032042"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|18|4|32|1045636|0|NA|NA|NA|15373|15373|32676.125
"010970033021"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|116|50|166|9941068|0|9270|9270|13652|38190|38190|59885.9518072289
"010970036051"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|1170|314|1168|86275010|0|7956|15912|7800|7896|15792|73865.5907534247
"010970037031"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010970061051"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|118|74|146|7206550|0|8880|8880|9700|22250|22250|49359.9315068493
"011010001001"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011010003001"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011010003002"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011010010002"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|73|30|124|5548012|0|NA|NA|NA|3930|7860|44742.0322580645
"011010014002"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|135|56|104|6250234|0|NA|NA|9950|25004|25004|60098.4038461538
"011010015003"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|577|189|452|32666948|0|7416|14832|6050|8328|16656|72272.0088495575
"011010017001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011010026004"|0|2|1|0|0|0|0|2|2|2|1|0|1|1|0|169|86|246|15492648|0|NA|NA|NA|17216|17216|76963.85
"011010054023"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|1|0|6|550000|0|NA|NA|NA|13952|13952|91666.6666666667
"011010054071"|0|2|2|0|0|0|0|2|2|2|0|0|1|1|0|356|124|492|35733330|0|9531|14121|NA|8376|13212|62268.2814814815
"011010054072"|0|2|2|0|0|0|0|2|2|2|0|0|1|1|0|356|124|492|35733330|0|9531|14121|NA|8376|13212|62268.2814814815
"011010054104"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|22|2|8|463292|0|15600|15600|NA|16920|16920|57911.5
"011030004001"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011030004002"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011056870002"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|63|12|54|3121192|0|NA|NA|10910|17240|17240|57799.8518518519
"011056870004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|81|18|40|2374568|0|NA|NA|4950|6000|12000|59364.2
"011091891004"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|918|472|1052|74214970|0|7650|15300|6804|7800|15600|70546.5494296578
"011110006002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|121|63|190|10431878|0|NA|NA|4400|3930|7860|54904.6210526316
"011130306002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|56|21|86|4988992|0|NA|NA|NA|3930|7860|58011.5348837209
"011170304071"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|348|140|306|21361060|0|10512|22464|9810|12090|25110|69807.385620915
"011190113005"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|320|107|232|14310430|0|6678|13356|7510|9100|18200|61682.8879310345
"011210107001"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|114|34|84|4628682|0|16000|16000|8872|12130|12130|55103.3571428571
"011239623004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|64|25|94|5676624|0|NA|NA|NA|3930|7860|60389.6170212766
"011250112001"|0|2|2|0|0|0|0|2|2|1|0|0|0|0|1|4612|1479|3056|294765434|0|NA|NA|NA|NA|NA|NA
"011250117012"|0|1|0|1|0|0|0|1|1|1|0|0|1|0|0|103|40|82|3972810|0|NA|NA|10194|9548|9548|48448.9024390244
"011250125021"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|173|72|196|11991506|0|NA|NA|NA|3930|7860|61181.1530612245
"011250125022"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|173|72|196|11991506|0|NA|NA|NA|3930|7860|61181.1530612245
"011250125023"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|173|72|196|11991506|0|NA|NA|NA|3930|7860|61181.1530612245
"011250125032"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|173|72|196|11991506|0|NA|NA|NA|3930|7860|61181.1530612245
"011270203002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|145|55|208|12633242|0|NA|NA|4576|4192|8384|60736.7403846154
"011270203004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|145|55|208|12633242|0|NA|NA|4576|4192|8384|60736.7403846154
"020200015004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|21|14|14|603282|0|NA|NA|NA|NA|NA|43091.5714285714
"020200015005"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|21|14|14|603282|0|NA|NA|NA|NA|NA|43091.5714285714
"020200016021"|0|2|2|0|0|0|0|2|2|2|0|0|1|0|1|1107|419|974|76412124|0|11493|17719|10054|13577|23251|69644.4697866604
"020200018022"|0|2|2|0|0|0|0|2|2|2|0|0|1|0|1|1107|419|974|76412124|0|11493|17719|10054|13577|23251|69644.4697866604
"020900013005"|0|2|2|0|0|0|0|2|2|1|0|0|0|1|0|2004|373|676|54010240|0|NA|NA|NA|NA|NA|NA
"021100001002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|184|63|188|13465428|0|11132|23414|9200|6888|22736|71624.6170212766
"021220006006"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|9|0|4|233690|0|NA|NA|11175|8100|8100|58422.5
"021220007002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|9|0|4|233690|0|NA|NA|11175|8100|8100|58422.5
"021220013001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"021220013002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"021700012012"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|7|0|6|180000|0|NA|NA|5800|9000|9000|30000
"021850001001"|0|1|0|0|0|0|1|1|1|1|0|0|1|0|0|61|15|24|2174104|0|NA|NA|13000|3960|3960|90587.6666666667
"021850001002"|0|1|0|0|0|0|1|1|1|1|0|0|1|0|0|61|15|24|2174104|0|NA|NA|13000|3960|3960|90587.6666666667
"040019441004"|0|1|0|0|0|0|1|1|1|1|0|0|0|1|0|218|56|128|6862918|0|NA|NA|4940|1320|1320|53616.546875
"040019441005"|0|1|0|0|0|0|1|1|1|1|0|0|0|1|0|218|56|128|6862918|0|NA|NA|4940|1320|1320|53616.546875
"040030014013"|0|2|1|0|0|0|0|2|2|2|1|0|1|1|0|277|93|256|15823190|0|NA|NA|NA|5415.5|19756.5|66857.3889425398
"040030017021"|0|2|1|0|0|0|0|2|2|2|1|0|1|1|0|277|93|256|15823190|0|NA|NA|NA|5415.5|19756.5|66857.3889425398
"040050003004"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040050004003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040050009001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|111|39|80|5365052|0|NA|NA|NA|2930|9324|67063.15
"040050010001"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|2057|439|2302|179655318|0|10305|19522|10534|10018|16613|78043.1442224153
"040050011023"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|10|0|4|374448|0|NA|NA|NA|14585|14585|93612
"040099612011"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|156|56|182|12671760|0|NA|NA|7835|2700|9120|69625.0549450549
"040099612012"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|156|56|182|12671760|0|NA|NA|7835|2700|9120|69625.0549450549
"040130610211"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|196|50|206|16197498|0|NA|NA|NA|2040|7824|78628.6310679612
"040130610281"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|74|40|20|1413324|0|11682|11682|14330|27350|27350|70666.2
"040130715091"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130719153"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|348|84|524|43107726|0|NA|NA|NA|2040|7824|82266.6526717557
"040130820242"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130820271"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|64|2|94|5783856|0|NA|NA|NA|NA|NA|61530.3829787234
"040130923051"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|348|84|524|43107726|0|NA|NA|NA|2040|7824|82266.6526717557
"040130923091"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|30|0|8|302580|0|NA|NA|NA|15816|15816|37822.5
"040130930013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131032072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131040002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|21|12|56|2236938|0|NA|NA|NA|NA|NA|39945.3214285714
"040131042052"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131042054"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|22|1|14|995148|0|NA|NA|NA|14585|14585|71082
"040131042072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131042172"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|110|62|48|2838858|0|NA|NA|11048|26240|26240|59142.875
"040131042191"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|421|127|582|50556014|0|11720|23544|11914|10175|27360|86866.0034364261
"040131042241"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|421|127|582|50556014|0|11720|23544|11914|10175|27360|86866.0034364261
"040131044021"|0|2|1|0|0|0|0|2|2|1|0|1|1|1|0|18|1|8|633908|0|NA|NA|NA|NA|NA|NA
"040131055011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|35|0|42|2805980|0|NA|NA|NA|NA|NA|66809.0476190476
"040131055012"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|77|8|92|6869506|0|NA|NA|NA|NA|NA|74668.5434782609
"040131055022"|0|3|1|0|0|0|0|3|2|2|0|0|2|0|0|58|5|44|3820642|0|NA|NA|NA|NA|NA|NA
"040131065012"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|26|4|0|0|0|5850|5850|NA|7800|7800|NA
"040131069001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131072011"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1152|215|882|64180814|0|10175|10175|7800|16419|16419|72767.3628117914
"040131072021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131075002"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|12|3|2|80000|0|17346|17346|NA|NA|NA|40000
"040131104002"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|255|68|304|24501338|0|NA|NA|NA|2040|7824|80596.5065789474
"040131112041"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|86|1|24|1477000|0|4000|4000|NA|10086|10086|61541.6666666667
"040131114011"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131118002"|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|37|15|0|0|0|NA|NA|NA|NA|NA|NA
"040131129002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131131002"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|986|348|1212|110073938|0|11720|26160|14924|10710|28800|90820.0808580858
"040131133002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|4|1|6|360000|0|NA|NA|NA|12355|12355|60000
"040131138011"|0|3|1|0|0|0|0|3|3|3|2|0|1|2|0|339|81|278|20342682|0|NA|NA|NA|NA|NA|64257.6910733549
"040131138021"|0|6|1|0|0|0|0|6|6|5|2|0|2|2|1|1166|220|206|12587368|0|NA|NA|NA|NA|NA|NA
"040131152002"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|3292|1353|254|15874552|0|16752|16752|NA|9552|9552|62498.2362204724
"040131152003"|0|6|1|0|0|0|0|6|6|5|2|0|2|1|2|4372|1572|436|26984920|0|NA|NA|NA|NA|NA|NA
"040131163003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|150|35|122|10021996|0|NA|NA|NA|2040|7824|82147.5081967213
"040131167083"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131167192"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131172001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131172002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168092"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168131"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|19|2|12|726990|0|9000|9000|NA|NA|NA|60582.5
"040132168184"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168491"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|5|0|6|285000|0|37950|37950|NA|NA|NA|47500
"040132178002"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132182004"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|463|217|1752|148954582|0|6384|6384|13183|8867|19282|85019.7385844749
"040133187002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|21|3|0|0|0|NA|NA|NA|8760|8760|NA
"040133188004"|0|5|0|0|0|0|0|5|5|4|2|0|2|1|1|1080|219|182|11110368|0|NA|NA|NA|NA|NA|NA
"040133190004"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|6643|1682|4390|474665100|0|11720|26160|13164|10710|28800|108124.16856492
"040133192022"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|77|17|32|2367916|0|24490|24490|NA|NA|NA|73997.375
"040133193001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040133195004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|88|3|2|120000|0|NA|NA|NA|NA|NA|60000
"040133197031"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|55|8|60|3950266|0|17000|17000|9020|15823|15823|65837.7666666667
"040133197033"|0|2|1|0|0|0|0|2|1|1|0|0|1|0|0|55|8|60|3950266|0|NA|NA|NA|NA|NA|NA
"040133197041"|0|5|0|0|0|0|0|5|5|4|2|0|2|1|1|1080|219|182|11110368|0|NA|NA|NA|NA|NA|NA
"040133199101"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040133201001"|0|7|1|0|0|0|0|7|7|6|3|0|3|2|1|1187|223|206|12587368|0|NA|NA|NA|NA|NA|NA
"040134213031"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|17|0|4|179344|0|NA|NA|NA|15816|15816|44836
"040134213042"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134221033"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|37|22|110|7379162|0|NA|NA|NA|NA|NA|67083.2909090909
"040134222032"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134222042"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|400|115|600|50178938|0|NA|NA|NA|2040|7824|83631.5633333333
"040134222102"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134222163"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134226222"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|17|9|22|1215102|0|NA|NA|NA|NA|NA|55231.9090909091
