"geography","year","industry","Emp","EmpEnd","EmpS","FrmJbCS","FrmJbLsS"
"01001",2024,"00",10891,NA,NA,NA,NA
"01001",2024,"11",98,NA,NA,NA,NA
"01001",2024,"21",42,NA,NA,NA,NA
"01001",2024,"22",76,NA,NA,NA,NA
"01001",2024,"23",642,NA,NA,NA,NA
"01001",2024,"31-33",2049,NA,NA,NA,NA
"01001",2024,"42",607,NA,NA,NA,NA
"01001",2024,"44-45",2171,NA,NA,NA,NA
"01001",2024,"48-49",197,NA,NA,NA,NA
"01001",2024,"51",90,NA,NA,NA,NA
"01001",2024,"52",487,NA,NA,NA,NA
"01001",2024,"53",108,NA,NA,NA,NA
"01001",2024,"54",428,NA,NA,NA,NA
"01001",2024,"55",100,NA,NA,NA,NA
"01001",2024,"56",341,NA,NA,NA,NA
"01001",2024,"61",171,NA,NA,NA,NA
"01001",2024,"62",1217,NA,NA,NA,NA
"01001",2024,"71",351,NA,NA,NA,NA
"01001",2024,"72",1344,NA,NA,NA,NA
"01001",2024,"81",373,NA,NA,NA,NA
"01003",2024,"00",74949,NA,NA,NA,NA
"01003",2024,"11",697,NA,NA,NA,NA
"01003",2024,"21",65,NA,NA,NA,NA
"01003",2024,"22",300,NA,NA,NA,NA
"01003",2024,"23",6274,NA,NA,NA,NA
"01003",2024,"31-33",4067,NA,NA,NA,NA
"01003",2024,"42",2647,NA,NA,NA,NA
"01003",2024,"44-45",14289,NA,NA,NA,NA
"01003",2024,"48-49",2086,NA,NA,NA,NA
"01003",2024,"51",670,NA,NA,NA,NA
"01003",2024,"52",2042,NA,NA,NA,NA
"01003",2024,"53",2462,NA,NA,NA,NA
"01003",2024,"54",3669,NA,NA,NA,NA
"01003",2024,"55",280,NA,NA,NA,NA
"01003",2024,"56",4673,NA,NA,NA,NA
"01003",2024,"61",1315,NA,NA,NA,NA
"01003",2024,"62",11295,NA,NA,NA,NA
"01003",2024,"71",1977,NA,NA,NA,NA
"01003",2024,"72",13499,NA,NA,NA,NA
"01003",2024,"81",2640,NA,NA,NA,NA
"01005",2024,"00",6592,NA,NA,NA,NA
"01005",2024,"11",213,NA,NA,NA,NA
"01005",2024,"21",60,NA,NA,NA,NA
"01005",2024,"22",32,NA,NA,NA,NA
"01005",2024,"23",146,NA,NA,NA,NA
"01005",2024,"31-33",2388,NA,NA,NA,NA
"01005",2024,"42",72,NA,NA,NA,NA
"01005",2024,"44-45",763,NA,NA,NA,NA
"01005",2024,"48-49",253,NA,NA,NA,NA
"01005",2024,"51",8,NA,NA,NA,NA
"01005",2024,"52",436,NA,NA,NA,NA
"01005",2024,"53",38,NA,NA,NA,NA
"01005",2024,"54",68,NA,NA,NA,NA
"01005",2024,"55",7,NA,NA,NA,NA
"01005",2024,"56",243,NA,NA,NA,NA
"01005",2024,"61",NA,NA,NA,NA,NA
"01005",2024,"62",876,NA,NA,NA,NA
"01005",2024,"71",82,NA,NA,NA,NA
"01005",2024,"72",734,NA,NA,NA,NA
"01005",2024,"81",114,NA,NA,NA,NA
"01007",2024,"00",3691,NA,NA,NA,NA
"01007",2024,"11",68,NA,NA,NA,NA
"01007",2024,"21",64,NA,NA,NA,NA
"01007",2024,"22",21,NA,NA,NA,NA
"01007",2024,"23",967,NA,NA,NA,NA
"01007",2024,"31-33",468,NA,NA,NA,NA
"01007",2024,"42",132,NA,NA,NA,NA
"01007",2024,"44-45",662,NA,NA,NA,NA
"01007",2024,"48-49",262,NA,NA,NA,NA
"01007",2024,"51",13,NA,NA,NA,NA
"01007",2024,"52",71,NA,NA,NA,NA
"01007",2024,"53",26,NA,NA,NA,NA
"01007",2024,"54",80,NA,NA,NA,NA
"01007",2024,"55",NA,NA,NA,NA,NA
"01007",2024,"56",59,NA,NA,NA,NA
"01007",2024,"61",46,NA,NA,NA,NA
"01007",2024,"62",475,NA,NA,NA,NA
"01007",2024,"71",16,NA,NA,NA,NA
"01007",2024,"72",182,NA,NA,NA,NA
"01007",2024,"81",75,NA,NA,NA,NA
"01009",2024,"00",7420,NA,NA,NA,NA
"01009",2024,"11",62,NA,NA,NA,NA
"01009",2024,"21",30,NA,NA,NA,NA
"01009",2024,"22",NA,NA,NA,NA,NA
"01009",2024,"23",716,NA,NA,NA,NA
"01009",2024,"31-33",1405,NA,NA,NA,NA
"01009",2024,"42",427,NA,NA,NA,NA
"01009",2024,"44-45",1417,NA,NA,NA,NA
"01009",2024,"48-49",195,NA,NA,NA,NA
"01009",2024,"51",65,NA,NA,NA,NA
"01009",2024,"52",226,NA,NA,NA,NA
"01009",2024,"53",46,NA,NA,NA,NA
"01009",2024,"54",225,NA,NA,NA,NA
"01009",2024,"55",20,NA,NA,NA,NA
"01009",2024,"56",229,NA,NA,NA,NA
"01009",2024,"61",NA,NA,NA,NA,NA
"01009",2024,"62",1008,NA,NA,NA,NA
"01009",2024,"71",82,NA,NA,NA,NA
"01009",2024,"72",867,NA,NA,NA,NA
"01009",2024,"81",351,NA,NA,NA,NA
"01011",2024,"00",1918,NA,NA,NA,NA
"01011",2024,"11",196,NA,NA,NA,NA
"01011",2024,"21",NA,NA,NA,NA,NA
"01011",2024,"22",30,NA,NA,NA,NA
"01011",2024,"23",47,NA,NA,NA,NA
"01011",2024,"31-33",638,NA,NA,NA,NA
"01011",2024,"42",19,NA,NA,NA,NA
"01011",2024,"44-45",215,NA,NA,NA,NA
"01011",2024,"48-49",30,NA,NA,NA,NA
"01011",2024,"51",28,NA,NA,NA,NA
"01011",2024,"52",37,NA,NA,NA,NA
"01011",2024,"53",18,NA,NA,NA,NA
"01011",2024,"54",42,NA,NA,NA,NA
"01011",2024,"56",90,NA,NA,NA,NA
"01011",2024,"62",393,NA,NA,NA,NA
"01011",2024,"71",NA,NA,NA,NA,NA
"01011",2024,"72",101,NA,NA,NA,NA
"01011",2024,"81",29,NA,NA,NA,NA
"01013",2024,"00",5838,NA,NA,NA,NA
"01013",2024,"11",195,NA,NA,NA,NA
"01013",2024,"22",81,NA,NA,NA,NA
"01013",2024,"23",241,NA,NA,NA,NA
"01013",2024,"31-33",1173,NA,NA,NA,NA
"01013",2024,"42",119,NA,NA,NA,NA
"01013",2024,"44-45",779,NA,NA,NA,NA
"01013",2024,"48-49",433,NA,NA,NA,NA
"01013",2024,"51",198,NA,NA,NA,NA
"01013",2024,"52",98,NA,NA,NA,NA
"01013",2024,"53",43,NA,NA,NA,NA
"01013",2024,"54",107,NA,NA,NA,NA
"01013",2024,"56",588,NA,NA,NA,NA
"01013",2024,"61",NA,NA,NA,NA,NA
"01013",2024,"62",871,NA,NA,NA,NA
"01013",2024,"71",NA,NA,NA,NA,NA
"01013",2024,"72",687,NA,NA,NA,NA
"01013",2024,"81",96,NA,NA,NA,NA
"01015",2024,"00",32806,NA,NA,NA,NA
"01015",2024,"11",245,NA,NA,NA,NA
"01015",2024,"21",NA,NA,NA,NA,NA
"01015",2024,"22",205,NA,NA,NA,NA
"01015",2024,"23",1337,NA,NA,NA,NA
"01015",2024,"31-33",6526,NA,NA,NA,NA
"01015",2024,"42",1885,NA,NA,NA,NA
"01015",2024,"44-45",5842,NA,NA,NA,NA
"01015",2024,"48-49",991,NA,NA,NA,NA
"01015",2024,"51",337,NA,NA,NA,NA
"01015",2024,"52",771,NA,NA,NA,NA
"01015",2024,"53",426,NA,NA,NA,NA
"01015",2024,"54",1223,NA,NA,NA,NA
"01015",2024,"55",156,NA,NA,NA,NA
"01015",2024,"56",2355,NA,NA,NA,NA
"01015",2024,"61",317,NA,NA,NA,NA
"01015",2024,"62",4014,NA,NA,NA,NA
"01015",2024,"71",372,NA,NA,NA,NA
"01015",2024,"72",4899,NA,NA,NA,NA
"01015",2024,"81",896,NA,NA,NA,NA
"01017",2024,"00",7753,NA,NA,NA,NA
"01017",2024,"11",187,NA,NA,NA,NA
"01017",2024,"22",116,NA,NA,NA,NA
"01017",2024,"23",271,NA,NA,NA,NA
"01017",2024,"31-33",2951,NA,NA,NA,NA
"01017",2024,"42",116,NA,NA,NA,NA
"01017",2024,"44-45",940,NA,NA,NA,NA
"01017",2024,"48-49",177,NA,NA,NA,NA
"01017",2024,"51",98,NA,NA,NA,NA
"01017",2024,"52",114,NA,NA,NA,NA
"01017",2024,"53",58,NA,NA,NA,NA
"01017",2024,"54",207,NA,NA,NA,NA
"01017",2024,"56",705,NA,NA,NA,NA
"01017",2024,"61",154,NA,NA,NA,NA
"01017",2024,"62",757,NA,NA,NA,NA
"01017",2024,"71",NA,NA,NA,NA,NA
"01017",2024,"72",787,NA,NA,NA,NA
"01017",2024,"81",113,NA,NA,NA,NA
"01019",2024,"00",4195,NA,NA,NA,NA
"01019",2024,"11",167,NA,NA,NA,NA
"01019",2024,"22",NA,NA,NA,NA,NA
"01019",2024,"23",133,NA,NA,NA,NA
"01019",2024,"31-33",655,NA,NA,NA,NA
"01019",2024,"42",178,NA,NA,NA,NA
"01019",2024,"44-45",864,NA,NA,NA,NA
"01019",2024,"48-49",56,NA,NA,NA,NA
"01019",2024,"51",62,NA,NA,NA,NA
"01019",2024,"52",151,NA,NA,NA,NA
"01019",2024,"53",18,NA,NA,NA,NA
"01019",2024,"54",137,NA,NA,NA,NA
"01019",2024,"56",411,NA,NA,NA,NA
"01019",2024,"61",NA,NA,NA,NA,NA
"01019",2024,"62",537,NA,NA,NA,NA
"01019",2024,"71",106,NA,NA,NA,NA
"01019",2024,"72",497,NA,NA,NA,NA
"01019",2024,"81",128,NA,NA,NA,NA
"01021",2024,"00",8087,NA,NA,NA,NA
"01021",2024,"11",112,NA,NA,NA,NA
"01021",2024,"21",NA,NA,NA,NA,NA
"01021",2024,"22",91,NA,NA,NA,NA
"01021",2024,"23",613,NA,NA,NA,NA
"01021",2024,"31-33",1759,NA,NA,NA,NA
"01021",2024,"42",566,NA,NA,NA,NA
"01021",2024,"44-45",1569,NA,NA,NA,NA
"01021",2024,"48-49",213,NA,NA,NA,NA
"01021",2024,"51",44,NA,NA,NA,NA
"01021",2024,"52",216,NA,NA,NA,NA
"01021",2024,"53",56,NA,NA,NA,NA
"01021",2024,"54",125,NA,NA,NA,NA
"01021",2024,"55",91,NA,NA,NA,NA
"01021",2024,"56",637,NA,NA,NA,NA
"01021",2024,"61",19,NA,NA,NA,NA
"01021",2024,"62",603,NA,NA,NA,NA
"01021",2024,"71",24,NA,NA,NA,NA
"01021",2024,"72",1041,NA,NA,NA,NA
"01021",2024,"81",300,NA,NA,NA,NA
"01023",2024,"00",2798,NA,NA,NA,NA
"01023",2024,"11",202,NA,NA,NA,NA
"01023",2024,"21",16,NA,NA,NA,NA
"01023",2024,"22",12,NA,NA,NA,NA
"01023",2024,"23",225,NA,NA,NA,NA
"01023",2024,"31-33",889,NA,NA,NA,NA
"01023",2024,"42",72,NA,NA,NA,NA
"01023",2024,"44-45",221,NA,NA,NA,NA
"01023",2024,"48-49",154,NA,NA,NA,NA
"01023",2024,"51",10,NA,NA,NA,NA
"01023",2024,"52",71,NA,NA,NA,NA
"01023",2024,"53",20,NA,NA,NA,NA
"01023",2024,"54",75,NA,NA,NA,NA
"01023",2024,"56",66,NA,NA,NA,NA
"01023",2024,"61",NA,NA,NA,NA,NA
"01023",2024,"62",416,NA,NA,NA,NA
"01023",2024,"71",7,NA,NA,NA,NA
"01023",2024,"72",155,NA,NA,NA,NA
"01023",2024,"81",93,NA,NA,NA,NA
"01025",2024,"00",5987,NA,NA,NA,NA
"01025",2024,"11",275,NA,NA,NA,NA
"01025",2024,"21",NA,NA,NA,NA,NA
"01025",2024,"22",47,NA,NA,NA,NA
"01025",2024,"23",162,NA,NA,NA,NA
"01025",2024,"31-33",1727,NA,NA,NA,NA
"01025",2024,"42",177,NA,NA,NA,NA
"01025",2024,"44-45",1099,NA,NA,NA,NA
"01025",2024,"48-49",146,NA,NA,NA,NA
"01025",2024,"51",24,NA,NA,NA,NA
"01025",2024,"52",315,NA,NA,NA,NA
"01025",2024,"53",51,NA,NA,NA,NA
"01025",2024,"54",102,NA,NA,NA,NA
"01025",2024,"55",NA,NA,NA,NA,NA
"01025",2024,"56",169,NA,NA,NA,NA
"01025",2024,"61",131,NA,NA,NA,NA
"01025",2024,"62",703,NA,NA,NA,NA
"01025",2024,"71",10,NA,NA,NA,NA
"01025",2024,"72",666,NA,NA,NA,NA
"01025",2024,"81",145,NA,NA,NA,NA
"01027",2024,"00",3133,NA,NA,NA,NA
"01027",2024,"11",60,NA,NA,NA,NA
"01027",2024,"22",NA,NA,NA,NA,NA
"01027",2024,"23",42,NA,NA,NA,NA
"01027",2024,"31-33",2030,NA,NA,NA,NA
"01027",2024,"42",57,NA,NA,NA,NA
"01027",2024,"44-45",267,NA,NA,NA,NA
"01027",2024,"48-49",46,NA,NA,NA,NA
"01027",2024,"51",18,NA,NA,NA,NA
"01027",2024,"52",94,NA,NA,NA,NA
"01027",2024,"53",NA,NA,NA,NA,NA
"01027",2024,"54",51,NA,NA,NA,NA
"01027",2024,"55",NA,NA,NA,NA,NA
"01027",2024,"56",23,NA,NA,NA,NA
"01027",2024,"61",NA,NA,NA,NA,NA
"01027",2024,"62",226,NA,NA,NA,NA
"01027",2024,"71",NA,NA,NA,NA,NA
"01027",2024,"72",122,NA,NA,NA,NA
"01027",2024,"81",41,NA,NA,NA,NA
"01029",2024,"00",2038,NA,NA,NA,NA
"01029",2024,"11",57,NA,NA,NA,NA
"01029",2024,"21",NA,NA,NA,NA,NA
"01029",2024,"22",NA,NA,NA,NA,NA
"01029",2024,"23",435,NA,NA,NA,NA
"01029",2024,"31-33",470,NA,NA,NA,NA
"01029",2024,"42",18,NA,NA,NA,NA
"01029",2024,"44-45",431,NA,NA,NA,NA
"01029",2024,"48-49",17,NA,NA,NA,NA
"01029",2024,"51",16,NA,NA,NA,NA
"01029",2024,"52",48,NA,NA,NA,NA
"01029",2024,"53",12,NA,NA,NA,NA
"01029",2024,"54",46,NA,NA,NA,NA
"01029",2024,"55",NA,NA,NA,NA,NA
"01029",2024,"56",22,NA,NA,NA,NA
"01029",2024,"61",NA,NA,NA,NA,NA
"01029",2024,"62",135,NA,NA,NA,NA
"01029",2024,"72",135,NA,NA,NA,NA
"01029",2024,"81",59,NA,NA,NA,NA
"01031",2024,"00",14329,NA,NA,NA,NA
"01031",2024,"11",333,NA,NA,NA,NA
"01031",2024,"22",61,NA,NA,NA,NA
"01031",2024,"23",453,NA,NA,NA,NA
"01031",2024,"31-33",3762,NA,NA,NA,NA
"01031",2024,"42",574,NA,NA,NA,NA
"01031",2024,"44-45",2404,NA,NA,NA,NA
"01031",2024,"48-49",279,NA,NA,NA,NA
"01031",2024,"51",74,NA,NA,NA,NA
"01031",2024,"52",363,NA,NA,NA,NA
"01031",2024,"53",212,NA,NA,NA,NA
"01031",2024,"54",525,NA,NA,NA,NA
"01031",2024,"55",79,NA,NA,NA,NA
"01031",2024,"56",607,NA,NA,NA,NA
"01031",2024,"61",66,NA,NA,NA,NA
"01031",2024,"62",2347,NA,NA,NA,NA
"01031",2024,"71",168,NA,NA,NA,NA
"01031",2024,"72",1709,NA,NA,NA,NA
"01031",2024,"81",312,NA,NA,NA,NA
"01033",2024,"00",19907,NA,NA,NA,NA
"01033",2024,"11",62,NA,NA,NA,NA
"01033",2024,"21",116,NA,NA,NA,NA
"01033",2024,"22",NA,NA,NA,NA,NA
"01033",2024,"23",1750,NA,NA,NA,NA
"01033",2024,"31-33",6241,NA,NA,NA,NA
"01033",2024,"42",948,NA,NA,NA,NA
"01033",2024,"44-45",3017,NA,NA,NA,NA
"01033",2024,"48-49",759,NA,NA,NA,NA
"01033",2024,"51",154,NA,NA,NA,NA
"01033",2024,"52",844,NA,NA,NA,NA
"01033",2024,"53",139,NA,NA,NA,NA
"01033",2024,"54",415,NA,NA,NA,NA
"01033",2024,"55",46,NA,NA,NA,NA
"01033",2024,"56",701,NA,NA,NA,NA
"01033",2024,"61",99,NA,NA,NA,NA
"01033",2024,"62",2039,NA,NA,NA,NA
"01033",2024,"71",179,NA,NA,NA,NA
"01033",2024,"72",1849,NA,NA,NA,NA
"01033",2024,"81",539,NA,NA,NA,NA
"01035",2024,"00",2618,NA,NA,NA,NA
"01035",2024,"11",115,NA,NA,NA,NA
"01035",2024,"21",49,NA,NA,NA,NA
"01035",2024,"22",12,NA,NA,NA,NA
"01035",2024,"23",83,NA,NA,NA,NA
"01035",2024,"31-33",613,NA,NA,NA,NA
"01035",2024,"42",266,NA,NA,NA,NA
"01035",2024,"44-45",259,NA,NA,NA,NA
"01035",2024,"48-49",351,NA,NA,NA,NA
"01035",2024,"51",34,NA,NA,NA,NA
"01035",2024,"52",31,NA,NA,NA,NA
"01035",2024,"53",5,NA,NA,NA,NA
"01035",2024,"54",18,NA,NA,NA,NA
"01035",2024,"55",NA,NA,NA,NA,NA
"01035",2024,"56",154,NA,NA,NA,NA
"01035",2024,"61",44,NA,NA,NA,NA
"01035",2024,"62",299,NA,NA,NA,NA
"01035",2024,"71",NA,NA,NA,NA,NA
"01035",2024,"72",198,NA,NA,NA,NA
"01035",2024,"81",58,NA,NA,NA,NA
"01037",2024,"00",1152,NA,NA,NA,NA
"01037",2024,"11",21,NA,NA,NA,NA
"01037",2024,"22",NA,NA,NA,NA,NA
"01037",2024,"23",43,NA,NA,NA,NA
"01037",2024,"31-33",573,NA,NA,NA,NA
"01037",2024,"42",36,NA,NA,NA,NA
"01037",2024,"44-45",99,NA,NA,NA,NA
"01037",2024,"48-49",37,NA,NA,NA,NA
"01037",2024,"51",NA,NA,NA,NA,NA
"01037",2024,"52",5,NA,NA,NA,NA
"01037",2024,"53",3,NA,NA,NA,NA
"01037",2024,"54",29,NA,NA,NA,NA
"01037",2024,"55",NA,NA,NA,NA,NA
"01037",2024,"56",51,NA,NA,NA,NA
"01037",2024,"61",NA,NA,NA,NA,NA
"01037",2024,"62",115,NA,NA,NA,NA
"01037",2024,"71",NA,NA,NA,NA,NA
"01037",2024,"72",15,NA,NA,NA,NA
"01037",2024,"81",41,NA,NA,NA,NA
"01039",2024,"00",10039,NA,NA,NA,NA
"01039",2024,"11",147,NA,NA,NA,NA
"01039",2024,"21",27,NA,NA,NA,NA
"01039",2024,"22",709,NA,NA,NA,NA
"01039",2024,"23",604,NA,NA,NA,NA
"01039",2024,"31-33",1773,NA,NA,NA,NA
"01039",2024,"42",571,NA,NA,NA,NA
"01039",2024,"44-45",1665,NA,NA,NA,NA
"01039",2024,"48-49",265,NA,NA,NA,NA
"01039",2024,"51",56,NA,NA,NA,NA
"01039",2024,"52",343,NA,NA,NA,NA
"01039",2024,"53",93,NA,NA,NA,NA
"01039",2024,"54",253,NA,NA,NA,NA
"01039",2024,"55",15,NA,NA,NA,NA
"01039",2024,"56",452,NA,NA,NA,NA
"01039",2024,"61",15,NA,NA,NA,NA
"01039",2024,"62",1825,NA,NA,NA,NA
"01039",2024,"71",46,NA,NA,NA,NA
"01039",2024,"72",940,NA,NA,NA,NA
"01039",2024,"81",239,NA,NA,NA,NA
"01041",2024,"00",3022,NA,NA,NA,NA
"01041",2024,"11",118,NA,NA,NA,NA
"01041",2024,"22",NA,NA,NA,NA,NA
"01041",2024,"23",105,NA,NA,NA,NA
"01041",2024,"31-33",871,NA,NA,NA,NA
"01041",2024,"42",235,NA,NA,NA,NA
"01041",2024,"44-45",266,NA,NA,NA,NA
"01041",2024,"48-49",119,NA,NA,NA,NA
"01041",2024,"51",23,NA,NA,NA,NA
"01041",2024,"52",104,NA,NA,NA,NA
"01041",2024,"53",12,NA,NA,NA,NA
"01041",2024,"54",52,NA,NA,NA,NA
"01041",2024,"55",NA,NA,NA,NA,NA
"01041",2024,"56",254,NA,NA,NA,NA
"01041",2024,"61",NA,NA,NA,NA,NA
"01041",2024,"62",505,NA,NA,NA,NA
"01041",2024,"71",NA,NA,NA,NA,NA
"01041",2024,"72",182,NA,NA,NA,NA
"01041",2024,"81",125,NA,NA,NA,NA
"01043",2024,"00",26864,NA,NA,NA,NA
"01043",2024,"11",322,NA,NA,NA,NA
"01043",2024,"21",NA,NA,NA,NA,NA
"01043",2024,"22",163,NA,NA,NA,NA
"01043",2024,"23",1526,NA,NA,NA,NA
"01043",2024,"31-33",6381,NA,NA,NA,NA
"01043",2024,"42",1086,NA,NA,NA,NA
"01043",2024,"44-45",4192,NA,NA,NA,NA
"01043",2024,"48-49",2390,NA,NA,NA,NA
"01043",2024,"51",220,NA,NA,NA,NA
"01043",2024,"52",754,NA,NA,NA,NA
"01043",2024,"53",183,NA,NA,NA,NA
"01043",2024,"54",761,NA,NA,NA,NA
"01043",2024,"55",137,NA,NA,NA,NA
"01043",2024,"56",1001,NA,NA,NA,NA
"01043",2024,"61",90,NA,NA,NA,NA
"01043",2024,"62",4069,NA,NA,NA,NA
"01043",2024,"71",243,NA,NA,NA,NA
"01043",2024,"72",2695,NA,NA,NA,NA
"01043",2024,"81",648,NA,NA,NA,NA
"01045",2024,"00",13287,NA,NA,NA,NA
"01045",2024,"11",49,NA,NA,NA,NA
"01045",2024,"21",NA,NA,NA,NA,NA
"01045",2024,"22",81,NA,NA,NA,NA
"01045",2024,"23",712,NA,NA,NA,NA
"01045",2024,"31-33",3813,NA,NA,NA,NA
"01045",2024,"42",104,NA,NA,NA,NA
"01045",2024,"44-45",1196,NA,NA,NA,NA
"01045",2024,"48-49",1166,NA,NA,NA,NA
"01045",2024,"51",180,NA,NA,NA,NA
"01045",2024,"52",256,NA,NA,NA,NA
"01045",2024,"53",168,NA,NA,NA,NA
"01045",2024,"54",589,NA,NA,NA,NA
"01045",2024,"55",555,NA,NA,NA,NA
"01045",2024,"56",895,NA,NA,NA,NA
"01045",2024,"61",867,NA,NA,NA,NA
"01045",2024,"62",1262,NA,NA,NA,NA
"01045",2024,"71",111,NA,NA,NA,NA
"01045",2024,"72",1053,NA,NA,NA,NA
"01045",2024,"81",223,NA,NA,NA,NA
"01047",2024,"00",8987,NA,NA,NA,NA
"01047",2024,"11",110,NA,NA,NA,NA
"01047",2024,"21",31,NA,NA,NA,NA
"01047",2024,"22",52,NA,NA,NA,NA
"01047",2024,"23",603,NA,NA,NA,NA
"01047",2024,"31-33",2266,NA,NA,NA,NA
"01047",2024,"42",290,NA,NA,NA,NA
"01047",2024,"44-45",1319,NA,NA,NA,NA
"01047",2024,"48-49",103,NA,NA,NA,NA
"01047",2024,"51",51,NA,NA,NA,NA
"01047",2024,"52",229,NA,NA,NA,NA
"01047",2024,"53",84,NA,NA,NA,NA
"01047",2024,"54",243,NA,NA,NA,NA
"01047",2024,"55",51,NA,NA,NA,NA
"01047",2024,"56",512,NA,NA,NA,NA
"01047",2024,"61",207,NA,NA,NA,NA
"01047",2024,"62",1741,NA,NA,NA,NA
"01047",2024,"71",58,NA,NA,NA,NA
"01047",2024,"72",652,NA,NA,NA,NA
"01047",2024,"81",384,NA,NA,NA,NA
"01049",2024,"00",19899,NA,NA,NA,NA
"01049",2024,"11",287,NA,NA,NA,NA
"01049",2024,"21",NA,NA,NA,NA,NA
"01049",2024,"22",NA,NA,NA,NA,NA
"01049",2024,"23",796,NA,NA,NA,NA
"01049",2024,"31-33",6903,NA,NA,NA,NA
"01049",2024,"42",1472,NA,NA,NA,NA
"01049",2024,"44-45",2591,NA,NA,NA,NA
"01049",2024,"48-49",1271,NA,NA,NA,NA
"01049",2024,"51",157,NA,NA,NA,NA
"01049",2024,"52",371,NA,NA,NA,NA
"01049",2024,"53",160,NA,NA,NA,NA
"01049",2024,"54",430,NA,NA,NA,NA
"01049",2024,"55",57,NA,NA,NA,NA
"01049",2024,"56",865,NA,NA,NA,NA
"01049",2024,"61",95,NA,NA,NA,NA
"01049",2024,"62",2160,NA,NA,NA,NA
"01049",2024,"71",42,NA,NA,NA,NA
"01049",2024,"72",1860,NA,NA,NA,NA
"01049",2024,"81",279,NA,NA,NA,NA
"01051",2024,"00",16736,NA,NA,NA,NA
"01051",2024,"11",110,NA,NA,NA,NA
"01051",2024,"21",52,NA,NA,NA,NA
"01051",2024,"22",120,NA,NA,NA,NA
"01051",2024,"23",1154,NA,NA,NA,NA
"01051",2024,"31-33",2318,NA,NA,NA,NA
"01051",2024,"42",347,NA,NA,NA,NA
"01051",2024,"44-45",3541,NA,NA,NA,NA
"01051",2024,"48-49",220,NA,NA,NA,NA
"01051",2024,"51",88,NA,NA,NA,NA
"01051",2024,"52",581,NA,NA,NA,NA
"01051",2024,"53",165,NA,NA,NA,NA
"01051",2024,"54",671,NA,NA,NA,NA
"01051",2024,"55",56,NA,NA,NA,NA
"01051",2024,"56",519,NA,NA,NA,NA
"01051",2024,"61",234,NA,NA,NA,NA
"01051",2024,"62",2314,NA,NA,NA,NA
"01051",2024,"71",338,NA,NA,NA,NA
"01051",2024,"72",3413,NA,NA,NA,NA
"01051",2024,"81",496,NA,NA,NA,NA
"01053",2024,"00",8754,NA,NA,NA,NA
"01053",2024,"11",208,NA,NA,NA,NA
"01053",2024,"21",158,NA,NA,NA,NA
"01053",2024,"22",104,NA,NA,NA,NA
"01053",2024,"23",443,NA,NA,NA,NA
"01053",2024,"31-33",1754,NA,NA,NA,NA
"01053",2024,"42",331,NA,NA,NA,NA
"01053",2024,"44-45",1485,NA,NA,NA,NA
"01053",2024,"48-49",198,NA,NA,NA,NA
"01053",2024,"51",24,NA,NA,NA,NA
"01053",2024,"52",365,NA,NA,NA,NA
"01053",2024,"53",78,NA,NA,NA,NA
"01053",2024,"54",228,NA,NA,NA,NA
"01053",2024,"55",23,NA,NA,NA,NA
"01053",2024,"56",663,NA,NA,NA,NA
"01053",2024,"61",54,NA,NA,NA,NA
"01053",2024,"62",1368,NA,NA,NA,NA
"01053",2024,"71",29,NA,NA,NA,NA
"01053",2024,"72",1034,NA,NA,NA,NA
"01053",2024,"81",208,NA,NA,NA,NA
"01055",2024,"00",28207,NA,NA,NA,NA
"01055",2024,"11",15,NA,NA,NA,NA
"01055",2024,"21",NA,NA,NA,NA,NA
"01055",2024,"22",111,NA,NA,NA,NA
"01055",2024,"23",1118,NA,NA,NA,NA
"01055",2024,"31-33",4407,NA,NA,NA,NA
"01055",2024,"42",967,NA,NA,NA,NA
"01055",2024,"44-45",4865,NA,NA,NA,NA
"01055",2024,"48-49",851,NA,NA,NA,NA
"01055",2024,"51",174,NA,NA,NA,NA
"01055",2024,"52",1037,NA,NA,NA,NA
"01055",2024,"53",251,NA,NA,NA,NA
"01055",2024,"54",733,NA,NA,NA,NA
"01055",2024,"55",111,NA,NA,NA,NA
"01055",2024,"56",1790,NA,NA,NA,NA
"01055",2024,"61",323,NA,NA,NA,NA
"01055",2024,"62",6729,NA,NA,NA,NA
"01055",2024,"71",299,NA,NA,NA,NA
"01055",2024,"72",3685,NA,NA,NA,NA
"01055",2024,"81",703,NA,NA,NA,NA
"01057",2024,"00",2688,NA,NA,NA,NA
"01057",2024,"11",134,NA,NA,NA,NA
"01057",2024,"21",27,NA,NA,NA,NA
"01057",2024,"22",NA,NA,NA,NA,NA
"01057",2024,"23",84,NA,NA,NA,NA
"01057",2024,"31-33",711,NA,NA,NA,NA
"01057",2024,"42",31,NA,NA,NA,NA
"01057",2024,"44-45",530,NA,NA,NA,NA
"01057",2024,"48-49",39,NA,NA,NA,NA
"01057",2024,"51",9,NA,NA,NA,NA
"01057",2024,"52",116,NA,NA,NA,NA
"01057",2024,"53",11,NA,NA,NA,NA
"01057",2024,"54",198,NA,NA,NA,NA
"01057",2024,"55",12,NA,NA,NA,NA
"01057",2024,"56",NA,NA,NA,NA,NA
"01057",2024,"61",NA,NA,NA,NA,NA
"01057",2024,"62",321,NA,NA,NA,NA
"01057",2024,"71",6,NA,NA,NA,NA
"01057",2024,"72",314,NA,NA,NA,NA
"01057",2024,"81",122,NA,NA,NA,NA
"01059",2024,"00",8350,NA,NA,NA,NA
