"V1","V2","V3"
"-87.726033","41.783667","170316502001017"
"-71.937800","41.784000","090159051022016"
"-72.697292","41.784008","090035037001007"
"-69.988638","41.784025","250010104002015"
"-87.688300","41.784100","170318350005013"
"-87.621247","41.784167","170314008002000"
"-72.534497","41.784171","090035144004007"
"-118.246503","41.784240","320130105012675"
"-87.866000","41.784300","170318201041000"
"-87.647600","41.784400","170318348001006"
"-87.657300","41.784600","170316709002004"
"-88.156460","41.784651","170438464044006"
"-88.334807","41.784747","170898530082000"
"-110.548516","41.785201","560239784003028"
"-71.935500","41.785300","090159051022016"
"-72.630200","41.785300","090035103003006"
"-124.194400","41.785400","060150001063003"
"-74.727991","41.785460","361059505001000"
"-87.609100","41.785500","170314205001002"
"-72.696825","41.785707","090035037001003"
"-111.828775","41.785799","490050004032020"
"-88.274711","41.785840","170898529033006"
"-72.512534","41.785877","090035143003011"
"-70.871600","41.785940","250235411002054"
"-71.437360","41.786111","440070140002000"
"-88.279074","41.786132","170898529033006"
"-71.452286","41.786231","440070147003015"
"-110.544047","41.786268","560239784003028"
"-88.354713","41.786648","170898530012047"
"-87.732400","41.787000","170316203005005"
"-88.386837","41.787116","170898545092004"
"-110.546746","41.787147","560239784003028"
"-90.261949","41.787160","190450008002011"
"-71.484148","41.787225","440070148003010"
"-73.692821","41.787343","360272000021023"
"-87.707800","41.787400","170316309002004"
"-87.932733","41.787743","170438454012000"
"-90.261926","41.787998","190450008002011"
"-71.402903","41.788023","440070001021014"
"-87.719700","41.788100","170316204003004"
"-72.510081","41.788632","090035143003000"
"-88.144601","41.788649","170438461051025"
"-87.809069","41.788693","170318203003019"
"-76.785400","41.788900","420159507003002"
"-71.447325","41.788941","440070140003009"
"-86.089155","41.789223","260270018023033"
"-70.980990","41.789340","250235401032026"
"-87.778900","41.789500","170315611006008"
"-72.147581","41.789530","090158150001015"
"-81.071856","41.789563","390852057014001"
"-70.986120","41.789620","250235401032026"
"-81.067500","41.789700","390852057014001"
"-87.623400","41.789700","170314005002002"
"-89.703200","41.789900","171950011022090"
"-88.153313","41.790148","170438464041004"
"-87.780800","41.790200","170315611006008"
"-76.784500","41.790300","420159507003000"
"-88.211577","41.790351","170438464101015"
"-87.920100","41.790400","170438453001047"
"-87.632000","41.790600","170318346002013"
"-88.071000","41.790600","170438460033014"
"-88.198933","41.790606","170438464122000"
"-87.672300","41.790800","170316704001021"
"-88.281296","41.790910","170898529032008"
"-87.689400","41.791000","170318351002004"
"-86.090110","41.791027","260270018023033"
"-88.190885","41.791100","170438464121000"
"-88.238839","41.791331","170438464081004"
"-90.255676","41.791441","190450008005033"
"-71.427810","41.791675","440070015002004"
"-87.724900","41.791700","170316203001002"
"-72.865590","41.791949","090034622013026"
"-72.707300","41.792000","090035038001005"
"-73.859900","41.792000","360271300042009"
"-87.977604","41.792130","170438450003013"
"-87.997877","41.792185","170438456023009"
"-70.983216","41.792255","250235401032026"
"-87.594500","41.792300","170314112001007"
"-72.058750","41.792411","090158200001011"
"-72.889855","41.792698","090034621012018"
"-86.090714","41.792790","260270018023033"
"-72.599500","41.792900","090035114002007"
"-87.712351","41.793040","170316309003003"
"-85.400000","41.793100","261490405002024"
"-72.493597","41.793285","090035149003000"
"-87.688300","41.793300","170318351001002"
"-88.083600","41.793300","170438460042001"
"-87.649600","41.793400","170318347002001"
"-87.641117","41.793430","170318347003006"
"-72.712900","41.793500","090035038001004"
"-87.586800","41.793700","170314110003003"
"-87.955400","41.793800","170438451004010"
"-87.711500","41.793900","170316303002003"
"-72.610022","41.794031","090035114001002"
"-87.690700","41.794100","170316305003012"
"-88.470381","41.794146","170898545041028"
"-87.669977","41.794202","170316117001010"
"-71.419178","41.794230","440070002003008"
"-71.455005","41.794260","440070147002017"
"-72.741500","41.794400","090034973004001"
"-72.750700","41.794400","090034975003005"
"-72.763700","41.794500","090034975001005"
"-85.426400","41.794500","261490406002028"
"-80.940500","41.794600","390070008025007"
"-88.143233","41.794606","170438461062010"
"-86.091220","41.794673","260270018023033"
"-123.373377","41.794743","060930013002007"
"-72.675700","41.794800","090035244002003"
"-72.367700","41.795000","090138501003003"
"-87.791300","41.795000","170315609003013"
"-87.874600","41.795000","170318197001016"
"-73.127000","41.795100","090053108033015"
"-71.430201","41.795167","440070015001007"
"-86.089267","41.795169","260270018023033"
"-87.711500","41.795200","170316303002003"
"-87.874600","41.795200","170318197001016"
"-107.230714","41.795248","560079677003032"
"-86.728400","41.795300","260210113022002"
"-86.729300","41.795300","260210113022002"
"-87.681895","41.795465","170316306002012"
"-123.378128","41.795543","060930013002011"
"-87.935800","41.795700","170438452003001"
"-86.027819","41.795791","260270012001041"
"-95.205859","41.795856","191659601004024"
"-87.642300","41.796000","170318438002019"
"-72.700600","41.796100","090035039004018"
"-85.637700","41.796100","261490414003042"
"-87.660000","41.796400","170316119002014"
"-72.709586","41.796407","090035038001004"
"-71.409862","41.796680","440070005003009"
"-89.678302","41.797017","171950012004013"
"-88.107655","41.797083","170438461023004"
"-87.616500","41.797200","170314003001003"
"-87.668700","41.797300","170316118002004"
"-85.400200","41.797500","261490405002024"
"-71.316373","41.797520","250056322005023"
"-87.705300","41.797600","170316303001014"
"-71.425572","41.797718","440070002001008"
"-87.689400","41.797800","170316305004012"
"-72.670060","41.797884","090035244001004"
"-71.369332","41.797963","440070105021007"
"-71.479217","41.798088","440070125001020"
"-91.897211","41.798098","190959601001065"
"-87.592400","41.798300","170314107001007"
"-87.905000","41.798300","170318199003002"
"-71.450343","41.798408","440070141003044"
"-71.410781","41.798490","440070005003002"
"-87.602300","41.798500","170314105001004"
"-88.038924","41.798583","170438460023035"
"-80.066003","41.798813","420391102021038"
"-87.625100","41.799000","170318361002008"
"-92.066632","41.799039","190959602004012"
"-71.407739","41.799052","440070005003001"
"-71.407690","41.799218","440070005003001"
"-86.608000","41.799300","260210114001040"
"-89.970233","41.799340","171950003003015"
"-86.233800","41.799400","260210210004001"
"-87.759600","41.799400","170315607002010"
"-86.256132","41.799482","260210211001001"
"-80.067252","41.799486","420391102021038"
"-71.417336","41.799543","440070002001002"
"-77.078735","41.799839","421179506003027"
"-87.650500","41.800000","170316120002000"
"-87.693600","41.800044","170316305004004"
"-71.443305","41.800163","440070141002000"
"-86.233800","41.800200","260210210004001"
"-87.974457","41.800222","170438450002006"
"-72.708471","41.800260","090035038001000"
"-72.708444","41.800328","090035038001000"
"-89.967740","41.800398","171950003002038"
"-80.928359","41.800647","390070008024005"
"-72.744800","41.800800","090034973005001"
"-87.927800","41.800800","170438453002031"
"-87.956100","41.800800","170438451002005"
"-111.825200","41.800905","490050004033016"
"-72.820401","41.800920","090034622022007"
"-87.866000","41.801100","170318196004001"
"-87.709363","41.801167","170316303002001"
"-87.612280","41.801194","170318361001000"
"-87.757100","41.801200","170318208002023"
"-71.405383","41.801206","440070006001093"
"-89.707447","41.801220","171950010001000"
"-76.486345","41.801490","420159509003003"
"-85.419507","41.801532","261490407003013"
"-71.361773","41.801590","440070105013019"
"-87.686100","41.801700","170316306001013"
"-89.966399","41.801724","171950003002037"
"-87.722200","41.801900","170315704002002"
"-89.721813","41.801991","171950009002037"
"-89.685000","41.802100","171950012001012"
"-87.710789","41.802236","170316303002001"
"-78.442924","41.802393","420834208002022"
"-87.672500","41.802400","170316114002002"
"-71.429105","41.802514","440070003011016"
"-92.069097","41.802542","190959602003007"
"-107.233403","41.802569","560079677002001"
"-87.959000","41.802600","170438451002005"
"-71.411043","41.802745","440070004003007"
"-89.691295","41.802766","171950011011025"
"-74.745900","41.802800","361059507012007"
"-87.662100","41.802800","170316112002011"
"-107.227110","41.802819","560079677002001"
"-72.244339","41.802991","090138812001025"
"-85.637100","41.803000","261490414003007"
"-89.690044","41.803083","171950011011050"
"-89.689953","41.803131","171950011011050"
"-89.688134","41.803154","171950012001012"
"-71.415868","41.803301","440070004004004"
"-87.589655","41.803407","170313907002002"
"-91.504964","41.803452","191030101003038"
"-91.502935","41.803519","191030101002024"
"-87.667611","41.803560","170316113003004"
"-91.497817","41.803577","191030101002024"
"-78.442500","41.803600","420834208002022"
"-87.993081","41.803803","170438448013014"
"-71.429310","41.803843","440070003011012"
"-71.428502","41.803845","440070003011012"
"-72.704688","41.803862","090035039002001"
"-73.123300","41.804200","090053102001009"
"-87.605400","41.804400","170313904002008"
"-87.625100","41.804400","170313818001010"
"-71.416409","41.804523","440070004004001"
"-87.594300","41.804800","170313906002003"
"-87.624700","41.804800","170313818001010"
"-71.427083","41.804967","440070003011010"
"-88.342217","41.805136","170898530043002"
"-87.606919","41.805200","170318436001007"
"-87.725600","41.805400","170315703001017"
"-88.012200","41.805500","170438448021015"
"-72.596440","41.805514","090034875005006"
"-88.020078","41.805694","170438448021005"
"-77.080100","41.806100","421179506003029"
"-87.938000","41.806200","170438452001002"
"-87.980490","41.806237","170438447013006"
"-87.690100","41.806300","170318428004006"
"-71.412792","41.806315","440070006002009"
"-74.756309","41.806405","361059507013007"
"-88.016677","41.806699","170438448021003"
"-87.828300","41.806700","170318192002026"
"-74.754436","41.806825","361059507013007"
"-71.365756","41.807066","440070104002000"
"-87.673173","41.807167","170316114003001"
"-87.740204","41.807458","170315604001004"
"-87.642500","41.807500","170318438001006"
"-87.665725","41.807577","170316113001000"
"-87.661000","41.807600","170316112001002"
"-87.696890","41.807631","170318428004020"
"-71.453138","41.807637","440070017001004"
"-71.366641","41.807875","440070104002000"
"-91.501964","41.808012","191030101003040"
"-87.678000","41.808200","170316115002000"
"-87.627200","41.808300","170313817001000"
"-87.730711","41.808310","170315702001048"
"-87.702351","41.808370","170318428003010"
"-88.176535","41.808425","170438464131018"
"-87.697277","41.808589","170318428005007"
"-87.746200","41.808700","170315602002028"
"-124.153600","41.809800","060150002012004"
"-87.599600","41.809800","170313902002012"
"-87.669000","41.809900","170316104001014"
"-87.671900","41.809900","170316103003016"
"-71.449559","41.810167","440070016023000"
"-83.493500","41.810400","261158336002005"
"-87.814300","41.810600","170318191001014"
"-88.361315","41.810628","170898528072017"
"-72.596200","41.810700","090034875005004"
"-71.879100","41.810774","090159045002008"
"-83.490900","41.810800","261158336002005"
"-73.112170","41.810860","090053101001002"
"-72.470300","41.810900","090135305001015"
"-85.410800","41.811000","261490408001023"
"-87.704500","41.811000","170315804002003"
"-71.416421","41.811160","440070007002014"
"-87.598128","41.811188","170313902001005"
"-87.880200","41.811300","170318197003004"
"-88.210565","41.811373","170438464111002"
"-87.797500","41.811400","170318207002023"
"-89.680100","41.811800","171950012001001"
"-87.923500","41.811900","170438447021010"
"-87.886736","41.811991","170318197003025"
"-87.854502","41.812124","170318194004020"
"-85.402004","41.812206","261490408001014"
"-71.428545","41.812272","440070012002016"
"-71.382422","41.812453","440070104003045"
"-87.841600","41.812600","170318194001010"
"-87.699739","41.812753","170315805022008"
"-103.501192","41.812800","311579529001030"
"-89.963900","41.812800","171950002003009"
"-87.871637","41.812803","170318195002013"
"-87.898424","41.812990","170318198012008"
"-88.363460","41.812990","170898528072017"
"-73.132800","41.813000","090053102002003"
"-103.505652","41.813042","311579529001040"
"-87.643600","41.813100","170318426004008"
"-83.491578","41.813401","261158336002004"
"-87.693410","41.813428","170315806004012"
"-74.191384","41.813781","361119530002006"
"-87.602900","41.813900","170313903002006"
"-71.732763","41.813955","440070133001034"
"-87.608700","41.814000","170318360003011"
"-74.188400","41.814400","361119530002006"
"-88.313212","41.814459","170898528053051"
"-87.615986","41.814543","170318360001005"
"-103.669321","41.814714","311579538003033"
"-87.907600","41.815000","170318199001009"
"-112.117520","41.815134","490039602001040"
"-88.020422","41.815227","170438448022005"
"-78.266400","41.815300","420834207002008"
"-88.009495","41.815388","170438448012011"
"-71.456107","41.815569","440070018004006"
"-107.220822","41.815653","560079677001010"
"-93.613745","41.815710","191530101011033"
"-71.364839","41.815868","440070103003013"
"-73.110500","41.815900","090053101003005"
"-87.633900","41.815900","170318355002021"
"-78.270919","41.816100","420834207003000"
"-87.690100","41.816100","170315806003000"
"-86.280600","41.816300","260210206002022"
"-71.437284","41.816304","440070010002009"
"-71.422331","41.816376","440070012001003"
"-107.223771","41.816455","560079677001010"
"-88.154457","41.816528","170438416061001"
"-71.420862","41.816536","440070007003003"
"-80.935800","41.816700","390070008021008"
"-71.464630","41.816710","440070018006002"
"-93.615836","41.816979","191530101011033"
"-71.476102","41.817008","440070124021006"
"-87.786600","41.817100","170318207002003"
"-87.598600","41.817200","170318364001013"
"-71.436818","41.817306","440070010002008"
"-71.436037","41.817402","440070010002008"
"-71.456241","41.817420","440070018004000"
"-71.420734","41.817493","440070007003003"
"-93.613954","41.817970","191530101011033"
"-87.822400","41.818000","170318191004008"
"-87.612147","41.818060","170313801001023"
"-87.694838","41.818178","170315805012006"
"-71.894167","41.818271","090159044003012"
"-84.102600","41.818400","260910620003005"
"-71.465550","41.818512","440070018006002"
"-72.283700","41.818600","090138813002000"
"-86.240300","41.818700","260210207003040"
"-87.965525","41.818745","170438445022017"
"-87.962501","41.819014","170438445022013"
"-73.093600","41.819100","090053105001000"
"-87.876772","41.819239","170318197002003"
"-71.354756","41.819502","440070103002001"
"-71.393930","41.819640","440070037002009"
"-87.626809","41.819780","170313806004005"
"-87.880385","41.820053","170318190003013"
"-81.060700","41.820600","390852057021026"
"-78.265200","41.820700","420834207003001"
"-83.866822","41.820711","260910622001035"
"-71.354343","41.821059","440070103002001"
"-71.421303","41.821066","440070011002002"
"-71.426218","41.821251","440070011001017"
"-87.869710","41.821357","170318189002017"
"-83.870844","41.821444","260910622001035"
"-113.330303","41.821447","490039601003171"
"-81.062396","41.821563","390852057022037"
"-71.446638","41.821706","440070019005010"
"-90.759458","41.821723","190450010002042"
"-71.414465","41.821906","440070008003037"
"-73.902637","41.822015","360270701012002"
"-84.102600","41.822200","260910620003005"
"-87.700300","41.822200","170315805011000"
"-122.968882","41.822260","060930006002011"
"-72.918800","41.822300","090034641023001"
"-71.415161","41.822550","440070008003037"
"-87.682103","41.822594","170316103003000"
"-71.414939","41.822773","440070008003037"
"-97.450584","41.822807","311199613005013"
"-111.321145","41.822833","490339501001257"
"-71.411471","41.822920","440070008003044"
"-111.321077","41.822979","490339501001257"
"-83.866700","41.823000","260910622001026"
"-87.694361","41.823050","170315801002025"
"-86.231089","41.823106","260210210001009"
"-71.412615","41.823252","440070008003034"
"-72.733541","41.823685","090034713003011"
"-87.691800","41.824000","170315801002008"
"-97.457904","41.824052","311199613005032"
"-72.716665","41.824217","090034712001016"
"-87.619900","41.824400","170318396002007"
"-86.367466","41.824408","260210202004016"
"-71.620875","41.824592","440070132022005"
"-87.711325","41.824786","170315803001002"
"-90.524951","41.824987","190450009004001"
"-71.364411","41.825095","440070103002027"
"-90.526901","41.825123","190450009004001"
"-87.667500","41.825300","170315907002022"
"-87.787255","41.825493","170318155004018"
"-72.710463","41.825572","090034712001003"
"-72.916500","41.825900","090034641022004"
"-90.525987","41.826002","190450009004001"
"-87.851779","41.826084","170318188005042"
"-111.824871","41.826094","490050002022012"
"-103.657512","41.826304","311579538002015"
"-71.889944","41.826366","090159044004010"
"-72.525300","41.826500","090034872013005"
"-72.916800","41.826500","090034641022004"
"-103.665591","41.826540","311579539004018"
"-100.101349","41.826618","310099724001063"
"-73.902100","41.826700","360270701012001"
"-93.149005","41.826759","190990402002009"
"-87.758715","41.827085","170318144002008"
"-87.619800","41.827100","170318396002007"
"-88.064200","41.827300","170438427063038"
"-73.013700","41.827400","090053061004015"
"-87.608198","41.827471","170318365002008"
"-87.677200","41.827700","170315905001015"
"-72.726605","41.827837","090034713001012"
"-87.632962","41.827898","170313406001009"
"-87.624433","41.827929","170313514001009"
"-87.774964","41.827934","170318145002004"
"-87.795919","41.828183","170318154002022"
"-88.283500","41.828300","170898528062043"
"-87.830600","41.828700","170318157025009"
"-87.834000","41.828700","170318158001007"
"-88.207587","41.828795","170438416042012"
"-86.373900","41.828800","260210202006000"
"-87.692600","41.828800","170315801001012"
"-87.667600","41.828900","170315907002006"
"-86.252143","41.829282","260210205003050"
"-71.427507","41.829346","440070025003012"
"-87.757870","41.829457","170318143002039"
"-87.820800","41.829500","170318157025011"
"-72.526663","41.829698","090034872013001"
"-87.671200","41.829700","170315906001000"
"-71.501696","41.829989","440070124015032"
"-87.821600","41.830300","170318157025011"
"-87.618900","41.830400","170318396002000"
"-87.640800","41.830400","170318399001000"
"-87.612200","41.830700","170313511001000"
"-88.292100","41.830700","170898528062024"
"-71.450307","41.830723","440070021021006"
"-87.613484","41.830835","170313511001000"
"-86.240737","41.831101","260210209003005"
"-90.547664","41.831136","190450009001021"
"-87.867411","41.831501","170318189003013"
"-111.821067","41.831552","490050002021008"
"-88.070820","41.831682","170438427101010"
"-87.681100","41.831700","170318403003016"
"-87.866114","41.831830","170318189003013"
"-89.472661","41.831861","171030003003027"
"-71.501621","41.831949","440070123002044"
"-103.667471","41.832196","311579539003044"
"-89.472289","41.832349","171030003003027"
"-87.627374","41.832363","170318420002012"
"-86.362700","41.832400","260210202001011"
"-85.669900","41.832500","261490411013010"
"-72.663600","41.832700","090034737002007"
"-71.088822","41.832792","250056161002038"
"-88.148653","41.833469","170438416033019"
"-71.584483","41.833490","440070132012009"
"-73.035400","41.833500","090053061004001"
"-85.673000","41.833600","261490411013010"
"-73.070000","41.833800","090053106011014"
"-86.374500","41.834100","260210202001008"
"-87.650000","41.834100","170318397003001"
"-85.662100","41.834200","261490411014053"
"-71.548031","41.834391","440070122004058"
"-71.431396","41.834645","440070023002009"
"-71.402076","41.834730","440070036022000"
"-73.227003","41.834896","090052961003034"
"-90.219742","41.834927","190450004003000"
"-71.462247","41.834943","440070024006025"
"-71.122579","41.835100","250056151003016"
"-87.735982","41.835226","170318305001006"
"-71.114821","41.835244","250056151003031"
"-71.119737","41.835268","250056151003016"
"-86.233400","41.835300","260210209004000"
"-71.332578","41.835305","250056321004013"
"-86.239200","41.835500","260210209001029"
"-87.795341","41.835567","170318153004010"
"-85.667300","41.835600","261490411013011"
"-87.954500","41.835900","170438446012024"
"-85.658800","41.835969","261490411014042"
"-111.834539","41.835988","490050002012000"
"-87.618500","41.836000","170318395001007"
"-87.760710","41.836038","170318143002009"
"-87.759420","41.836092","170318143002010"
"-96.463786","41.836219","310219632002074"
"-87.807700","41.836300","170318157013012"
"-70.604498","41.836441","250235309021022"
"-88.041712","41.836569","170438427093014"
"-90.205866","41.836698","190450003004000"
"-87.783711","41.836944","170318152005013"
"-71.426400","41.836954","440070026003011"
"-71.403963","41.837114","440070031001006"
"-90.838936","41.837213","190450010004010"
"-96.462085","41.837349","310219632002059"
"-72.674800","41.837500","090034731001003"
"-87.856197","41.837596","170318186002030"
"-71.486547","41.837613","440070123002037"
"-72.723380","41.837751","090034715002010"
"-88.085894","41.837815","170438427022000"
"-84.745700","41.837900","260590504005029"
"-87.719000","41.838000","170313017021006"
"-71.422149","41.838094","440070026002005"
"-87.750000","41.838200","170318142004001"
"-72.746007","41.838223","090034713004003"
"-89.299820","41.838240","171030002001045"
"-87.654300","41.838300","170316006001004"
"-87.717700","41.838300","170313017021006"
"-87.927300","41.838300","170438446022014"
"-88.140563","41.838437","170438426012015"
"-75.865500","41.838500","421150326002017"
"-103.673062","41.838613","311579539003074"
"-88.321410","41.838702","170898528083013"
"-86.611300","41.839300","260210112021083"
"-87.641000","41.839400","170318401002017"
"-87.618700","41.839600","170318392002005"
"-71.452960","41.839651","440070024006024"
"-96.693630","41.839936","310399728003004"
"-87.725400","41.840000","170313018032000"
"-96.694243","41.840079","310399728003004"
"-72.466800","41.840200","090135303023020"
"-87.819200","41.840400","170318157011010"
"-96.694493","41.840721","310399728003004"
"-94.080785","41.840737","190490503001003"
"-71.393511","41.840760","440070034004000"
"-72.822600","41.840800","090034661011026"
"-72.513077","41.841129","090034872021006"
"-87.735500","41.841300","170313018012022"
"-87.964700","41.841300","170438445021007"
"-69.973660","41.841312","250010103062045"
"-84.744100","41.841400","260590504005018"
"-87.625464","41.841589","170318392001014"
"-87.705300","41.841600","170318408001010"
"-71.360764","41.841722","440070101013010"
"-111.850920","41.841838","490050002011036"
"-72.462400","41.841900","090135304001004"
"-72.658400","41.842000","090034737001004"
"-87.706500","41.842000","170318408001008"
"-123.193115","41.842103","060930013001182"
"-72.554500","41.842300","090034871002025"
"-80.822562","41.842445","390070007031009"
"-87.772997","41.842560","170318140003015"
"-87.697088","41.842679","170318435001012"
"-75.845000","41.842800","421150326004011"
"-88.044600","41.842800","170438427081001"
"-103.669934","41.842817","311579539001017"
"-87.717600","41.842900","170313017011004"
"-90.202828","41.842918","190450003001002"
"-71.443791","41.843013","440070024005016"
"-87.628695","41.843492","170313504001003"
"-87.635100","41.843500","170313403001012"
"-97.457725","41.843576","311199613004012"
"-87.787929","41.843685","170318151003030"
"-80.820448","41.843763","390070007031009"
"-87.889500","41.843800","170318185002016"
"-94.095301","41.843801","190490503002038"
"-87.641000","41.844200","170318401001007"
"-72.655900","41.844400","090034737001002"
"-80.820745","41.844463","390070007031009"
"-87.781796","41.844754","170318152001010"
"-88.358191","41.844834","170898528071005"
"-71.334077","41.845039","250056321004007"
"-87.732200","41.845500","170313018012003"
"-87.795300","41.845533","170318148004013"
"-87.684224","41.845642","170318413003017"
"-90.216902","41.845745","190450005004003"
"-87.685851","41.845960","170318413002025"
"-85.314429","41.846267","261490416002024"
"-79.139500","41.846300","421239707001016"
"-87.847644","41.846326","170318180002029"
"-87.799666","41.846360","170318148005003"
"-88.297930","41.846420","170898528031011"
"-87.773121","41.846486","170318140002010"
"-123.962600","41.846600","060150002023135"
"-89.023261","41.846982","171030001004037"
"-86.166600","41.847000","260270015004009"
"-89.488508","41.847128","171030005003037"
"-71.470692","41.847419","440070121021000"
"-71.255982","41.847582","250056331001033"
"-87.699794","41.847637","170313011001004"
"-86.249000","41.847700","260210205002006"
"-70.947388","41.847774","250235401012028"
"-87.681200","41.848000","170318413003000"
"-87.715700","41.848200","170313006001009"
"-88.330565","41.848218","170898527004008"
"-71.086556","41.848295","250056161002018"
"-71.252776","41.848327","250056331001033"
"-74.539103","41.848352","361059501002018"
"-71.419952","41.848404","440070029004006"
"-87.698300","41.848600","170318407002007"
"-87.766551","41.848656","170318139001013"
"-122.467597","41.848929","060930003002031"
"-87.697608","41.849000","170318407002007"
"-87.748238","41.849028","170318138011002"
"-71.883800","41.849100","090159044001025"
"-87.625000","41.849500","170318410001020"
"-87.708282","41.849562","170313008001014"
"-87.687000","41.849700","170318413002002"
"-87.633800","41.849800","170318411002003"
"-87.758626","41.849875","170318138023002"
"-87.692337","41.849951","170313012003000"
"-79.327400","41.850200","421239705003000"
"-88.062900","41.850200","170438427103000"
"-87.704400","41.850500","170313009002002"
"-87.674000","41.850600","170318432002070"
"-71.427344","41.850910","440070027001001"
"-71.434121","41.851013","440070028021020"
"-88.129864","41.851340","170438426043007"
"-71.897500","41.851400","090159044001011"
"-88.056000","41.851400","170438427061012"
"-72.302200","41.851500","090138401004009"
"-87.628800","41.851900","170318410001025"
"-88.096279","41.852328","170438427033008"
"-87.712786","41.852537","170318447001009"
"-79.314153","41.852557","421239705002011"
"-89.495718","41.852789","171030005002021"
"-74.152500","41.852800","361119529021018"
"-87.683600","41.852800","170318412002024"
"-71.196809","41.852889","250056151002006"
"-87.664560","41.852914","170313107001017"
"-87.757036","41.852980","170318137011012"
"-88.109058","41.853021","170438426021003"
"-88.019814","41.853327","170438443042010"
"-88.006077","41.853625","170438443092002"
"-95.595561","41.853733","190852901003022"
"-88.017720","41.853842","170438443042010"
"-87.961900","41.854000","170438445012034"
"-89.476847","41.854016","171030004003010"
"-88.322815","41.854067","170898527006026"
"-71.434213","41.854310","440070028021014"
"-75.375500","41.854500","421279602001150"
"-87.985950","41.854563","170438443062003"
"-71.467082","41.854598","440070120005039"
"-87.875336","41.854625","170318181002001"
"-87.759525","41.854649","170318136001002"
"-87.695319","41.854682","170318407003005"
"-87.647900","41.854700","170313103001021"
"-71.482727","41.854982","440070121023008"
"-87.894000","41.855000","170318184022009"
"-87.658200","41.855700","170313106003002"
"-87.871700","41.855700","170318181001003"
"-93.926097","41.855860","190490501003045"
"-72.491500","41.855900","090135303011007"
"-87.730100","41.855900","170312925003011"
"-84.335921","41.856190","260910618001007"
"-87.667600","41.856200","170313108002007"
"-87.628274","41.856362","170313302002026"
"-72.480400","41.856500","090135303013000"
"-87.994582","41.856622","170438443092021"
"-87.759765","41.856769","170318136001002"
"-88.191538","41.856773","170438416032004"
"-88.108461","41.857235","170438425002013"
"-71.477160","41.857273","440070121041005"
"-87.708542","41.857332","170318415002030"
"-79.135800","41.857600","421239710002014"
"-87.785605","41.857762","170318150003002"
"-79.135800","41.857800","421239710002014"
"-87.674900","41.858000","170313109001002"
"-87.801000","41.858200","170318147003017"
"-87.721933","41.858396","170312924001002"
"-87.715800","41.858500","170312922002002"
"-87.721779","41.858587","170312924001002"
"-87.652500","41.858600","170313104001002"
"-87.708818","41.858617","170318415002021"
"-87.662500","41.858900","170313106001012"
"-79.137055","41.859146","421239710002014"
"-71.960054","41.859264","090159025002022"
"-69.969012","41.859280","250010103063001"
"-87.667859","41.859441","170313108001001"
"-87.854395","41.859682","170318180001055"
"-72.915100","41.859800","090034641015001"
"-88.299400","41.859900","170898528032016"
"-103.651274","41.859935","311579537003013"
"-87.749931","41.860145","170318133012006"
"-87.784418","41.860148","170318146003000"
"-71.330813","41.860197","250056321003012"
"-71.873400","41.860200","090159041011020"
"-76.238284","41.860224","420159501002048"
"-72.862300","41.860300","090034661013010"
"-87.692600","41.860400","170318433001029"
"-87.731800","41.860400","170312909003017"
"-90.929526","41.860561","190314501003008"
"-71.459465","41.860580","440070119012007"
"-76.625434","41.860594","420159508003012"
"-87.793200","41.860700","170318147002002"
"-72.333800","41.861000","090135331021007"
"-72.431200","41.861400","090135301001005"
"-88.051830","41.861607","170438421002023"
"-71.483101","41.861687","440070121043024"
"-90.220272","41.861827","190450006003006"
"-87.718370","41.861834","170318387004002"
"-87.703500","41.861900","170318431001020"
"-106.555805","41.862054","560079681001663"
"-87.771957","41.862100","170318134006005"
"-87.892790","41.862201","170318184013004"
"-71.452279","41.862396","440070119012000"
"-87.806844","41.862595","170318161003004"
"-88.092558","41.863018","170438424001019"
"-87.659600","41.863200","170318429001059"
"-87.713400","41.863300","170312912002005"
"-88.376576","41.863320","170898545051002"
"-84.472100","41.863500","260590510003008"
"-88.376359","41.863513","170898545051002"
"-71.493246","41.863562","440070123001021"
"-103.678297","41.863762","311579536002016"
"-88.124446","41.863793","170438426032024"
"-76.235700","41.863800","420159501002040"
"-84.350900","41.864200","260910618001013"
"-87.701398","41.864384","170318431001005"
"-87.748856","41.864387","170318133022006"
"-87.668500","41.864500","170318429001009"
"-72.551800","41.864600","090034871004012"
"-87.774900","41.864600","170318135001001"
"-87.982204","41.864756","170438443073004"
"-88.136500","41.864919","170438426044000"
"-90.150993","41.864993","171950005002000"
"-90.153955","41.865063","171950005002023"
"-87.724800","41.865100","170318387003008"
"-87.832500","41.865100","170318161006014"
"-71.388072","41.865226","440070165003000"
"-87.675623","41.865260","170318429001013"
"-87.653500","41.865300","170312838001000"
"-71.715072","41.865477","440070131011041"
"-71.441931","41.865481","440070119011000"
"-103.640991","41.865559","311579537001006"
"-89.229690","41.865861","171030001002012"
"-71.383310","41.866019","440070166001023"
"-88.019200","41.866100","170438442012000"
"-87.628900","41.866700","170313302002005"
"-87.726300","41.866800","170318430002030"
"-88.073440","41.867054","170438423002009"
"-87.710895","41.867171","170318430001022"
"-87.675500","41.867200","170318382002024"
"-84.020400","41.867300","260910617011010"
"-103.655574","41.867389","311579534001040"
"-85.200700","41.867600","260239512003044"
"-87.899800","41.867600","170318184012009"
"-87.681400","41.867700","170318382002021"
"-88.110894","41.867763","170438425001033"
