"Code","GeoFips","GeoName","CL_UNIT","UNIT_MULT","DataValue_2024","year","line","table","DataValue_2023","DataValue_2022","DataValue_2021","DataValue_2020","DataValue_2019"
"SAPCE1-9","46000","South Dakota","Millions of current dollars","6",NA,2023,9,"SAPCE1",3312,NA,NA,NA,NA
"SAPCE1-9","47000","Tennessee","Millions of current dollars","6",NA,2023,9,"SAPCE1",25364.7,NA,NA,NA,NA
"SAPCE1-9","48000","Texas","Millions of current dollars","6",NA,2023,9,"SAPCE1",125282.6,NA,NA,NA,NA
"SAPCE1-9","49000","Utah","Millions of current dollars","6",NA,2023,9,"SAPCE1",13197.3,NA,NA,NA,NA
"SAPCE1-9","50000","Vermont","Millions of current dollars","6",NA,2023,9,"SAPCE1",3296.4,NA,NA,NA,NA
"SAPCE1-9","51000","Virginia","Millions of current dollars","6",NA,2023,9,"SAPCE1",38102.1,NA,NA,NA,NA
"SAPCE1-9","53000","Washington","Millions of current dollars","6",NA,2023,9,"SAPCE1",35371.4,NA,NA,NA,NA
"SAPCE1-9","54000","West Virginia","Millions of current dollars","6",NA,2023,9,"SAPCE1",7556.2,NA,NA,NA,NA
"SAPCE1-9","55000","Wisconsin","Millions of current dollars","6",NA,2023,9,"SAPCE1",23670.1,NA,NA,NA,NA
"SAPCE1-9","56000","Wyoming","Millions of current dollars","6",NA,2023,9,"SAPCE1",2847.9,NA,NA,NA,NA
"SAPCE1-9","91000","New England","Millions of current dollars","6",NA,2023,9,"SAPCE1",73170.1,NA,NA,NA,NA
"SAPCE1-9","92000","Mideast","Millions of current dollars","6",NA,2023,9,"SAPCE1",211860.3,NA,NA,NA,NA
"SAPCE1-9","93000","Great Lakes","Millions of current dollars","6",NA,2023,9,"SAPCE1",193313.2,NA,NA,NA,NA
"SAPCE1-9","94000","Plains","Millions of current dollars","6",NA,2023,9,"SAPCE1",85989.5,NA,NA,NA,NA
"SAPCE1-9","95000","Southeast","Millions of current dollars","6",NA,2023,9,"SAPCE1",375233.7,NA,NA,NA,NA
"SAPCE1-9","96000","Southwest","Millions of current dollars","6",NA,2023,9,"SAPCE1",176062.6,NA,NA,NA,NA
"SAPCE1-9","97000","Rocky Mountain","Millions of current dollars","6",NA,2023,9,"SAPCE1",57916.2,NA,NA,NA,NA
"SAPCE1-9","98000","Far West","Millions of current dollars","6",NA,2023,9,"SAPCE1",264741.5,NA,NA,NA,NA
"SAPCE1-10","00000","United States *","Millions of current dollars","6",NA,2023,10,"SAPCE1",513336.4,NA,NA,NA,NA
"SAPCE1-10","01000","Alabama","Millions of current dollars","6",NA,2023,10,"SAPCE1",6686.9,NA,NA,NA,NA
"SAPCE1-10","02000","Alaska","Millions of current dollars","6",NA,2023,10,"SAPCE1",857.7,NA,NA,NA,NA
"SAPCE1-10","04000","Arizona","Millions of current dollars","6",NA,2023,10,"SAPCE1",10552.9,NA,NA,NA,NA
"SAPCE1-10","05000","Arkansas","Millions of current dollars","6",NA,2023,10,"SAPCE1",4225.9,NA,NA,NA,NA
"SAPCE1-10","06000","California","Millions of current dollars","6",NA,2023,10,"SAPCE1",78174.8,NA,NA,NA,NA
"SAPCE1-10","08000","Colorado","Millions of current dollars","6",NA,2023,10,"SAPCE1",10301.6,NA,NA,NA,NA
"SAPCE1-10","09000","Connecticut","Millions of current dollars","6",NA,2023,10,"SAPCE1",5732,NA,NA,NA,NA
"SAPCE1-10","10000","Delaware","Millions of current dollars","6",NA,2023,10,"SAPCE1",1526.6,NA,NA,NA,NA
"SAPCE1-10","11000","District of Columbia","Millions of current dollars","6",NA,2023,10,"SAPCE1",1872.6,NA,NA,NA,NA
"SAPCE1-10","12000","Florida","Millions of current dollars","6",NA,2023,10,"SAPCE1",29552.3,NA,NA,NA,NA
"SAPCE1-10","13000","Georgia","Millions of current dollars","6",NA,2023,10,"SAPCE1",16516.2,NA,NA,NA,NA
"SAPCE1-10","15000","Hawaii","Millions of current dollars","6",NA,2023,10,"SAPCE1",2180.3,NA,NA,NA,NA
"SAPCE1-10","16000","Idaho","Millions of current dollars","6",NA,2023,10,"SAPCE1",2303.2,NA,NA,NA,NA
"SAPCE1-10","17000","Illinois","Millions of current dollars","6",NA,2023,10,"SAPCE1",21396.5,NA,NA,NA,NA
"SAPCE1-10","18000","Indiana","Millions of current dollars","6",NA,2023,10,"SAPCE1",8925,NA,NA,NA,NA
"SAPCE1-10","19000","Iowa","Millions of current dollars","6",NA,2023,10,"SAPCE1",3705,NA,NA,NA,NA
"SAPCE1-10","20000","Kansas","Millions of current dollars","6",NA,2023,10,"SAPCE1",3488.3,NA,NA,NA,NA
"SAPCE1-10","21000","Kentucky","Millions of current dollars","6",NA,2023,10,"SAPCE1",5343.9,NA,NA,NA,NA
"SAPCE1-10","22000","Louisiana","Millions of current dollars","6",NA,2023,10,"SAPCE1",6385.3,NA,NA,NA,NA
"SAPCE1-10","23000","Maine","Millions of current dollars","6",NA,2023,10,"SAPCE1",1674,NA,NA,NA,NA
"SAPCE1-10","24000","Maryland","Millions of current dollars","6",NA,2023,10,"SAPCE1",9503.6,NA,NA,NA,NA
"SAPCE1-10","25000","Massachusetts","Millions of current dollars","6",NA,2023,10,"SAPCE1",11336.6,NA,NA,NA,NA
"SAPCE1-10","26000","Michigan","Millions of current dollars","6",NA,2023,10,"SAPCE1",13649,NA,NA,NA,NA
"SAPCE1-10","27000","Minnesota","Millions of current dollars","6",NA,2023,10,"SAPCE1",8466.7,NA,NA,NA,NA
"SAPCE1-10","28000","Mississippi","Millions of current dollars","6",NA,2023,10,"SAPCE1",3872.6,NA,NA,NA,NA
"SAPCE1-10","29000","Missouri","Millions of current dollars","6",NA,2023,10,"SAPCE1",8066.6,NA,NA,NA,NA
"SAPCE1-10","30000","Montana","Millions of current dollars","6",NA,2023,10,"SAPCE1",1352.5,NA,NA,NA,NA
"SAPCE1-10","31000","Nebraska","Millions of current dollars","6",NA,2023,10,"SAPCE1",2435.1,NA,NA,NA,NA
"SAPCE1-10","32000","Nevada","Millions of current dollars","6",NA,2023,10,"SAPCE1",4655.1,NA,NA,NA,NA
"SAPCE1-10","33000","New Hampshire","Millions of current dollars","6",NA,2023,10,"SAPCE1",2446.1,NA,NA,NA,NA
"SAPCE1-10","34000","New Jersey","Millions of current dollars","6",NA,2023,10,"SAPCE1",17514.8,NA,NA,NA,NA
"SAPCE1-10","35000","New Mexico","Millions of current dollars","6",NA,2023,10,"SAPCE1",2340.7,NA,NA,NA,NA
"SAPCE1-10","36000","New York","Millions of current dollars","6",NA,2023,10,"SAPCE1",34739.5,NA,NA,NA,NA
"SAPCE1-10","37000","North Carolina","Millions of current dollars","6",NA,2023,10,"SAPCE1",15693.5,NA,NA,NA,NA
"SAPCE1-10","38000","North Dakota","Millions of current dollars","6",NA,2023,10,"SAPCE1",1182.4,NA,NA,NA,NA
"SAPCE1-10","39000","Ohio","Millions of current dollars","6",NA,2023,10,"SAPCE1",15259.8,NA,NA,NA,NA
"SAPCE1-10","40000","Oklahoma","Millions of current dollars","6",NA,2023,10,"SAPCE1",5774.3,NA,NA,NA,NA
"SAPCE1-10","41000","Oregon","Millions of current dollars","6",NA,2023,10,"SAPCE1",7083.4,NA,NA,NA,NA
"SAPCE1-10","42000","Pennsylvania","Millions of current dollars","6",NA,2023,10,"SAPCE1",18445.8,NA,NA,NA,NA
"SAPCE1-10","44000","Rhode Island","Millions of current dollars","6",NA,2023,10,"SAPCE1",1348.6,NA,NA,NA,NA
"SAPCE1-10","45000","South Carolina","Millions of current dollars","6",NA,2023,10,"SAPCE1",7844.6,NA,NA,NA,NA
"SAPCE1-10","46000","South Dakota","Millions of current dollars","6",NA,2023,10,"SAPCE1",1252.1,NA,NA,NA,NA
"SAPCE1-10","47000","Tennessee","Millions of current dollars","6",NA,2023,10,"SAPCE1",10416.8,NA,NA,NA,NA
"SAPCE1-10","48000","Texas","Millions of current dollars","6",NA,2023,10,"SAPCE1",46754.3,NA,NA,NA,NA
"SAPCE1-10","49000","Utah","Millions of current dollars","6",NA,2023,10,"SAPCE1",4614.9,NA,NA,NA,NA
"SAPCE1-10","50000","Vermont","Millions of current dollars","6",NA,2023,10,"SAPCE1",699,NA,NA,NA,NA
"SAPCE1-10","51000","Virginia","Millions of current dollars","6",NA,2023,10,"SAPCE1",13065.6,NA,NA,NA,NA
"SAPCE1-10","53000","Washington","Millions of current dollars","6",NA,2023,10,"SAPCE1",11439.8,NA,NA,NA,NA
"SAPCE1-10","54000","West Virginia","Millions of current dollars","6",NA,2023,10,"SAPCE1",1905.3,NA,NA,NA,NA
"SAPCE1-10","55000","Wisconsin","Millions of current dollars","6",NA,2023,10,"SAPCE1",7660.3,NA,NA,NA,NA
"SAPCE1-10","56000","Wyoming","Millions of current dollars","6",NA,2023,10,"SAPCE1",1115.9,NA,NA,NA,NA
"SAPCE1-10","91000","New England","Millions of current dollars","6",NA,2023,10,"SAPCE1",23236.3,NA,NA,NA,NA
"SAPCE1-10","92000","Mideast","Millions of current dollars","6",NA,2023,10,"SAPCE1",83603,NA,NA,NA,NA
"SAPCE1-10","93000","Great Lakes","Millions of current dollars","6",NA,2023,10,"SAPCE1",66890.7,NA,NA,NA,NA
"SAPCE1-10","94000","Plains","Millions of current dollars","6",NA,2023,10,"SAPCE1",28596.4,NA,NA,NA,NA
"SAPCE1-10","95000","Southeast","Millions of current dollars","6",NA,2023,10,"SAPCE1",121508.7,NA,NA,NA,NA
"SAPCE1-10","96000","Southwest","Millions of current dollars","6",NA,2023,10,"SAPCE1",65422.1,NA,NA,NA,NA
"SAPCE1-10","97000","Rocky Mountain","Millions of current dollars","6",NA,2023,10,"SAPCE1",19688.2,NA,NA,NA,NA
"SAPCE1-10","98000","Far West","Millions of current dollars","6",NA,2023,10,"SAPCE1",104391.1,NA,NA,NA,NA
"SAPCE1-11","00000","United States *","Millions of current dollars","6",NA,2023,11,"SAPCE1",464897.1,NA,NA,NA,NA
"SAPCE1-11","01000","Alabama","Millions of current dollars","6",NA,2023,11,"SAPCE1",7661.7,NA,NA,NA,NA
"SAPCE1-11","02000","Alaska","Millions of current dollars","6",NA,2023,11,"SAPCE1",758,NA,NA,NA,NA
"SAPCE1-11","04000","Arizona","Millions of current dollars","6",NA,2023,11,"SAPCE1",9955,NA,NA,NA,NA
"SAPCE1-11","05000","Arkansas","Millions of current dollars","6",NA,2023,11,"SAPCE1",5475,NA,NA,NA,NA
"SAPCE1-11","06000","California","Millions of current dollars","6",NA,2023,11,"SAPCE1",51160.4,NA,NA,NA,NA
"SAPCE1-11","08000","Colorado","Millions of current dollars","6",NA,2023,11,"SAPCE1",8113.5,NA,NA,NA,NA
"SAPCE1-11","09000","Connecticut","Millions of current dollars","6",NA,2023,11,"SAPCE1",4058.5,NA,NA,NA,NA
"SAPCE1-11","10000","Delaware","Millions of current dollars","6",NA,2023,11,"SAPCE1",1741.1,NA,NA,NA,NA
"SAPCE1-11","11000","District of Columbia","Millions of current dollars","6",NA,2023,11,"SAPCE1",1039.2,NA,NA,NA,NA
"SAPCE1-11","12000","Florida","Millions of current dollars","6",NA,2023,11,"SAPCE1",26280.8,NA,NA,NA,NA
"SAPCE1-11","13000","Georgia","Millions of current dollars","6",NA,2023,11,"SAPCE1",16532.7,NA,NA,NA,NA
"SAPCE1-11","15000","Hawaii","Millions of current dollars","6",NA,2023,11,"SAPCE1",1069.3,NA,NA,NA,NA
"SAPCE1-11","16000","Idaho","Millions of current dollars","6",NA,2023,11,"SAPCE1",3386.2,NA,NA,NA,NA
"SAPCE1-11","17000","Illinois","Millions of current dollars","6",NA,2023,11,"SAPCE1",16018.9,NA,NA,NA,NA
"SAPCE1-11","18000","Indiana","Millions of current dollars","6",NA,2023,11,"SAPCE1",11205.9,NA,NA,NA,NA
"SAPCE1-11","19000","Iowa","Millions of current dollars","6",NA,2023,11,"SAPCE1",6379.5,NA,NA,NA,NA
"SAPCE1-11","20000","Kansas","Millions of current dollars","6",NA,2023,11,"SAPCE1",3992.2,NA,NA,NA,NA
"SAPCE1-11","21000","Kentucky","Millions of current dollars","6",NA,2023,11,"SAPCE1",7359.4,NA,NA,NA,NA
"SAPCE1-11","22000","Louisiana","Millions of current dollars","6",NA,2023,11,"SAPCE1",6891.5,NA,NA,NA,NA
"SAPCE1-11","23000","Maine","Millions of current dollars","6",NA,2023,11,"SAPCE1",2767.3,NA,NA,NA,NA
"SAPCE1-11","24000","Maryland","Millions of current dollars","6",NA,2023,11,"SAPCE1",7796.3,NA,NA,NA,NA
"SAPCE1-11","25000","Massachusetts","Millions of current dollars","6",NA,2023,11,"SAPCE1",7090,NA,NA,NA,NA
"SAPCE1-11","26000","Michigan","Millions of current dollars","6",NA,2023,11,"SAPCE1",14466.1,NA,NA,NA,NA
"SAPCE1-11","27000","Minnesota","Millions of current dollars","6",NA,2023,11,"SAPCE1",8995.1,NA,NA,NA,NA
"SAPCE1-11","28000","Mississippi","Millions of current dollars","6",NA,2023,11,"SAPCE1",4564.4,NA,NA,NA,NA
"SAPCE1-11","29000","Missouri","Millions of current dollars","6",NA,2023,11,"SAPCE1",12452.3,NA,NA,NA,NA
"SAPCE1-11","30000","Montana","Millions of current dollars","6",NA,2023,11,"SAPCE1",1939.1,NA,NA,NA,NA
"SAPCE1-11","31000","Nebraska","Millions of current dollars","6",NA,2023,11,"SAPCE1",3924.8,NA,NA,NA,NA
"SAPCE1-11","32000","Nevada","Millions of current dollars","6",NA,2023,11,"SAPCE1",4052.2,NA,NA,NA,NA
"SAPCE1-11","33000","New Hampshire","Millions of current dollars","6",NA,2023,11,"SAPCE1",2389.4,NA,NA,NA,NA
"SAPCE1-11","34000","New Jersey","Millions of current dollars","6",NA,2023,11,"SAPCE1",11445.9,NA,NA,NA,NA
"SAPCE1-11","35000","New Mexico","Millions of current dollars","6",NA,2023,11,"SAPCE1",3222.6,NA,NA,NA,NA
"SAPCE1-11","36000","New York","Millions of current dollars","6",NA,2023,11,"SAPCE1",17075.9,NA,NA,NA,NA
"SAPCE1-11","37000","North Carolina","Millions of current dollars","6",NA,2023,11,"SAPCE1",15081,NA,NA,NA,NA
"SAPCE1-11","38000","North Dakota","Millions of current dollars","6",NA,2023,11,"SAPCE1",882.4,NA,NA,NA,NA
"SAPCE1-11","39000","Ohio","Millions of current dollars","6",NA,2023,11,"SAPCE1",16496.6,NA,NA,NA,NA
"SAPCE1-11","40000","Oklahoma","Millions of current dollars","6",NA,2023,11,"SAPCE1",6994.7,NA,NA,NA,NA
"SAPCE1-11","41000","Oregon","Millions of current dollars","6",NA,2023,11,"SAPCE1",5524.1,NA,NA,NA,NA
"SAPCE1-11","42000","Pennsylvania","Millions of current dollars","6",NA,2023,11,"SAPCE1",18971.9,NA,NA,NA,NA
"SAPCE1-11","44000","Rhode Island","Millions of current dollars","6",NA,2023,11,"SAPCE1",1047,NA,NA,NA,NA
"SAPCE1-11","45000","South Carolina","Millions of current dollars","6",NA,2023,11,"SAPCE1",9663.8,NA,NA,NA,NA
"SAPCE1-11","46000","South Dakota","Millions of current dollars","6",NA,2023,11,"SAPCE1",1133.9,NA,NA,NA,NA
"SAPCE1-11","47000","Tennessee","Millions of current dollars","6",NA,2023,11,"SAPCE1",10104.9,NA,NA,NA,NA
"SAPCE1-11","48000","Texas","Millions of current dollars","6",NA,2023,11,"SAPCE1",45483.6,NA,NA,NA,NA
"SAPCE1-11","49000","Utah","Millions of current dollars","6",NA,2023,11,"SAPCE1",4943.4,NA,NA,NA,NA
"SAPCE1-11","50000","Vermont","Millions of current dollars","6",NA,2023,11,"SAPCE1",1065.6,NA,NA,NA,NA
"SAPCE1-11","51000","Virginia","Millions of current dollars","6",NA,2023,11,"SAPCE1",12182.7,NA,NA,NA,NA
"SAPCE1-11","53000","Washington","Millions of current dollars","6",NA,2023,11,"SAPCE1",8902,NA,NA,NA,NA
"SAPCE1-11","54000","West Virginia","Millions of current dollars","6",NA,2023,11,"SAPCE1",2669.5,NA,NA,NA,NA
"SAPCE1-11","55000","Wisconsin","Millions of current dollars","6",NA,2023,11,"SAPCE1",11445.4,NA,NA,NA,NA
"SAPCE1-11","56000","Wyoming","Millions of current dollars","6",NA,2023,11,"SAPCE1",1044.5,NA,NA,NA,NA
"SAPCE1-11","91000","New England","Millions of current dollars","6",NA,2023,11,"SAPCE1",18417.8,NA,NA,NA,NA
"SAPCE1-11","92000","Mideast","Millions of current dollars","6",NA,2023,11,"SAPCE1",58070.3,NA,NA,NA,NA
"SAPCE1-11","93000","Great Lakes","Millions of current dollars","6",NA,2023,11,"SAPCE1",69632.9,NA,NA,NA,NA
"SAPCE1-11","94000","Plains","Millions of current dollars","6",NA,2023,11,"SAPCE1",37760.2,NA,NA,NA,NA
"SAPCE1-11","95000","Southeast","Millions of current dollars","6",NA,2023,11,"SAPCE1",124467.4,NA,NA,NA,NA
"SAPCE1-11","96000","Southwest","Millions of current dollars","6",NA,2023,11,"SAPCE1",65655.9,NA,NA,NA,NA
"SAPCE1-11","97000","Rocky Mountain","Millions of current dollars","6",NA,2023,11,"SAPCE1",19426.6,NA,NA,NA,NA
"SAPCE1-11","98000","Far West","Millions of current dollars","6",NA,2023,11,"SAPCE1",71466,NA,NA,NA,NA
"SAPCE1-12","00000","United States *","Millions of current dollars","6",NA,2023,12,"SAPCE1",1558102.5,NA,NA,NA,NA
"SAPCE1-12","01000","Alabama","Millions of current dollars","6",NA,2023,12,"SAPCE1",23311.7,NA,NA,NA,NA
"SAPCE1-12","02000","Alaska","Millions of current dollars","6",NA,2023,12,"SAPCE1",2614.4,NA,NA,NA,NA
"SAPCE1-12","04000","Arizona","Millions of current dollars","6",NA,2023,12,"SAPCE1",35142.3,NA,NA,NA,NA
"SAPCE1-12","05000","Arkansas","Millions of current dollars","6",NA,2023,12,"SAPCE1",11931.1,NA,NA,NA,NA
"SAPCE1-12","06000","California","Millions of current dollars","6",NA,2023,12,"SAPCE1",168872.2,NA,NA,NA,NA
"SAPCE1-12","08000","Colorado","Millions of current dollars","6",NA,2023,12,"SAPCE1",28819.6,NA,NA,NA,NA
"SAPCE1-12","09000","Connecticut","Millions of current dollars","6",NA,2023,12,"SAPCE1",19495.7,NA,NA,NA,NA
"SAPCE1-12","10000","Delaware","Millions of current dollars","6",NA,2023,12,"SAPCE1",4455.7,NA,NA,NA,NA
"SAPCE1-12","11000","District of Columbia","Millions of current dollars","6",NA,2023,12,"SAPCE1",3542.2,NA,NA,NA,NA
"SAPCE1-12","12000","Florida","Millions of current dollars","6",NA,2023,12,"SAPCE1",105822.5,NA,NA,NA,NA
"SAPCE1-12","13000","Georgia","Millions of current dollars","6",NA,2023,12,"SAPCE1",51230,NA,NA,NA,NA
"SAPCE1-12","15000","Hawaii","Millions of current dollars","6",NA,2023,12,"SAPCE1",6074.1,NA,NA,NA,NA
"SAPCE1-12","16000","Idaho","Millions of current dollars","6",NA,2023,12,"SAPCE1",6487.1,NA,NA,NA,NA
"SAPCE1-12","17000","Illinois","Millions of current dollars","6",NA,2023,12,"SAPCE1",61615.7,NA,NA,NA,NA
"SAPCE1-12","18000","Indiana","Millions of current dollars","6",NA,2023,12,"SAPCE1",31194.3,NA,NA,NA,NA
"SAPCE1-12","19000","Iowa","Millions of current dollars","6",NA,2023,12,"SAPCE1",12935.9,NA,NA,NA,NA
"SAPCE1-12","20000","Kansas","Millions of current dollars","6",NA,2023,12,"SAPCE1",11951.3,NA,NA,NA,NA
"SAPCE1-12","21000","Kentucky","Millions of current dollars","6",NA,2023,12,"SAPCE1",20854.5,NA,NA,NA,NA
"SAPCE1-12","22000","Louisiana","Millions of current dollars","6",NA,2023,12,"SAPCE1",19963.7,NA,NA,NA,NA
"SAPCE1-12","23000","Maine","Millions of current dollars","6",NA,2023,12,"SAPCE1",7282.1,NA,NA,NA,NA
"SAPCE1-12","24000","Maryland","Millions of current dollars","6",NA,2023,12,"SAPCE1",30253.6,NA,NA,NA,NA
"SAPCE1-12","25000","Massachusetts","Millions of current dollars","6",NA,2023,12,"SAPCE1",37378.6,NA,NA,NA,NA
"SAPCE1-12","26000","Michigan","Millions of current dollars","6",NA,2023,12,"SAPCE1",42638.9,NA,NA,NA,NA
"SAPCE1-12","27000","Minnesota","Millions of current dollars","6",NA,2023,12,"SAPCE1",21568.9,NA,NA,NA,NA
"SAPCE1-12","28000","Mississippi","Millions of current dollars","6",NA,2023,12,"SAPCE1",11665.6,NA,NA,NA,NA
"SAPCE1-12","29000","Missouri","Millions of current dollars","6",NA,2023,12,"SAPCE1",29060.3,NA,NA,NA,NA
"SAPCE1-12","30000","Montana","Millions of current dollars","6",NA,2023,12,"SAPCE1",4409.2,NA,NA,NA,NA
"SAPCE1-12","31000","Nebraska","Millions of current dollars","6",NA,2023,12,"SAPCE1",7919.3,NA,NA,NA,NA
"SAPCE1-12","32000","Nevada","Millions of current dollars","6",NA,2023,12,"SAPCE1",14967.2,NA,NA,NA,NA
"SAPCE1-12","33000","New Hampshire","Millions of current dollars","6",NA,2023,12,"SAPCE1",6892.8,NA,NA,NA,NA
"SAPCE1-12","34000","New Jersey","Millions of current dollars","6",NA,2023,12,"SAPCE1",53714,NA,NA,NA,NA
"SAPCE1-12","35000","New Mexico","Millions of current dollars","6",NA,2023,12,"SAPCE1",7790.7,NA,NA,NA,NA
"SAPCE1-12","36000","New York","Millions of current dollars","6",NA,2023,12,"SAPCE1",110517.4,NA,NA,NA,NA
"SAPCE1-12","37000","North Carolina","Millions of current dollars","6",NA,2023,12,"SAPCE1",50757.2,NA,NA,NA,NA
"SAPCE1-12","38000","North Dakota","Millions of current dollars","6",NA,2023,12,"SAPCE1",3451.4,NA,NA,NA,NA
"SAPCE1-12","39000","Ohio","Millions of current dollars","6",NA,2023,12,"SAPCE1",52583.3,NA,NA,NA,NA
"SAPCE1-12","40000","Oklahoma","Millions of current dollars","6",NA,2023,12,"SAPCE1",15394.1,NA,NA,NA,NA
"SAPCE1-12","41000","Oregon","Millions of current dollars","6",NA,2023,12,"SAPCE1",16610.3,NA,NA,NA,NA
"SAPCE1-12","42000","Pennsylvania","Millions of current dollars","6",NA,2023,12,"SAPCE1",65766.9,NA,NA,NA,NA
"SAPCE1-12","44000","Rhode Island","Millions of current dollars","6",NA,2023,12,"SAPCE1",4914.6,NA,NA,NA,NA
"SAPCE1-12","45000","South Carolina","Millions of current dollars","6",NA,2023,12,"SAPCE1",23887.6,NA,NA,NA,NA
"SAPCE1-12","46000","South Dakota","Millions of current dollars","6",NA,2023,12,"SAPCE1",3453,NA,NA,NA,NA
"SAPCE1-12","47000","Tennessee","Millions of current dollars","6",NA,2023,12,"SAPCE1",34616.9,NA,NA,NA,NA
"SAPCE1-12","48000","Texas","Millions of current dollars","6",NA,2023,12,"SAPCE1",137221,NA,NA,NA,NA
"SAPCE1-12","49000","Utah","Millions of current dollars","6",NA,2023,12,"SAPCE1",13649.6,NA,NA,NA,NA
"SAPCE1-12","50000","Vermont","Millions of current dollars","6",NA,2023,12,"SAPCE1",2921.1,NA,NA,NA,NA
"SAPCE1-12","51000","Virginia","Millions of current dollars","6",NA,2023,12,"SAPCE1",41540.9,NA,NA,NA,NA
"SAPCE1-12","53000","Washington","Millions of current dollars","6",NA,2023,12,"SAPCE1",31311.6,NA,NA,NA,NA
"SAPCE1-12","54000","West Virginia","Millions of current dollars","6",NA,2023,12,"SAPCE1",7355.3,NA,NA,NA,NA
"SAPCE1-12","55000","Wisconsin","Millions of current dollars","6",NA,2023,12,"SAPCE1",25563.3,NA,NA,NA,NA
"SAPCE1-12","56000","Wyoming","Millions of current dollars","6",NA,2023,12,"SAPCE1",2196.7,NA,NA,NA,NA
"SAPCE1-12","91000","New England","Millions of current dollars","6",NA,2023,12,"SAPCE1",78884.9,NA,NA,NA,NA
"SAPCE1-12","92000","Mideast","Millions of current dollars","6",NA,2023,12,"SAPCE1",268249.9,NA,NA,NA,NA
"SAPCE1-12","93000","Great Lakes","Millions of current dollars","6",NA,2023,12,"SAPCE1",213595.5,NA,NA,NA,NA
"SAPCE1-12","94000","Plains","Millions of current dollars","6",NA,2023,12,"SAPCE1",90340,NA,NA,NA,NA
"SAPCE1-12","95000","Southeast","Millions of current dollars","6",NA,2023,12,"SAPCE1",402936.9,NA,NA,NA,NA
"SAPCE1-12","96000","Southwest","Millions of current dollars","6",NA,2023,12,"SAPCE1",195548.1,NA,NA,NA,NA
"SAPCE1-12","97000","Rocky Mountain","Millions of current dollars","6",NA,2023,12,"SAPCE1",55562.2,NA,NA,NA,NA
"SAPCE1-12","98000","Far West","Millions of current dollars","6",NA,2023,12,"SAPCE1",240449.9,NA,NA,NA,NA
"SAPCE1-13","00000","United States *","Millions of current dollars","6",NA,2023,13,"SAPCE1",12717483.6,NA,NA,NA,NA
"SAPCE1-13","01000","Alabama","Millions of current dollars","6",NA,2023,13,"SAPCE1",145030.9,NA,NA,NA,NA
"SAPCE1-13","02000","Alaska","Millions of current dollars","6",NA,2023,13,"SAPCE1",33086.7,NA,NA,NA,NA
"SAPCE1-13","04000","Arizona","Millions of current dollars","6",NA,2023,13,"SAPCE1",264387.5,NA,NA,NA,NA
"SAPCE1-13","05000","Arkansas","Millions of current dollars","6",NA,2023,13,"SAPCE1",87888.6,NA,NA,NA,NA
"SAPCE1-13","06000","California","Millions of current dollars","6",NA,2023,13,"SAPCE1",1795020.6,NA,NA,NA,NA
"SAPCE1-13","08000","Colorado","Millions of current dollars","6",NA,2023,13,"SAPCE1",252392.8,NA,NA,NA,NA
"SAPCE1-13","09000","Connecticut","Millions of current dollars","6",NA,2023,13,"SAPCE1",164198.6,NA,NA,NA,NA
"SAPCE1-13","10000","Delaware","Millions of current dollars","6",NA,2023,13,"SAPCE1",40912.7,NA,NA,NA,NA
"SAPCE1-13","11000","District of Columbia","Millions of current dollars","6",NA,2023,13,"SAPCE1",44301.1,NA,NA,NA,NA
"SAPCE1-13","12000","Florida","Millions of current dollars","6",NA,2023,13,"SAPCE1",931689.9,NA,NA,NA,NA
"SAPCE1-13","13000","Georgia","Millions of current dollars","6",NA,2023,13,"SAPCE1",356143.8,NA,NA,NA,NA
"SAPCE1-13","15000","Hawaii","Millions of current dollars","6",NA,2023,13,"SAPCE1",58808,NA,NA,NA,NA
"SAPCE1-13","16000","Idaho","Millions of current dollars","6",NA,2023,13,"SAPCE1",57686,NA,NA,NA,NA
"SAPCE1-13","17000","Illinois","Millions of current dollars","6",NA,2023,13,"SAPCE1",499293.1,NA,NA,NA,NA
"SAPCE1-13","18000","Indiana","Millions of current dollars","6",NA,2023,13,"SAPCE1",221591.3,NA,NA,NA,NA
"SAPCE1-13","19000","Iowa","Millions of current dollars","6",NA,2023,13,"SAPCE1",97924.7,NA,NA,NA,NA
"SAPCE1-13","20000","Kansas","Millions of current dollars","6",NA,2023,13,"SAPCE1",96256.3,NA,NA,NA,NA
"SAPCE1-13","21000","Kentucky","Millions of current dollars","6",NA,2023,13,"SAPCE1",138771.3,NA,NA,NA,NA
"SAPCE1-13","22000","Louisiana","Millions of current dollars","6",NA,2023,13,"SAPCE1",144612.5,NA,NA,NA,NA
"SAPCE1-13","23000","Maine","Millions of current dollars","6",NA,2023,13,"SAPCE1",55697,NA,NA,NA,NA
"SAPCE1-13","24000","Maryland","Millions of current dollars","6",NA,2023,13,"SAPCE1",238284.6,NA,NA,NA,NA
"SAPCE1-13","25000","Massachusetts","Millions of current dollars","6",NA,2023,13,"SAPCE1",347213.9,NA,NA,NA,NA
"SAPCE1-13","26000","Michigan","Millions of current dollars","6",NA,2023,13,"SAPCE1",353853.9,NA,NA,NA,NA
"SAPCE1-13","27000","Minnesota","Millions of current dollars","6",NA,2023,13,"SAPCE1",219179.9,NA,NA,NA,NA
