"fips"|"inactive_win12"|"undergrad_school_prog"|"grad_school_prog"|"hbcu"|"hospital"|"medical_school_prog"|"tribal_school_prog"|"public_college_university"|"post_secondary_institution"|"degree_granting"|"grants_associates_certificate_only"|"not_degree_granting"|"size_lt1k"|"size_1k_10k"|"size_gt10k"|"ft_noninst_academic_staff"|"ft_community_admin_staff"|"total_instructional_staff"|"total_inst_staff_salary"|"no_reported_inst_staff"|"cost_grad_instate"|"cost_grad_outstate"|"cost_oncampus_living"|"cost_undergrad_instate"|"cost_undergrad_outstate"|"est_avg_inst_staff_salary"
"021850001001"|0|1|0|0|0|0|1|1|1|1|0|0|1|0|0|64|13|22|2066690|0|NA|NA|13000|4920|4920|93940.4545454545
"040019441004"|0|1|1|0|0|0|1|1|1|1|0|0|0|1|0|205|49|112|6400568|0|4500|4500|4940|1320|1320|57147.9285714286
"040030017023"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|239|92|214|13713096|0|NA|NA|7462|2184|6000|64079.8878504673
"040050003013"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|5|0|4|246792|0|NA|NA|5680|6720|6720|61698
"040050009021"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|118|44|86|5951582|0|NA|NA|NA|3254|9492|69204.4418604651
"040050010001"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|2033|451|2062|176928394|0|11103|20817|11728|10644|17352|85804.2647914646
"040099612012"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|171|67|166|12437452|0|NA|NA|7950|2232|9192|74924.4096385542
"040130610211"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|191|22|208|18172648|0|NA|NA|NA|2040|7824|87368.5
"040130610241"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130610281"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|99|47|24|1538884|0|11253|11253|15000|29600|29600|64120.1666666667
"040130715095"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130820242"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130820271"|0|2|0|0|0|0|0|2|2|2|2|0|1|1|0|64|1|148|10066250|0|NA|NA|NA|NA|NA|67549.0821678322
"040130830002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130923051"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|353|49|510|45732636|0|NA|NA|NA|2040|7824|89671.8352941176
"040130923091"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|19|5|20|1023652|0|NA|NA|NA|18309|18309|51182.6
"040130927203"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130930013"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|21|3|36|1381770|0|NA|NA|NA|NA|NA|38382.5
"040131032072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131040002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|19|8|44|2972190|0|NA|NA|NA|NA|NA|67549.7727272727
"040131042072"|0|2|0|0|0|0|0|2|2|1|0|1|2|0|0|26|9|30|2756154|0|NA|NA|NA|NA|NA|NA
"040131042172"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|115|61|72|4230868|0|NA|NA|12000|29850|29850|58762.0555555556
"040131044022"|0|2|1|0|0|0|0|2|2|1|0|1|1|1|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131050031"|0|0|1|0|1|0|0|1|1|1|0|0|1|0|0|4|0|4|180000|0|28500|28500|NA|NA|NA|45000
"040131055011"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|29|7|50|4090674|0|NA|NA|NA|NA|NA|81813.48
"040131055022"|0|3|1|0|0|0|0|3|3|3|1|0|2|1|0|57|4|72|5364626|0|NA|NA|NA|NA|NA|NA
"040131065012"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|14|1|0|0|0|5850|5850|NA|7800|7800|NA
"040131072011"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1194|240|1100|85036762|0|10655|10655|7800|16407|16407|77306.1472727273
"040131072021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131075002"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|21|6|2|114000|0|17676|17676|NA|NA|NA|57000
"040131104002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|269|40|312|27076208|0|NA|NA|NA|2040|7824|86782.717948718
"040131114011"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131118003"|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|45|18|0|0|0|NA|NA|NA|NA|NA|NA
"040131118004"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|1|0|2|159134|0|NA|NA|NA|7056|7056|79567
"040131125102"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131129002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131138004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|21|6|48|2688198|0|NA|NA|NA|NA|NA|56004.125
"040131138005"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|230|22|212|17876646|0|NA|NA|NA|2040|7824|84323.8018867925
"040131152001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|108|14|54|3839518|0|3900|3900|NA|5700|5700|71102.1851851852
"040131152003"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|2891|1054|160|11295132|0|16239|16239|NA|9552|9552|70594.575
"040131163003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|132|11|124|11072584|0|NA|NA|NA|2040|7824|89295.0322580645
"040131172003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168092"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168131"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|25|6|10|868264|0|9450|9450|NA|NA|NA|86826.4
"040132182004"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|569|146|2356|227039828|0|9972|9972|NA|10978|13248|96366.6502546689
"040133187002"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|23|2|0|0|0|NA|NA|NA|12240|12240|NA
"040133190011"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|8308|1933|6724|742376948|0|12014|24498|14718|10978|29952|110407.04164188
"040133192022"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|115|8|34|2694686|0|33421|33421|NA|NA|NA|79255.4705882353
"040133193002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040133195004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|70|6|2|160000|0|NA|NA|NA|NA|NA|80000
"040133197083"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|55|8|86|5942388|0|15164|15164|10750|17958|17958|69097.5348837209
"040133197101"|0|5|0|0|0|0|0|5|5|4|3|0|1|2|1|1153|135|176|13677844|0|NA|NA|NA|NA|NA|NA
"040133199102"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040133201001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|218|2|36|2203486|0|25100|25100|NA|12159|12159|61207.9444444444
"040134213031"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|11|2|14|744576|0|NA|NA|NA|18309|18309|53184
"040134213042"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134214001"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134221033"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|21|11|50|4253810|0|NA|NA|NA|NA|NA|85076.2
"040134221072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134222032"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|32|3|46|3658324|0|NA|NA|NA|NA|NA|79528.7826086956
"040134222102"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134222163"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134222251"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|405|63|562|50570300|0|NA|NA|NA|2040|7824|89982.7402135231
"040134226223"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|11|3|20|1261296|0|NA|NA|NA|NA|NA|63064.8
"040135230061"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040136160002"|0|0|1|0|1|1|0|1|1|1|0|0|0|1|0|606|150|436|63967906|0|50281|50281|NA|NA|NA|146715.380733945
"040136189001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040136196021"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|165|23|220|19988500|0|NA|NA|NA|2040|7824|90856.8181818182
"040138104002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040138117001"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|256|35|286|25048422|0|NA|NA|10440|2040|7824|87581.8951048951
"040138122002"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|10|4|14|447072|0|7920|7920|7400|13200|13200|31933.7142857143
"040138124005"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|657|24|178|13515698|0|11786|11786|NA|11762|11762|75930.8876404494
"040139413001"|0|2|0|0|0|0|0|2|2|1|1|1|1|1|0|206|35|248|22696988|0|NA|NA|NA|NA|NA|NA
"040159507083"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|207|97|146|9572816|0|NA|NA|NA|1944|6804|65567.2328767123
"040159515011"|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040159530011"|0|2|0|0|0|0|0|2|2|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040159536032"|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040179601003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|133|45|168|10920088|0|NA|NA|NA|1948|9371|65000.5238095238
"040179617011"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190001001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190002004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|22|1|20|1465022|0|NA|NA|NA|NA|NA|73251.1
"040190004021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190005024"|0|1|1|0|0|1|0|1|1|1|0|0|0|0|1|8314|1979|3938|423355454|0|12348|32290|13650|11210|35628|107505.19400711
"040190006004"|0|2|0|0|0|0|0|2|2|0|0|2|2|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190017002"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|6|1|0|0|0|19931|19931|NA|NA|NA|NA
"040190030022"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190030031"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|74|44|106|8594418|0|NA|NA|NA|NA|NA|81079.4150943396
"040190033041"|0|2|0|0|0|0|0|2|2|2|1|0|2|0|0|35|9|38|2931778|0|NA|NA|NA|NA|NA|72299.1547619048
"040190033043"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|967|89|478|34960646|0|NA|NA|NA|2136|7452|73139.4267782427
"040190040732"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190045052"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190046162"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040199408003"|0|1|0|0|0|0|1|1|1|1|1|0|1|0|0|86|26|36|2058620|0|NA|NA|4400|822|822|57183.8888888889
"040210012001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|272|60|168|10578286|0|NA|NA|7300|1500|3000|62965.9880952381
"040210014072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040250003012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|355|50|304|25470704|0|19488|19488|13160|38976|38976|83785.2105263158
"040250009011"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|343|102|202|14806746|0|NA|NA|10520|2680|9340|73300.7227722772
"040250010022"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|78|31|118|5931500|0|16824|16824|9520|33960|33960|50266.9491525424
"040270109114"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|299|132|250|17377202|0|NA|NA|7968|2760|9570|69508.808
"040270115032"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"050059501001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|62|12|76|3752716|0|NA|NA|NA|2472|4080|49377.8421052632
"050070203011"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"050070204012"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|0|0|0|0|0|NA|NA|NA|14580|14580|NA
"050070205041"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|250|48|304|19340262|0|NA|NA|NA|3480|3936|63619.2828947368
"050070212011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|220|73|150|10481100|0|13920|13920|9920|28424|28424|69874
"050070213171"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|24|11|14|164668|0|12000|12000|6000|15750|15750|11762
"050097906001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|128|31|142|7099810|0|NA|NA|6000|2664|4392|49998.661971831
"050134802003"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|89|33|118|5659040|0|NA|NA|5698|3300|4680|47957.9661016949
"050199536012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|161|93|190|12355332|0|5670|7848|9558|5880|8088|65028.0631578947
"050199536022"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|185|74|218|13336062|0|13500|13500|8800|30500|30500|61174.5963302752
"050279504012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|233|85|320|22040388|0|5472|8604|7809|7020|12450|68876.2125
"050299503001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|97|24|122|6044272|0|NA|NA|NA|2568|3120|49543.2131147541
"050310004031"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"050310006024"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1007|200|996|70849364|0|6282|11520|10100|6888|12744|71133.8995983936
