"ST_CASE","geometry"
200296,c(37.04800278, -100.90424444)
200297,c(38.11464444, -97.95928056)
200298,c(37.62572778, -97.46130278)
200299,c(39.01532778, -96.84592222)
200300,c(37.58104167, -95.47482778)
200301,c(38.30865833, -100.90518889)
200302,c(38.94683889, -95.28073056)
200303,c(37.03302778, -95.62243333)
200304,c(38.95001111, -95.21173333)
200305,c(38.48165556, -101.33098611)
200306,c(39.16948056, -94.90039722)
200307,c(37.68375, -97.40462778)
200308,c(38.02845833, -97.44921389)
200309,c(39.53660278, -96.53045278)
200310,c(39.06449444, -96.439575)
200311,c(39.39424722, -100.84181667)
200312,c(38.97154722, -95.57951944)
200313,c(37.170025, -101.37532222)
200314,c(38.94532222, -94.77064444)
200315,c(37.66820556, -97.29882778)
200316,c(37.93538889, -97.32835556)
200317,c(39.53886111, -95.131925)
200318,c(37.42136389, -97.29432778)
200319,c(38.78240556, -95.45724722)
200320,c(37.60114167, -95.29586944)
200321,c(39.79887222, -98.20307778)
200322,c(37.25343333, -98.27933333)
200324,c(37.47573889, -97.47831389)
200325,c(39.21573611, -95.068375)
200326,c(39.32588611, -95.11482778)
200327,c(37.41081944, -94.63118056)
200328,c(39.14963056, -95.57094167)
200329,c(37.68863333, -96.23326667)
200330,c(38.76785, -95.09339722)
200331,c(37.61787222, -95.89565278)
200332,c(37.708025, -97.34013889)
200333,c(39.01472778, -94.62458333)
200334,c(37.20909167, -95.58507778)
200335,c(37.36146944, -97.09078889)
200336,c(38.94126944, -94.85261389)
200337,c(38.98855833, -94.66770278)
200338,c(39.864125, -97.46278611)
200339,c(37.11267778, -101.62777778)
200340,c(39.08761111, -95.68501667)
200341,c(39.49142778, -97.53591111)
200342,c(37.69477778, -97.498725)
200343,c(38.05971111, -94.69555278)
200344,c(37.31533333, -101.33906944)
200345,c(37.50003056, -100.99868333)
200346,c(39.31165556, -98.69493611)
200347,c(38.47582222, -94.88133333)
200348,c(38.366275, -98.80924444)
200349,c(37.70115556, -97.44436389)
200350,c(37.71235833, -97.47783611)
200351,c(39.09458889, -95.85699167)
200352,c(39.05085556, -94.64774167)
200353,c(37.34026944, -95.09156111)
200354,c(37.62241944, -97.3706)
200355,c(37.88437222, -100.67864444)
200356,c(39.98858611, -99.435)
200357,c(37.69452778, -97.35514722)
200358,c(37.6766, -97.20788333)
200359,c(37.72186667, -97.390175)
200360,c(37.84987778, -97.32621667)
200361,c(37.60923611, -99.19053056)
200362,c(39.10949722, -94.64818889)
200363,c(37.9992, -97.32790833)
200364,c(39.05811944, -94.94595556)
200365,c(39.09284444, -95.72453611)
200366,c(38.85101111, -97.61960278)
200367,c(37.57508333, -101.34515)
200368,c(38.90730833, -97.47820556)
200369,c(37.72937778, -99.97925)
200370,c(38.93503611, -94.70382222)
200371,c(39.10808333, -94.679925)
200372,c(38.85581667, -98.14323056)
200373,c(39.02208333, -95.725)
200374,c(39.02611944, -95.64803889)
200375,c(37.73663056, -97.33709167)
200376,c(39.04970833, -96.84173056)
200377,c(37.64585, -98.54046389)
200378,c(39.08740556, -94.64306944)
200379,c(37.6516, -97.34770556)
200380,c(38.01105833, -97.86685556)
200381,c(38.36645278, -95.98518611)
200382,c(37.70843056, -97.46050556)
200383,c(37.6892, -97.22615833)
200384,c(39.12853333, -94.82090556)
200385,c(37.72311111, -97.19009444)
200388,c(39.0183, -95.51981944)
200389,c(37.60803889, -97.31926389)
200390,c(39.47966111, -96.17751667)
210001,c(36.98935278, -86.49071111)
210002,c(37.16894722, -85.96130833)
210003,c(38.36781667, -82.77093611)
210004,c(37.66200278, -84.18815278)
210005,c(37.2048, -83.09138333)
210006,c(37.3398, -86.83844167)
210007,c(37.67453611, -84.26273333)
210008,c(36.98891667, -88.34684722)
210009,c(37.05243889, -86.59578611)
210010,c(37.56928333, -85.25438333)
210011,c(37.92689722, -86.11252222)
210012,c(36.84399444, -87.82519722)
210013,c(38.00565556, -85.83601389)
210014,c(37.48023611, -82.84069444)
210015,c(37.13515278, -86.42290278)
210016,c(38.93473889, -84.55156111)
210017,c(37.7222, -82.78371667)
210018,c(37.57495833, -85.27501111)
210019,c(38.22218889, -85.65848611)
210020,c(37.38045556, -86.19768333)
210021,c(38.31851389, -85.5697)
210022,c(38.03810556, -85.90829167)
210023,c(37.22875556, -82.56721667)
210024,c(36.68804722, -88.30695278)
210025,c(38.92693889, -84.526625)
210026,c(37.30248056, -84.49974722)
210027,c(36.98596944, -84.63418056)
210028,c(37.47124444, -86.33326111)
210029,c(37.34730278, -83.97026667)
210030,c(38.33930278, -84.08408889)
210031,c(37.49226944, -85.61386111)
210032,c(38.90743889, -84.28042778)
210033,c(38.19906944, -85.62434722)
210034,c(37.86963333, -85.15890833)
210035,c(38.12066389, -85.61504167)
210036,c(37.95231667, -82.66883056)
210037,c(38.01708611, -84.45663611)
210038,c(37.48473611, -84.32817778)
210039,c(37.89709167, -86.27260556)
210040,c(38.71509444, -85.24488611)
210041,c(37.63286111, -85.25678333)
210042,c(37.52400833, -84.32008611)
210043,c(37.63360556, -86.97172778)
210044,c(36.71615833, -86.52204722)
210045,c(37.57171389, -82.75695556)
210046,c(37.19370278, -84.46851389)
210047,c(37.10755, -88.83650278)
210048,c(38.16408611, -85.67930278)
210049,c(37.77984167, -87.05011667)
210050,c(37.16593611, -83.76943333)
210051,c(36.83328333, -83.42016389)
210052,c(38.21155833, -85.21273889)
210053,c(38.17445833, -84.53485278)
210054,c(38.16260833, -84.72698611)
210055,c(37.39375, -84.33701667)
210056,c(37.35839167, -84.40652778)
210057,c(38.26655, -85.78355)
210058,c(37.10894444, -82.95024722)
210059,c(38.69995278, -84.37010833)
210060,c(38.14902222, -85.69257222)
210061,c(37.771075, -87.14771111)
210062,c(37.05631389, -85.95365833)
210063,c(38.60630278, -83.76611111)
210064,c(37.82678333, -82.81851944)
210065,c(38.22621389, -85.78169444)
210066,c(38.06923056, -84.53261944)
210067,c(36.84148889, -86.04377778)
210068,c(38.21866944, -84.30398056)
210069,c(38.24372778, -85.72701667)
210070,c(38.30659167, -85.59860278)
210071,c(36.86656389, -83.19374722)
210073,c(37.74787778, -84.9173)
210074,c(38.32731944, -85.63431111)
210075,c(38.03341944, -84.8074)
210076,c(37.82983333, -85.48514444)
210077,c(37.08676111, -88.61366389)
210078,c(37.10113333, -85.33223333)
210079,c(37.01994167, -86.36903611)
210080,c(38.31260556, -85.56740556)
210081,c(38.21255278, -85.23520278)
210082,c(38.266175, -85.77890833)
210083,c(38.9472, -84.633475)
210084,c(38.68915278, -83.05467778)
210085,c(36.89047222, -88.29672222)
210086,c(36.85267778, -83.37041111)
210087,c(36.73178889, -83.65068889)
210088,c(37.88860556, -84.63993611)
210089,c(37.97623889, -83.27916389)
210090,c(38.014925, -85.63898056)
210091,c(37.9931, -84.18181944)
210092,c(37.55729167, -83.36248611)
210093,c(38.69419722, -84.53115)
210094,c(37.66909167, -82.79353056)
210095,c(36.81272778, -84.193375)
210096,c(37.05959444, -88.81234444)
210097,c(37.90555556, -83.36805556)
210098,c(38.58435833, -85.34134722)
210099,c(37.47988056, -85.196225)
210100,c(37.994125, -86.21616389)
210101,c(38.16876111, -85.706575)
210102,c(37.30605278, -82.47560556)
210103,c(37.96846944, -83.612625)
210104,c(38.13943333, -84.41654444)
210105,c(38.11250278, -85.7993)
210106,c(37.87906667, -83.95226111)
210107,c(38.20716944, -85.54356111)
210108,c(38.14295, -85.70973611)
210109,c(37.67923889, -84.26125278)
210110,c(38.219, -84.31156111)
210111,c(36.83474167, -84.08796389)
210112,c(38.68620278, -84.58946944)
210113,c(38.210725, -84.25013333)
210114,c(36.78532222, -86.78273056)
210115,c(37.05603611, -86.10808056)
210116,c(37.232425, -82.79317222)
210117,c(36.73062778, -84.41243333)
210118,c(38.31170278, -84.14624444)
210119,c(38.37872778, -84.57015)
210120,c(38.16430833, -85.56733056)
210121,c(37.62493333, -86.43993611)
210122,c(37.381175, -87.65390278)
210123,c(39.01769444, -84.68046667)
210124,c(37.94909722, -84.22075556)
210125,c(38.21050556, -85.67156944)
210126,c(36.95969167, -85.84892222)
210127,c(36.85735, -88.36768889)
210128,c(39.00373889, -84.43947222)
210129,c(37.70004167, -84.26127778)
210130,c(37.624075, -84.31638056)
210131,c(38.11802778, -85.84439167)
210132,c(37.64716389, -82.85926944)
210133,c(37.46106667, -83.31577778)
210135,c(37.03395833, -87.58103889)
210136,c(38.31246944, -84.39007222)
210137,c(37.23311667, -87.35774444)
210138,c(37.42738333, -86.07353333)
210139,c(37.78801667, -85.41709444)
210140,c(37.98260556, -84.85899444)
210141,c(37.29777778, -83.24238056)
210142,c(37.37828056, -83.88238889)
210143,c(37.37483056, -85.88988611)
210144,c(38.18315278, -85.78376667)
210145,c(38.53618056, -84.935275)
210146,c(36.81784167, -86.92960833)
210147,c(38.35159444, -85.33964167)
210148,c(38.24528611, -85.74758056)
210149,c(38.16535278, -85.87843056)
210150,c(36.96896944, -84.08711111)
210151,c(39.00081111, -84.64270278)
210152,c(38.31748056, -85.55014167)
210153,c(37.43011944, -82.47854444)
210154,c(37.25840278, -86.2839)
210155,c(38.25030833, -85.81994722)
210156,c(38.34295833, -82.94433889)
210157,c(37.72143333, -85.96675833)
210158,c(38.884575, -84.24479722)
210159,c(38.55352778, -84.59224722)
210160,c(37.52671667, -86.45838611)
210161,c(38.21498056, -85.80007222)
210162,c(38.77892222, -84.73879722)
210163,c(37.33743889, -82.87086389)
210164,c(38.44531667, -84.101425)
210165,c(36.85605278, -86.753425)
210166,c(38.13554722, -85.68514444)
210167,c(37.53760556, -82.19696944)
210168,c(38.38046389, -82.61712778)
210169,c(36.69562222, -86.38611944)
210170,c(38.04244722, -84.44851389)
210171,c(38.03529167, -84.73859167)
210172,c(37.54831944, -85.37019722)
210173,c(38.66830278, -83.83999167)
210174,c(38.75961389, -84.34115278)
210175,c(38.01362222, -84.55479167)
210176,c(37.03684167, -85.86469722)
210177,c(37.94178611, -84.54610833)
210178,c(37.917875, -84.59938611)
210179,c(37.97875, -85.65671667)
210180,c(38.22368611, -85.53211944)
210181,c(38.17444444, -85.71253889)
210182,c(38.09654444, -84.7579)
210183,c(37.38529167, -86.09291111)
210184,c(38.13664167, -85.71344167)
210185,c(38.58508333, -83.48031111)
210186,c(38.26184444, -85.77925556)
210187,c(37.15879722, -85.02020556)
210188,c(37.01770833, -88.29647778)
210189,c(37.74526111, -83.09222222)
210190,c(38.14565556, -84.35051667)
210191,c(38.50211667, -84.55289167)
210192,c(37.68502222, -85.75970556)
210193,c(37.422125, -82.49956944)
210194,c(38.43548611, -83.74747222)
210195,c(39.01385278, -84.66391667)
210196,c(37.25484167, -87.14831944)
210197,c(37.65188611, -82.30760833)
210198,c(36.84479722, -86.4613)
210199,c(36.64830556, -87.415225)
210200,c(38.22041667, -85.6373)
210201,c(38.567525, -84.59310278)
210202,c(38.264875, -83.33291944)
210203,c(37.73631111, -84.31038889)
210204,c(38.03996667, -84.84798056)
210205,c(37.58116389, -85.75446111)
210206,c(38.19294722, -85.80645)
210207,c(37.85125556, -84.08319167)
210208,c(37.94368611, -85.99716944)
210209,c(38.13776111, -85.608975)
210210,c(38.22018611, -85.63048056)
210211,c(36.74334722, -86.34462222)
210212,c(37.1579, -84.20380556)
210213,c(37.34908333, -88.07818056)
210214,c(38.194625, -85.81696667)
210215,c(36.61585833, -83.93420278)
210216,c(37.75364722, -87.181775)
210217,c(39.09154722, -84.50421389)
210218,c(37.36320833, -82.73007222)
210219,c(36.628025, -85.62851667)
210220,c(37.15422778, -85.54729444)
210221,c(37.457925, -85.29635556)
210222,c(36.99005556, -88.50548611)
210223,c(38.2637, -85.75161667)
210224,c(37.367425, -85.39991667)
210225,c(38.18351389, -85.75450278)
210226,c(38.03042778, -84.47884444)
210227,c(37.27579722, -83.21353056)
210228,c(38.256025, -84.66839444)
210229,c(38.22250278, -85.64778333)
210230,c(38.17303056, -85.76771944)
210231,c(38.31199722, -85.57651389)
210232,c(37.31515, -85.41960556)
210233,c(37.07826111, -88.06965)
210234,c(38.08810833, -84.75183056)
210235,c(38.28075556, -83.08824444)
210236,c(37.77967778, -87.55876667)
210237,c(37.53818889, -87.96679444)
210238,c(37.89746111, -85.26891667)
210239,c(36.74393889, -87.55178056)
210240,c(37.96719167, -83.29998056)
210241,c(37.77786389, -85.47209444)
210243,c(37.38100833, -86.89323333)
210244,c(37.63253056, -85.60646667)
210245,c(37.04148333, -86.20989444)
210246,c(36.69431667, -88.03107778)
210247,c(36.9585, -84.58214444)
210248,c(38.43121667, -83.89031667)
210249,c(38.22966944, -85.81840556)
210250,c(37.96368889, -84.67556667)
210251,c(37.63841944, -87.11800556)
210252,c(38.05076389, -84.71280556)
210253,c(38.16111111, -84.64444167)
210254,c(36.885175, -88.63698611)
210255,c(37.06396111, -88.04493889)
210256,c(38.20171111, -85.73420556)
210257,c(36.87669722, -88.69911389)
210258,c(36.91703611, -87.47678333)
210259,c(37.04172778, -88.71143056)
210260,c(36.87665556, -87.50552778)
210261,c(36.96896111, -89.0664)
210262,c(36.64845833, -87.35080833)
210263,c(38.00426389, -85.93931667)
210264,c(38.20286111, -85.66460278)
210265,c(38.04906667, -84.56337778)
210266,c(37.50086667, -85.18255833)
210267,c(37.74759167, -87.50779722)
210268,c(37.15660278, -84.47352222)
210269,c(38.22680278, -85.23656944)
210270,c(36.80475, -89.04369444)
210271,c(36.87986667, -87.73803889)
210272,c(38.45073333, -82.66506111)
210273,c(37.28651389, -86.71964167)
210274,c(36.66493611, -85.73607222)
210275,c(36.95824722, -88.93800278)
210276,c(36.81904167, -84.89461944)
210277,c(38.69212222, -84.63485278)
210278,c(37.97114167, -85.71009722)
210279,c(37.51961667, -84.80615278)
210281,c(37.17628333, -84.00236944)
210283,c(38.68773333, -83.05765556)
210284,c(37.45600833, -84.518775)
210285,c(36.59180833, -84.10496944)
210286,c(37.31624167, -86.27190278)
210288,c(37.94218333, -82.95090556)
210289,c(38.21618056, -83.39384444)
210290,c(37.20478611, -85.93699444)
210291,c(38.06714444, -84.52560556)
210292,c(38.02396667, -84.55631389)
210293,c(38.17564722, -85.616575)
210294,c(36.73743611, -86.50616667)
210295,c(39.10001389, -84.82226111)
210296,c(38.05000556, -85.896175)
210297,c(38.13206111, -85.77255833)
210298,c(38.18220833, -85.62866111)
210299,c(37.25746389, -82.48104167)
210300,c(37.98477778, -84.81539722)
210301,c(38.13937222, -85.59066667)
210302,c(38.20663333, -85.76688611)
210303,c(38.91135833, -84.62823333)
210304,c(36.66204167, -86.58792778)
210305,c(37.96135, -84.12532778)
210306,c(37.75631389, -87.647)
210307,c(37.34970278, -87.98618056)
210308,c(37.68116667, -85.87687778)
210309,c(36.98485556, -84.64126667)
210310,c(37.35327778, -86.90285278)
210311,c(37.15883333, -88.18650833)
210312,c(37.88090556, -84.33852778)
210313,c(38.35199444, -84.16743611)
210314,c(37.63413056, -86.75426667)
210315,c(37.51297778, -86.91681944)
210316,c(37.15185, -84.04963333)
210317,c(37.66283611, -84.32045278)
210318,c(37.17292222, -82.92174167)
210319,c(38.33650556, -85.43377778)
210320,c(37.76858333, -87.14302222)
210321,c(37.51893889, -87.390575)
210322,c(37.79200278, -87.17470556)
210323,c(38.19520833, -85.73306944)
210324,c(38.25215556, -85.71745833)
210325,c(37.67395833, -85.90598333)
210326,c(37.29405278, -85.10176389)
210327,c(37.09696389, -84.56728333)
210328,c(37.92995556, -85.71935833)
210329,c(36.99528611, -85.98881667)
210330,c(37.02924444, -83.94889167)
210331,c(38.37812222, -84.39467778)
210332,c(37.27171389, -84.12676944)
210333,c(37.63609444, -85.25558333)
210334,c(36.66275556, -88.69568333)
210335,c(36.85573056, -83.26654167)
210336,c(38.21975833, -85.77773611)
210337,c(38.24619444, -85.81294722)
210338,c(38.16051389, -85.67628333)
210339,c(37.56583611, -84.27412778)
210340,c(39.02139444, -84.48136944)
210341,c(38.15035833, -85.83711389)
210342,c(38.09602778, -84.51328056)
210343,c(37.41666667, -85.75774444)
210344,c(38.03326944, -84.02050278)
210345,c(38.23414167, -85.79663611)
210346,c(38.15855833, -85.79890556)
210347,c(36.84263333, -87.14203056)
210348,c(38.24411111, -85.78908889)
210349,c(36.76338056, -83.70743056)
210350,c(37.55426667, -83.41778056)
210351,c(37.45543056, -87.47906944)
210353,c(37.04602222, -88.55386944)
210354,c(37.24671944, -83.23955833)
210355,c(36.99049444, -86.41883333)
210356,c(38.67455, -84.33116667)
210357,c(38.26078333, -85.74141944)
210358,c(37.09761667, -84.66385278)
210359,c(37.83775833, -82.41045556)
210360,c(36.96285833, -84.07881944)
210361,c(38.005725, -85.69995833)
210362,c(36.74856944, -84.04168889)
210363,c(38.19203056, -85.80801667)
210364,c(37.0446, -85.09960833)
210365,c(38.19634167, -84.53943889)
210367,c(38.11090833, -84.45275)
210368,c(37.91074167, -84.3614)
210369,c(37.06584722, -84.05831111)
210370,c(38.5749, -83.30051389)
210371,c(37.06858889, -88.60432778)
210372,c(38.18578333, -85.65967222)
210373,c(38.23123333, -84.53549167)
210374,c(38.1572, -85.88483333)
210375,c(37.13799167, -83.76873611)
210376,c(38.08654167, -85.55570556)
210377,c(37.88040833, -84.33658611)
210378,c(38.17352222, -84.87761667)
210379,c(38.92562222, -84.63008333)
210380,c(37.04762778, -88.62654722)
210381,c(38.88690278, -84.60937222)
210382,c(37.48431667, -84.10382778)
210383,c(38.07142222, -85.26093333)
210384,c(37.19110556, -87.44983611)
210385,c(37.558975, -85.42102222)
210387,c(38.96014444, -84.67844167)
210388,c(37.15622222, -82.65777778)
210389,c(37.02010278, -88.60335278)
210390,c(37.57183611, -82.757075)
210391,c(36.64835556, -87.22098056)
210392,c(37.68664167, -85.20171944)
210393,c(37.28974722, -86.285325)
210394,c(38.18366667, -85.18913056)
210395,c(37.00895833, -86.35693889)
210396,c(38.20833611, -85.66906111)
210397,c(38.16107778, -84.64401944)
210398,c(37.86539444, -83.93874444)
210399,c(37.15688611, -83.29966389)
210400,c(37.6179, -82.3524)
210401,c(36.96516111, -86.44525833)
210402,c(38.28795833, -85.52403889)
210403,c(37.78649167, -84.84626667)
210404,c(39.02495278, -84.48074444)
210405,c(38.19546944, -85.84265833)
210406,c(38.21271111, -84.758825)
210407,c(37.79463611, -87.64384444)
210408,c(37.83904167, -85.93728333)
210409,c(38.03070556, -84.70019167)
210410,c(38.67814722, -84.9803)
210411,c(37.57191389, -82.41828056)
210412,c(38.06838333, -83.08004722)
210413,c(38.08064167, -84.4472)
210414,c(38.16078611, -85.69919167)
210415,c(38.26801667, -85.506225)
210416,c(37.77536944, -85.46451944)
210417,c(38.19334444, -85.62556667)
210418,c(37.02606667, -87.06050278)
210419,c(38.16189167, -84.79109167)
210420,c(37.02453889, -85.07686944)
210421,c(38.14880278, -84.58778611)
210422,c(37.87176111, -84.49436944)
210423,c(36.77271944, -85.09995278)
210424,c(37.80478611, -87.662525)
210425,c(37.61636944, -86.01940833)
210426,c(38.0008, -85.70363333)
210427,c(37.20663056, -83.10988333)
210428,c(39.09238889, -84.49426944)
210429,c(37.13026944, -87.70994444)
210430,c(37.08344167, -85.24435278)
210431,c(37.46515278, -84.335575)
210432,c(37.69093056, -84.31518611)
210433,c(37.73431389, -85.70676667)
210434,c(37.05854722, -87.49121667)
210436,c(37.86305, -85.37645)
210437,c(38.95072222, -84.39349167)
210438,c(36.98015278, -86.43833611)
210439,c(37.64536389, -85.91462222)
210440,c(38.87472222, -84.70078611)
210441,c(38.04833056, -84.53703611)
210442,c(37.54098611, -82.59170556)
210443,c(38.24779167, -85.75224167)
210444,c(37.81763889, -85.92440833)
210445,c(37.18111944, -83.97083611)
210446,c(38.35951944, -85.60952778)
210447,c(37.01405556, -86.95480556)
210448,c(37.37274444, -84.65755278)
210449,c(36.92465833, -83.35891944)
210450,c(37.05954167, -88.65718889)
210451,c(38.53778056, -83.20715556)
210452,c(38.07391667, -83.98656667)
210453,c(37.95676389, -83.93879444)
210454,c(37.59796944, -86.98729167)
210455,c(37.14067778, -82.75778056)
210456,c(37.10215278, -83.84007778)
210457,c(37.1555, -85.16463889)
210458,c(38.22188056, -85.63221944)
210459,c(38.0312, -85.70902778)
210460,c(36.72476944, -84.19212222)
210461,c(37.65377222, -86.537225)
210462,c(38.42098056, -82.60937778)
210463,c(37.12642778, -87.00402222)
210464,c(38.07097778, -84.47690278)
210465,c(36.98358056, -85.89472778)
210466,c(37.00216944, -84.39497778)
210467,c(38.21958333, -85.61950278)
210468,c(39.02311111, -84.518875)
210469,c(38.27650278, -85.81973333)
210471,c(36.89255, -84.18631111)
210472,c(37.64105556, -83.78584444)
210473,c(38.82983056, -84.68151389)
210474,c(36.79667222, -86.29350833)
210475,c(37.14554167, -84.29990278)
210476,c(36.93338611, -86.48874722)
210477,c(38.11118056, -84.51896389)
210478,c(37.05570556, -86.12728611)
210479,c(37.80058333, -86.02848889)
210480,c(36.96418056, -82.95397222)
210482,c(36.86691667, -84.82445556)
210483,c(38.61648333, -85.38658889)
210484,c(38.01883056, -84.48834444)
210485,c(37.81188056, -85.99236944)
210486,c(38.24467222, -85.55479167)
210487,c(38.21379444, -85.66605278)
210488,c(38.1852, -84.16842778)
210489,c(38.25929722, -85.75266667)
210490,c(36.61336944, -88.28471111)
210491,c(37.87221944, -84.59619444)
210492,c(38.7242, -84.59638889)
210493,c(37.28671667, -85.36709444)
210494,c(38.32397222, -85.54360278)
210495,c(36.76964722, -85.24091389)
210496,c(38.11052222, -85.70130556)
210497,c(37.80203889, -83.70974722)
210498,c(38.54190278, -85.25772222)
210499,c(38.82138611, -84.56125833)
210500,c(38.26101111, -83.25031667)
210501,c(36.84459167, -87.46242778)
210502,c(37.09617222, -83.75583333)
210503,c(39.03664167, -84.47016944)
210504,c(38.68564722, -84.34953056)
210505,c(37.06825, -85.07153056)
210506,c(36.66875, -85.11481667)
210507,c(37.33715, -83.25415556)
210508,c(37.88668611, -85.33075278)
210509,c(37.44610278, -86.39437778)
210510,c(38.34360833, -85.05737778)
210511,c(37.73063333, -84.72862222)
210512,c(36.65263056, -88.36050556)
210513,c(37.6473, -85.03571111)
210514,c(37.11441944, -84.196175)
210515,c(37.09604167, -83.75583611)
210516,c(38.14807222, -84.58669722)
210517,c(37.28954722, -87.08554722)
210518,c(37.76570278, -86.47360833)
210519,c(36.74244444, -88.29377778)
210520,c(37.11729444, -82.82984167)
210521,c(38.34928889, -84.31083056)
210522,c(38.94905833, -84.72732222)
210523,c(37.131475, -88.68786389)
210524,c(37.57316111, -82.64180556)
210525,c(36.68093611, -87.145575)
210526,c(37.56385278, -82.24879722)
210527,c(38.17938056, -85.79426389)
210528,c(38.20303056, -85.75071667)
210529,c(38.410125, -85.35248889)
210530,c(37.72951667, -83.64666944)
210531,c(36.94213889, -86.48234167)
210532,c(36.7853, -84.94692222)
210533,c(38.17880556, -85.76671389)
210534,c(36.97834444, -83.87910833)
210535,c(38.14713333, -85.54358889)
210536,c(38.55346111, -82.86755556)
210537,c(38.080325, -84.46014444)
210538,c(37.20325, -87.52011667)
210539,c(36.85178333, -83.1236)
210540,c(37.01141667, -85.24933056)
210541,c(38.25204444, -85.74682778)
210542,c(38.78270278, -84.81138056)
210543,c(37.75055, -83.16666667)
210544,c(38.93526389, -84.31644167)
210545,c(37.744125, -85.79426111)
210546,c(38.19131667, -85.68875833)
210547,c(38.17421389, -85.65940556)
210548,c(37.65598611, -83.51961667)
210549,c(36.96301944, -86.39931667)
210550,c(37.87560833, -84.72846111)
210551,c(38.098975, -85.82533056)
210552,c(38.17154722, -85.685)
210553,c(37.82321389, -83.751525)
210554,c(37.66971111, -85.36047778)
210556,c(36.87385556, -84.3633)
210557,c(38.17974167, -85.69290833)
210558,c(37.01730833, -87.02548889)
210559,c(37.52478333, -83.34589167)
210560,c(36.51519722, -88.89788333)
210561,c(37.99478611, -85.70529444)
210562,c(39.00215556, -84.41595833)
210563,c(37.46398056, -86.65519722)
210564,c(39.099725, -84.49295278)
210565,c(37.328475, -82.55912222)
210566,c(38.64833611, -84.58770556)
210567,c(38.19005278, -85.76485833)
210568,c(38.45428889, -85.42041111)
210569,c(37.05111667, -86.09665278)
210570,c(37.81523056, -83.40559167)
210571,c(36.85665, -83.33226389)
210572,c(37.16051111, -86.22255)
210573,c(38.19909722, -85.14009722)
210574,c(38.46573889, -82.61818056)
210575,c(37.89878611, -85.48226944)
210576,c(37.78144444, -85.85655833)
210577,c(37.99865556, -85.73211667)
210578,c(37.78681111, -82.80353889)
210579,c(39.02540278, -84.55958056)
210580,c(37.74801944, -85.26266667)
210581,c(38.223475, -84.42035833)
210582,c(37.07284722, -84.4714)
210583,c(88.8888, 888.8888)
210584,c(37.38601111, -83.12783333)
210585,c(37.04706667, -83.22548056)
210586,c(37.57966667, -84.78903333)
210587,c(36.62360833, -84.11408889)
210588,c(37.757525, -87.25723333)
210589,c(37.93888056, -84.47923889)
210590,c(37.75202778, -83.61765833)
210591,c(36.77363333, -86.16396944)
210592,c(37.78661111, -82.95073611)
210593,c(36.70938889, -84.1505)
210594,c(36.72061944, -83.76616111)
210595,c(37.66666944, -85.90493889)
210596,c(38.44421667, -85.33015556)
210597,c(38.06130833, -84.35252778)
210598,c(37.6726, -82.79381944)
210599,c(37.72186111, -84.643225)
210600,c(38.43679722, -84.88960833)
210601,c(38.00912778, -84.54124444)
210602,c(37.87183056, -83.52676389)
210603,c(38.19235556, -85.80202778)
210604,c(38.23138056, -85.60357778)
210605,c(38.24612778, -85.75499444)
210606,c(36.64916667, -83.59906944)
210607,c(38.21023333, -85.716975)
210608,c(38.19664722, -85.79517778)
210609,c(37.15459444, -85.02305833)
210610,c(38.178175, -85.76190278)
210611,c(38.14364722, -85.77479722)
210612,c(37.94014444, -86.07009444)
210613,c(38.01935833, -85.92020278)
210614,c(38.07522778, -84.52069167)
210615,c(38.13576389, -85.75241111)
210616,c(38.20034722, -85.835925)
210617,c(38.21424444, -84.83913889)
210618,c(36.574875, -88.31480278)
210619,c(37.62484167, -83.05376944)
210620,c(36.67427778, -86.13262778)
210621,c(39.03074444, -84.55551111)
210622,c(36.59182222, -88.42903889)
210623,c(38.04115556, -84.64207778)
210624,c(37.28273333, -85.93367222)
210625,c(38.05419444, -84.05246944)
210626,c(38.16135556, -85.77910833)
210628,c(38.87483333, -84.70076111)
210629,c(37.72775833, -86.95727778)
210630,c(37.24208889, -82.71780833)
210631,c(38.57022778, -84.83269167)
210632,c(38.21055833, -85.78635)
210633,c(37.50128611, -82.81691944)
210634,c(39.06496111, -84.86331667)
210635,c(38.15696667, -85.70379444)
210636,c(38.67886667, -84.59593056)
210637,c(38.30838889, -84.20131944)
210638,c(38.04244167, -84.48144167)
210639,c(36.70748611, -87.52632778)
210640,c(38.70249444, -84.91210278)
210641,c(39.06122778, -84.48646667)
210642,c(37.04648889, -86.01514722)
210643,c(37.52018333, -85.86068056)
210644,c(37.77548611, -82.86038056)
210645,c(37.25685, -83.26185833)
210646,c(36.81525556, -83.82855556)
210647,c(37.22118889, -82.91431111)
210648,c(37.10883889, -88.00515833)
210649,c(36.98001389, -82.98812778)
210650,c(36.86233333, -87.53598333)
210651,c(36.76776667, -88.81048611)
210652,c(37.02490278, -83.51765)
210653,c(36.80626111, -85.42697778)
210654,c(36.9646, -84.11380833)
210655,c(38.27598333, -83.35603333)
210656,c(37.46798333, -84.03789444)
210657,c(37.16033056, -83.3854)
210658,c(38.16198333, -84.85124722)
210659,c(36.74925833, -86.5825)
210660,c(38.32023056, -85.492625)
210661,c(38.03862778, -85.66980556)
210662,c(36.62543889, -84.45500833)
210663,c(38.65496111, -85.07794444)
210664,c(39.03993333, -84.58793889)
210665,c(37.10507222, -84.55396667)
210666,c(36.65894167, -86.24616111)
