"geoid","lat","lon","parse","zcta","zcNAME"
"060590015044","+33.9158797","-117.8938686","within","92821","92821"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590015061","+33.9428229","-117.8891260","within","92821","92821"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590015062","+33.9369613","-117.8822173","within","92821","92821"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590015071","+33.9286331","-117.9019197","within","92821","92821"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590015072","+33.9276993","-117.8966005","within","92821","92821"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590015073","+33.9249188","-117.8893765","within","92821","92821"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590218141","+33.9218513","-117.8695161","within","92821","92821"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590218142","+33.9210634","-117.8766719","within","92821","92821"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390009012","+36.9673599","-120.0499217","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390009011","+36.9669772","-120.0427353","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390008022","+36.9665991","-120.0586212","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390008023","+36.9618771","-120.0538487","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390009031","+36.9625032","-120.0478090","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390009032","+36.9562720","-120.0421613","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005152","+37.0211480","-120.0652619","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005143","+36.9842451","-120.0470056","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005141","+37.0679716","-120.0057592","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005182","+36.9504392","-120.0221947","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390006043","+36.9774556","-120.0647915","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390006041","+36.9812645","-120.0596280","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390006033","+36.9794437","-120.0461812","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390006032","+36.9757170","-120.0472968","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390006031","+36.9803005","-120.0540208","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005063","+37.0130824","-120.0798437","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390006021","+36.9723518","-120.0518407","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390006022","+36.9715470","-120.0598265","within","93638","93638"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190055131","+36.8483846","-119.7020782","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190055142","+36.8484473","-119.7156286","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190057022","+36.8339335","-119.6688274","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190057021","+36.8338745","-119.6780513","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190057023","+36.8265651","-119.6683989","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190057024","+36.8266924","-119.6774761","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190057031","+36.8193845","-119.6774317","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190057032","+36.8193200","-119.6683635","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190057033","+36.8121036","-119.6684035","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190057034","+36.8121719","-119.6774559","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190058021","+36.8048608","-119.6729624","within","93611","93611"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190056074","+36.8208489","-119.7111781","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190056072","+36.8172270","-119.7132282","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190056073","+36.8170951","-119.7236328","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190031025","+36.8052324","-119.7100822","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190031021","+36.8073272","-119.7158983","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190031024","+36.8030446","-119.7226740","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190031023","+36.8057804","-119.7260824","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190056081","+36.8121751","-119.7138271","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190056022","+36.8196345","-119.7043332","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190056023","+36.8121160","-119.7046334","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190056021","+36.8285518","-119.7039005","within","93612","93612"
"geoid","lat","lon","parse","zcta","zcNAME"
"060470024032","+36.9749083","-120.6080205","within","93620","93620"
"geoid","lat","lon","parse","zcta","zcNAME"
"060470024042","+36.9752984","-120.6369089","within","93620","93620"
"geoid","lat","lon","parse","zcta","zcNAME"
"060470024043","+36.9912004","-120.6356293","within","93620","93620"
"geoid","lat","lon","parse","zcta","zcNAME"
"060470024041","+36.9820145","-120.6311505","within","93620","93620"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190084052","+36.8493705","-120.4501254","within","93622","93622"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190084051","+36.8754588","-120.4772296","within","93622","93622"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190084042","+36.8656617","-120.4605774","within","93622","93622"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190084041","+36.8705836","-120.4611113","within","93622","93622"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190084043","+36.8650380","-120.4554110","within","93622","93622"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190017004","+36.6182823","-119.6932295","within","93625","93625"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190016002","+36.6325144","-119.6787887","within","93625","93625"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190016003","+36.6225668","-119.6587080","within","93625","93625"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190072044","+36.5266053","-119.5600914","within","93631","93631"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190072043","+36.5147536","-119.5445029","within","93631","93631"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190072042","+36.5154550","-119.5526049","within","93631","93631"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190072031","+36.5262505","-119.5374364","within","93631","93631"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190072022","+36.5022700","-119.5670662","within","93631","93631"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190072023","+36.5179155","-119.5699393","within","93631","93631"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190072021","+36.5110900","-119.5576462","within","93631","93631"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005094","+36.9967955","-119.8776120","within","93636","93636"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005091","+36.9302593","-119.8851187","within","93636","93636"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005092","+36.9302950","-119.8670764","within","93636","93636"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005093","+36.9632612","-119.8391316","within","93636","93636"
"geoid","lat","lon","parse","zcta","zcNAME"
"060390005161","+36.9449365","-119.9073292","within","93636","93636"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190083011","+36.7570056","-120.3761398","within","93640","93640"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190083012","+36.7624631","-120.3795403","within","93640","93640"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190083031","+36.7554133","-120.3890855","within","93640","93640"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190083044","+36.7515207","-120.3787800","within","93640","93640"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190083043","+36.7565867","-120.3836696","within","93640","93640"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250106005","+32.9590770","-115.5641993","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250106001","+32.9749854","-115.5395112","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250106002","+32.9706062","-115.5351602","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250106003","+32.9748146","-115.5511178","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250106004","+32.9629278","-115.5448774","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250104012","+32.9946718","-115.5298576","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250104011","+32.9821351","-115.5313208","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250104023","+32.9909013","-115.5161868","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250104021","+32.9830053","-115.5205727","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250104022","+32.9818500","-115.5256232","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250105005","+32.9929602","-115.5391659","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250105001","+32.9808233","-115.5391996","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250105002","+32.9903750","-115.5473213","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250105003","+32.9818412","-115.5504194","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250105004","+32.9851167","-115.5394915","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250107003","+32.9650600","-115.5208166","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250107002","+32.9744194","-115.5207475","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250107001","+32.9747087","-115.5272777","within","92227","92227"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250101023","+33.1218981","-115.5210106","within","92233","92233"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250101024","+33.1293804","-115.5178685","within","92233","92233"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250101022","+33.1234393","-115.5077140","within","92233","92233"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074044","+34.1416657","-117.1953035","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074045","+34.1383559","-117.2056095","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074042","+34.1458610","-117.2181503","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074083","+34.1241717","-117.2282155","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710076042","+34.1140448","-117.2066362","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074102","+34.1321412","-117.2021538","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074101","+34.1303180","-117.2174718","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074104","+34.1339453","-117.2131850","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074091","+34.1248981","-117.2131008","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074092","+34.1249112","-117.2218286","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710074093","+34.1248752","-117.2021488","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079031","+34.1179877","-117.1765806","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079032","+34.1113731","-117.1786307","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079033","+34.1161105","-117.1872927","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710076032","+34.1191191","-117.2132514","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710076033","+34.1176378","-117.2218496","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079053","+34.1288046","-117.1787691","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079052","+34.1271737","-117.1874651","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079051","+34.1290997","-117.1933142","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710076061","+34.1146786","-117.2298209","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710076053","+34.1185130","-117.2323712","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079061","+34.1247763","-117.1681771","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079043","+34.1144750","-117.1555834","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079041","+34.1147468","-117.1702802","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710079042","+34.1151847","-117.1642422","within","92346","92346"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110027001","+34.2693898","-119.2470945","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110027002","+34.2721250","-119.2354305","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110028002","+34.2646884","-119.2526789","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110028005","+34.2727955","-119.2626301","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110028004","+34.2685045","-119.2631071","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110028003","+34.2674238","-119.2571932","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015111","+34.2638643","-119.2076139","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015112","+34.2636935","-119.2015938","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015091","+34.2580332","-119.2140534","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015092","+34.2625392","-119.2157890","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110019012","+34.2746211","-119.2506233","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110019011","+34.2786185","-119.2522748","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015102","+34.2687405","-119.2100088","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110018011","+34.2790384","-119.2345649","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110018013","+34.2803326","-119.2184217","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110018012","+34.2815061","-119.2238646","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015081","+34.2667412","-119.2234201","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110094001","+34.2837188","-119.2043463","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110094002","+34.2757404","-119.2061965","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015061","+34.2645420","-119.1963822","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015072","+34.2578556","-119.2060987","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015071","+34.2575309","-119.2002214","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110015073","+34.2503905","-119.2015142","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110016021","+34.2745458","-119.2211045","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"061110016022","+34.2726823","-119.2257678","within","93003","93003"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650408152","+33.8927662","-117.5141165","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650482002","+33.8858893","-117.5384489","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650408211","+33.8921653","-117.5240317","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650408212","+33.8921772","-117.5289013","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650408213","+33.8953332","-117.5337302","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650408214","+33.8870284","-117.5251353","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650414111","+33.8796005","-117.5177362","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650408142","+33.8940950","-117.5220770","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650408143","+33.8973758","-117.5244876","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650418133","+33.8707254","-117.5537483","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650414101","+33.8808640","-117.5321676","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060650414102","+33.8765014","-117.5228096","within","92879","92879"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590891061","+33.7720798","-117.9149277","within","92843","92843"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590891062","+33.7684171","-117.9156234","within","92843","92843"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590885012","+33.7734632","-117.9246841","within","92843","92843"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590885013","+33.7698136","-117.9247475","within","92843","92843"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590886013","+33.7701605","-117.9425702","within","92843","92843"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590886014","+33.7723095","-117.9462496","within","92843","92843"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590886022","+33.7706033","-117.9334553","within","92843","92843"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590889031","+33.7577610","-117.9484488","within","92843","92843"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590889022","+33.7619707","-117.9457672","within","92843","92843"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590761042","+33.8036115","-117.8877151","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590117201","+33.8530832","-117.8787997","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863031","+33.8163071","-117.8850074","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863041","+33.8354032","-117.8782670","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863043","+33.8344500","-117.8857145","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863042","+33.8350367","-117.8738392","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863044","+33.8372441","-117.8844551","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863045","+33.8347205","-117.8691066","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863052","+33.8293895","-117.8727414","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863053","+33.8290252","-117.8782424","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863051","+33.8290259","-117.8848944","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863061","+33.8226697","-117.8849065","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590863062","+33.8190215","-117.8849110","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590864023","+33.8519025","-117.8877572","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590864024","+33.8497391","-117.8843062","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590864021","+33.8414598","-117.8835024","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590864061","+33.8490133","-117.8784113","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590864062","+33.8427095","-117.8781383","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590864063","+33.8452867","-117.8738244","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590864064","+33.8396246","-117.8737140","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590864073","+33.8445880","-117.8694522","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590864072","+33.8446596","-117.8636875","within","92806","92806"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590219031","+33.8536564","-117.8037868","within","92807","92807"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590219032","+33.8505053","-117.8210183","within","92807","92807"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590218124","+33.8700983","-117.8066458","within","92807","92807"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590219051","+33.8484612","-117.7841421","within","92807","92807"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590219054","+33.8545590","-117.7843657","within","92807","92807"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590219162","+33.8420838","-117.7792183","within","92807","92807"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590219203","+33.8375251","-117.7702802","within","92807","92807"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590219151","+33.8481197","-117.7983331","within","92807","92807"
"geoid","lat","lon","parse","zcta","zcNAME"
"060590219154","+33.8467404","-117.7931406","within","92807","92807"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066021","+36.5949581","-119.4348902","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066022","+36.5866836","-119.4364913","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066023","+36.5964556","-119.4488916","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066024","+36.5952947","-119.4413672","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066032","+36.6071333","-119.4606825","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066031","+36.6076408","-119.4511741","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066063","+36.6022768","-119.4360329","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066061","+36.6077443","-119.4353420","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066062","+36.5988873","-119.4379279","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190063012","+36.6294794","-119.4353242","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190063011","+36.5932809","-119.4219291","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190066051","+36.6063927","-119.4445319","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190067003","+36.5813770","-119.4438314","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190067004","+36.5804891","-119.4592725","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190067005","+36.5851773","-119.4532390","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190067001","+36.5943173","-119.4630539","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190067002","+36.5933064","-119.4539369","within","93654","93654"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190077003","+36.4259124","-119.8506404","within","93656","93656"
"geoid","lat","lon","parse","zcta","zcNAME"
"060190077002","+36.4297851","-119.8626903","within","93656","93656"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250120012","+32.6708589","-115.4866372","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250121021","+32.6777432","-115.4976707","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250121022","+32.6829399","-115.5012310","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250121023","+32.6827289","-115.4943108","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250120031","+32.6833244","-115.4759591","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250120032","+32.6828178","-115.4875649","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250119031","+32.6917440","-115.4757840","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250119021","+32.6902818","-115.4846624","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250119022","+32.6901492","-115.4913966","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250120042","+32.6758431","-115.4829345","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250121011","+32.6742122","-115.4963682","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250122022","+32.6767407","-115.5177451","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250122011","+32.6819773","-115.5191039","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060250122012","+32.6826137","-115.5111599","within","92231","92231"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710081002","+34.0544360","-117.1977238","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710083023","+34.0276142","-117.1914318","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710083021","+34.0385032","-117.1838847","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710083022","+34.0339466","-117.1867288","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710078002","+34.0493605","-117.2021207","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710078004","+34.0543121","-117.2160192","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710083014","+34.0394650","-117.1988251","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710083015","+34.0408217","-117.2095585","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710083011","+34.0489337","-117.1933847","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710083012","+34.0444002","-117.1897744","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710083013","+34.0464500","-117.2103502","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710085012","+34.0320585","-117.1703762","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710085022","+34.0131572","-117.1502347","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710085023","+34.0234790","-117.1393824","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710085021","+34.0243746","-117.1542319","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710082011","+34.0505907","-117.1745815","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710082013","+34.0502454","-117.1843385","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710082012","+34.0525789","-117.1775186","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710082021","+34.0451236","-117.1741937","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710082022","+34.0424205","-117.1805666","within","92373","92373"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710100413","+34.3976423","-117.3682968","within","92344","92344"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710100422","+34.3960987","-117.3807991","within","92344","92344"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710100222","+34.3967213","-117.2548389","within","92345","92345"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710100232","+34.3881759","-117.3329537","within","92345","92345"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710100241","+34.3948274","-117.2871917","within","92345","92345"
"geoid","lat","lon","parse","zcta","zcNAME"
"060710100242","+34.3872452","-117.2872250","within","92345","92345"
