"fips"|"inactive_win12"|"undergrad_school_prog"|"grad_school_prog"|"hbcu"|"hospital"|"medical_school_prog"|"tribal_school_prog"|"public_college_university"|"post_secondary_institution"|"degree_granting"|"grants_associates_certificate_only"|"not_degree_granting"|"size_lt1k"|"size_1k_10k"|"size_gt10k"|"ft_noninst_academic_staff"|"ft_community_admin_staff"|"total_instructional_staff"|"total_inst_staff_salary"|"no_reported_inst_staff"|"cost_grad_instate"|"cost_grad_outstate"|"cost_oncampus_living"|"cost_undergrad_instate"|"cost_undergrad_outstate"|"est_avg_inst_staff_salary"
"010730045024"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|3270|646|1828|223013460|0|8100|19188|12307|8568|20400|121998.610503282
"010730051043"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|18|3|32|2551170|0|10800|10800|NA|13320|13320|79724.0625
"010730102002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730106045"|0|1|0|1|0|0|0|1|1|1|0|0|0|1|0|133|55|156|7925984|0|NA|NA|7348|11164|11164|50807.5897435897
"010730107041"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|502|247|728|66106820|0|20935|20935|11260|34410|34410|90806.0714285714
"010730112091"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|216|99|256|15614112|0|NA|NA|NA|3690|7380|60992.625
"010730117073"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730131004"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|126|61|152|9375784|0|NA|NA|4760|3690|7380|61682.7894736842
"010730132001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730143044"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|22|10|30|1654884|0|NA|NA|NA|13497|13497|55162.8
"010730144083"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010730144091"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010770101001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|486|162|580|45133354|0|6600|13320|7966|9600|19200|77816.1275862069
"010770115041"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|27|6|12|730380|0|4482|4482|5822|10152|10152|60865
"010810407002"|0|1|1|0|0|1|0|1|1|1|0|0|0|0|1|4102|1206|2886|313163174|0|10080|30240|14596|10080|30240|108511.148302148
"010830207001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|161|53|162|13515998|0|7800|12000|NA|6750|13500|83432.0864197531
"010830211011"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|226|126|298|18385186|0|NA|NA|NA|3690|7380|61695.255033557
"010872317001"|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|466|122|472|36664238|0|20378|20378|9844|19594|19594|77678.4703389831
"010890002032"|0|2|1|2|0|0|0|2|2|2|1|0|1|1|0|481|241|468|35507276|0|NA|NA|NA|6150|12300|66634.9519230769
"010890014043"|0|2|0|0|0|0|0|2|2|0|0|2|2|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010890015003"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|1105|260|702|64576816|0|10632|24430|10764|9730|22126|91989.7663817664
"010890030001"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|6|1|0|0|0|4464|4464|NA|4440|4440|NA
"010890106252"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|160|47|200|10583724|0|13680|13680|9374|18974|18974|52918.62
"010890110213"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010950308013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010950311003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|64|26|82|5577188|0|NA|NA|4675|3936|7872|68014.4878048781
"010970004012"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|105|60|114|7407356|0|NA|NA|NA|3690|7380|64976.8070175439
"010970021001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|17980|17980|NA
"010970029003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010970032061"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|16|2|18|876928|0|NA|NA|NA|17773|17773|48718.2222222222
"010970033021"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|103|47|166|8245280|0|7704|7704|11440|21100|21100|49670.3614457831
"010970037032"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"010970061061"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|115|73|142|7412626|0|11260|11260|10088|23160|23160|52201.5915492958
"010979800001"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|1135|299|1126|86333202|0|8226|16452|8150|8256|16512|76672.4706927176
"011010010002"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|78|36|100|5886378|0|NA|NA|NA|3690|7380|58863.78
"011010014002"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|112|58|106|6805214|0|22500|22500|10460|25995|25995|64200.1320754717
"011010015003"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|551|170|430|33114582|0|7416|14832|6050|8328|16656|77010.6558139535
"011010017001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011010026004"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|164|84|258|16956742|0|10374|10374|7900|21500|21500|65723.8062015504
"011010054023"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011010054072"|0|2|2|0|0|0|0|2|2|2|0|0|1|1|0|370|133|514|37734300|0|9189|13923|NA|8496|13476|65476.7152466368
"011010054104"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|23|3|10|607292|0|15600|15600|NA|16920|16920|60729.2
"011056870022"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"011056870024"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|81|23|42|2554286|0|NA|NA|4950|6000|12000|60816.3333333333
"011091891012"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|809|397|916|69152760|0|8550|17100|7599|9312|18624|75494.2794759825
"011110006002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|122|62|184|10150300|0|NA|NA|4600|3690|7380|55164.6739130435
"011130306013"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|61|37|80|4645512|0|NA|NA|NA|3192|6384|58068.9
"011170304071"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|332|150|280|18944558|0|10512|25128|9936|12090|25110|67659.1357142857
"011190113011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|269|86|238|15385890|0|6678|13356|7594|9100|18200|64646.5966386555
"011210107001"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|117|39|76|4534492|0|16000|16000|8934|12130|12130|59664.3684210526
"011239623022"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|63|24|82|5048462|0|NA|NA|NA|3690|7380|61566.6097560976
"011250112002"|0|2|2|0|0|0|0|2|2|1|0|0|0|0|1|4665|1419|3114|306367444|0|NA|NA|NA|NA|NA|NA
"011250117012"|0|1|0|1|0|0|0|1|1|1|0|0|1|0|0|77|22|94|4823600|0|NA|NA|10054|9548|9548|51314.8936170213
"011250125051"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|162|70|198|11928546|0|NA|NA|NA|3690|7380|60245.1818181818
"011270203011"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|136|42|220|13973548|0|NA|NA|4576|3936|7872|63516.1272727273
"020200015004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|22|12|6|298000|0|NA|NA|NA|NA|NA|49666.6666666667
"020200016021"|0|2|2|0|0|0|0|2|2|2|0|0|1|0|1|1047|342|918|74149248|0|11236.5|17179.5|10481|13787|21711|72883.7408661025
"020900013002"|0|2|2|0|0|0|0|2|2|1|0|0|0|1|0|1916|337|526|45418628|0|NA|NA|NA|NA|NA|NA
"021100001002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|158|53|172|13109058|0|10876|22875|9800|7121|22742|76215.4534883721
"021220007022"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|11|1|4|270956|0|NA|NA|11350|8300|8300|67739
"021220013002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"021700012012"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|7|1|0|0|0|NA|NA|6000|10200|10200|NA
"021850001001"|0|1|0|0|0|0|1|1|1|1|0|0|1|0|0|59|14|22|2018634|0|NA|NA|13000|4440|4440|91756.0909090909
"040019441004"|0|1|0|0|0|0|1|1|1|1|0|0|0|1|0|214|60|126|7197936|0|NA|NA|4940|1320|1320|57126.4761904762
"040030017023"|0|2|1|0|0|0|0|2|1|1|1|0|0|1|0|227|92|198|11874780|0|NA|NA|NA|NA|NA|NA
"040050003013"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|6|0|4|227430|0|NA|NA|5600|6480|6480|56857.5
"040050009021"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|122|43|76|5093110|0|NA|NA|NA|3254|9492|67014.6052631579
"040050010001"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1959|470|1954|162158054|0|10724|19266|11338|10381|16600|82987.7451381781
"040099612012"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|157|59|174|12544986|0|NA|NA|9100|2160|9120|72097.6206896552
"040130610211"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|191|21|210|17479442|0|NA|NA|NA|2040|7824|83235.4380952381
"040130610241"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130610281"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|105|44|24|1632300|0|11253|11253|15000|29600|29600|68012.5
"040130715095"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130820242"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130820271"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|64|2|110|7222874|0|NA|NA|NA|NA|NA|65662.4909090909
"040130923051"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|342|52|526|44340558|0|NA|NA|NA|2040|7824|84297.63878327
"040130923091"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|20|5|18|880252|0|NA|NA|NA|18309|18309|48902.8888888889
"040130927203"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040130930013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131032072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131040002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|25|13|72|3041700|0|NA|NA|NA|NA|NA|42245.8333333333
"040131042054"|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131042072"|0|2|0|0|0|0|0|2|2|1|0|1|2|0|0|16|5|6|550000|0|NA|NA|NA|NA|NA|NA
"040131042172"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|122|64|58|3375554|0|NA|NA|12000|28874|28874|58199.2068965517
"040131044022"|0|2|1|0|0|0|0|2|2|1|0|1|1|1|0|0|0|4|289228|0|NA|NA|NA|NA|NA|NA
"040131050031"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|9|0|4|154228|0|26500|26500|NA|NA|NA|38557
"040131055011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|50|7|60|1878418|0|NA|NA|NA|NA|NA|31306.9666666667
"040131055022"|0|3|1|0|0|0|0|3|3|3|1|0|2|1|0|57|4|68|5243404|0|NA|NA|NA|NA|NA|NA
"040131065012"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|19|3|0|0|0|5850|5850|NA|7800|7800|NA
"040131069001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131072011"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1206|237|1032|78254866|0|10621|10621|7800|16401|16401|75828.3585271318
"040131072021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131075002"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|20|5|2|114000|0|17676|17676|NA|NA|NA|57000
"040131104002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|257|40|294|24524726|0|NA|NA|NA|2040|7824|83417.4353741497
"040131114011"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131118003"|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|39|18|0|0|0|NA|NA|NA|NA|NA|NA
"040131129002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040131138004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|20|7|54|2837270|0|NA|NA|NA|NA|NA|52542.037037037
"040131138005"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|223|27|224|17702124|0|NA|NA|NA|2040|7824|79027.3392857143
"040131152003"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|2812|1063|152|10299298|0|16153|16153|NA|9552|9552|67758.5394736842
"040131163003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|140|10|112|9662966|0|NA|NA|NA|2040|7824|86276.4821428571
"040131172003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168092"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132168131"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|24|4|12|1075130|0|9450|9450|NA|NA|NA|89594.1666666667
"040132168161"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040132182004"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|474|120|2214|204271208|0|9774|9774|NA|10710|12984|92263.4182475158
"040133187002"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|22|2|0|0|0|NA|NA|NA|12240|12240|NA
"040133190011"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|7878|1817|6558|708086794|0|11720|23544|13696|10710|28800|107972.978652028
"040133192022"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|95|21|38|2841338|0|30648|30648|NA|NA|NA|74772.0526315789
"040133193002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040133195004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|78|2|2|150000|0|NA|NA|NA|NA|NA|75000
"040133197083"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|54|9|76|5485836|0|17500|17500|9600|16741|16741|72182.0526315789
"040133197101"|0|6|0|0|0|0|0|6|6|5|3|0|2|2|1|1158|132|182|12530994|0|NA|NA|NA|NA|NA|NA
"040133199102"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040133201001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|116|2|22|1401440|0|4000|4000|NA|12117|12117|63701.8181818182
"040134213031"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|13|2|12|612846|0|NA|NA|NA|18309|18309|51070.5
"040134213042"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134221033"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|32|17|82|5447774|0|NA|NA|NA|NA|NA|66436.2682926829
"040134221072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134222032"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|29|3|32|2545240|0|NA|NA|NA|NA|NA|79538.75
"040134222102"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134222163"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040134222251"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|397|65|580|49500148|0|NA|NA|NA|2040|7824|85345.0827586207
"040134226223"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|16|8|20|1169708|0|NA|NA|NA|NA|NA|58485.4
"040135230061"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040136145003"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|34|1|52|3226100|0|NA|NA|NA|NA|NA|62040.3846153846
"040136160002"|0|0|1|0|1|1|0|1|1|1|0|0|0|1|0|596|144|458|65265576|0|48581|48581|NA|NA|NA|142501.257641921
"040136189001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040136196021"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|167|24|232|19748618|0|NA|NA|NA|2040|7824|85123.3534482759
"040138104002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040138117001"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|251|38|288|24078742|0|NA|NA|10310|2040|7824|83606.7430555556
"040138122002"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|9|4|12|396646|0|7740|7740|7000|12900|12900|33053.8333333333
"040138124005"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|600|23|160|11440252|0|12244|12244|NA|11758|11758|71501.575
"040139413001"|0|2|0|0|0|0|0|2|2|1|1|1|1|1|0|227|37|252|22067006|0|NA|NA|NA|NA|NA|NA
"040159507083"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|197|95|150|8923162|0|NA|NA|NA|1944|6804|59487.7466666667
"040159515011"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040159530011"|0|2|0|0|0|0|0|2|2|0|0|2|2|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040159536032"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040179601003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|109|37|150|9808876|0|NA|NA|NA|1948|9370|65392.5066666667
"040190001001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190001002"|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190002004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|23|1|22|1415654|0|NA|NA|NA|NA|NA|64347.9090909091
"040190004021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190005024"|0|1|1|0|0|1|0|1|1|1|0|0|0|0|1|7905|1855|3832|410063078|0|12106|32290|13450|10990|33739|107010.197807933
"040190006004"|0|2|0|0|0|0|0|2|2|0|0|2|2|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190017002"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|6|0|0|0|0|19931|19931|NA|NA|NA|NA
"040190030022"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190030031"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|90|56|136|8512084|0|NA|NA|NA|NA|NA|62588.8529411765
"040190033041"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|20|5|16|1371680|0|NA|NA|NA|20666|20666|85730
"040190033043"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|927|99|492|32564276|0|NA|NA|NA|2088|7404|66187.5528455285
"040190035021"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|21|3|10|174974|0|NA|NA|NA|NA|NA|17497.4
"040190040732"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040190045052"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040199408003"|0|1|0|0|0|0|1|1|1|1|1|0|1|0|0|87|29|30|1657690|0|NA|NA|4400|822|822|55256.3333333333
"040210012001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|275|58|184|11521784|0|NA|NA|7300|2580|5160|62618.3913043478
"040210014072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"040250003012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|307|51|296|24953848|0|18756|18756|12736|37512|37512|84303.5405405405
"040250009011"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|328|92|204|14411924|0|NA|NA|10378|2600|9332|70646.6862745098
"040250010022"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|85|26|98|4472114|0|14880|14880|9520|32976|32976|45633.8163265306
"040270109114"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|291|128|236|16172148|0|NA|NA|7702|2700|11250|68526.0508474576
"040270115032"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"050059501001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|64|13|76|3780340|0|NA|NA|NA|2352|3972|49741.3157894737
"050070203011"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|NA
"050070204012"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|5|3|2|64000|0|NA|NA|NA|14580|14580|32000
"050070205041"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|256|53|298|17796788|0|NA|NA|NA|3240|3600|59720.7651006711
"050070212011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|216|74|146|10091736|0|13920|13920|9554|27662|27662|69121.4794520548
"050070213171"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|22|11|14|147068|0|12000|12000|5460|15000|15000|10504.8571428571
"050097906001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|120|30|136|6966186|0|NA|NA|NA|2970|5070|51221.9558823529
"050134802003"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|87|29|126|5950086|0|NA|NA|4731|3240|4680|47222.9047619048
"050199536012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|196|122|330|20276072|0|5670|7848|9558|5880|8088|61442.6424242424
"050199536022"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|185|72|212|12645670|0|13500|13500|8510|29480|29480|59649.3867924528
"050279504012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|237|84|302|20002064|0|5274|8262|7595|6750|11970|66232
"050299503001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|95|23|124|5990626|0|NA|NA|NA|2448|3120|48311.5
