"ST_CASE","geometry"
50490,c(35.31925278, -94.42460833)
50491,c(36.104075, -90.61487778)
50492,c(34.88836389, -92.17248333)
50493,c(34.78858611, -92.20085833)
50494,c(33.47302222, -93.94070833)
50495,c(34.35870833, -94.37710556)
50496,c(35.83589167, -90.41356667)
50497,c(35.43990833, -93.82369722)
50498,c(34.92816389, -90.444)
50499,c(35.82273333, -92.55356667)
50500,c(36.02663889, -90.55784167)
50501,c(36.34947222, -92.40956667)
50502,c(34.80229722, -91.70348889)
50503,c(35.058475, -92.41688056)
50504,c(34.38854722, -91.09477778)
50505,c(34.49445556, -92.20911667)
50506,c(34.61943056, -92.364025)
50507,c(34.70936667, -92.21795556)
50508,c(34.74073611, -92.32263611)
50509,c(34.37137778, -92.86265833)
50510,c(35.92940833, -90.62144444)
50511,c(35.24949722, -91.718575)
50513,c(36.47592778, -90.53117778)
50514,c(35.248325, -93.03557778)
50515,c(35.8285, -90.69076667)
50516,c(34.58369167, -94.03693056)
50517,c(34.93742778, -91.74681111)
50518,c(35.05948056, -92.42520556)
50519,c(35.39636389, -94.37403889)
50520,c(35.31789444, -94.40455278)
50521,c(35.85933333, -93.91009722)
50522,c(33.70969444, -94.14682222)
50523,c(35.24298056, -92.86198333)
50524,c(34.58169444, -92.57745)
50525,c(34.88972222, -92.38618333)
50526,c(36.10165833, -94.18345)
50527,c(34.90836389, -92.08398889)
50528,c(34.98541667, -90.90129722)
50529,c(34.20176944, -92.04659167)
50530,c(33.32331111, -93.99799444)
50531,c(34.97704722, -92.12966944)
50532,c(34.56925833, -90.936)
50533,c(33.97115278, -94.08871389)
50534,c(33.62830556, -91.76496667)
50535,c(35.38225833, -94.39691944)
50536,c(36.33226667, -92.34061667)
50537,c(35.81595833, -89.92703056)
50538,c(35.16897778, -90.18440833)
50539,c(36.04308333, -92.81081111)
50540,c(34.27642222, -93.63432222)
50541,c(36.01996389, -90.92216111)
50542,c(35.70456389, -91.60729722)
50543,c(35.25613611, -91.86775833)
50544,c(34.24812778, -93.11561111)
50545,c(35.13443056, -92.40125)
50546,c(34.51834722, -92.342225)
50547,c(34.96340556, -92.03099444)
50548,c(35.38575278, -94.39166667)
50549,c(35.47634444, -93.788525)
50550,c(34.74711111, -92.36985556)
50551,c(36.2871, -94.34613889)
50552,c(34.74968889, -92.40964167)
50553,c(34.59548056, -92.36555)
50554,c(35.13995833, -90.22890556)
50555,c(35.275725, -90.47363333)
50556,c(33.37746944, -93.98815556)
50557,c(36.28821389, -93.17813889)
50558,c(34.89435833, -92.3993)
50559,c(34.21165, -92.03518889)
50560,c(35.87142222, -90.78340833)
50561,c(35.28570556, -91.94870278)
50562,c(35.70497222, -90.58889722)
50563,c(34.73236389, -92.17143333)
50564,c(34.43319167, -91.05520833)
50565,c(35.25199444, -90.85453611)
50566,c(34.34973889, -92.89315833)
50567,c(34.74365278, -92.29843333)
50568,c(35.16427778, -90.21139444)
50569,c(35.14791389, -93.78673611)
50570,c(35.84288611, -92.06750556)
50571,c(35.272925, -91.92398611)
50572,c(34.91515278, -93.91443889)
50573,c(35.89704167, -92.68052222)
50574,c(34.66915833, -92.38345556)
50575,c(35.667975, -91.44856111)
50576,c(34.12184444, -93.04502778)
50577,c(36.20510556, -94.53235556)
50578,c(36.13630556, -93.85925833)
50579,c(35.89001944, -90.32001667)
50580,c(34.67594722, -92.36600556)
50581,c(34.79027222, -92.16101667)
50584,c(36.07536389, -94.20226389)
50585,c(33.98634167, -93.19413611)
50586,c(35.03762222, -90.77751111)
50587,c(33.22498333, -92.6986)
50588,c(34.66951111, -92.355025)
50589,c(34.77769444, -92.24523056)
50590,c(36.09942778, -94.16229444)
50591,c(35.76261111, -90.07356944)
50592,c(35.78480556, -89.92549722)
50593,c(36.378525, -90.89424167)
50594,c(35.07804722, -92.54746944)
50595,c(36.41978056, -92.91439167)
50596,c(34.54048611, -91.7365)
50597,c(34.65601944, -92.26296944)
50598,c(34.97754167, -92.56953889)
50599,c(35.11261944, -93.22774444)
50600,c(34.61409167, -92.50785833)
50601,c(35.63826389, -90.88817778)
50602,c(34.18660833, -92.58058056)
50603,c(36.28187778, -90.93169444)
50604,c(35.130625, -90.46256389)
50605,c(36.39226944, -91.89370833)
50606,c(34.77941111, -92.26355)
50608,c(35.52875833, -93.887925)
50609,c(34.74366944, -92.41040833)
50610,c(36.26484722, -91.65389167)
50611,c(34.54045, -92.69656111)
50612,c(34.73648889, -92.28099167)
50613,c(36.25990833, -90.22948611)
50614,c(33.27867222, -91.25159167)
50615,c(36.14825833, -92.77256667)
50616,c(35.36178056, -94.41292778)
50617,c(34.78528889, -92.13018333)
50618,c(34.36047778, -92.81558889)
50619,c(34.48989722, -93.08733333)
50620,c(36.34819167, -94.13430833)
50621,c(36.23028056, -92.64636667)
50622,c(36.04675, -94.093)
50623,c(35.35753333, -93.61315278)
50624,c(34.77003333, -92.19438889)
50625,c(36.17578889, -94.20839444)
50626,c(35.29138611, -93.03172778)
50627,c(36.00662778, -90.90299167)
50628,c(35.68662778, -92.27933889)
50629,c(34.79987778, -92.01888056)
50630,c(35.022975, -93.1173)
50631,c(34.48692222, -93.093525)
50632,c(35.48551111, -93.58821389)
50633,c(35.26364722, -94.36996389)
50634,c(36.34025, -92.38562222)
50635,c(34.19228333, -92.06169722)
50636,c(33.12118889, -91.54213889)
50637,c(35.45274444, -94.06235833)
50638,c(33.29049722, -91.16241111)
50639,c(34.68658889, -92.44814167)
60001,c(34.12324444, -117.90758056)
60002,c(33.97545556, -118.16325556)
60003,c(38.59574722, -121.38286667)
60004,c(38.44166111, -122.59731667)
60005,c(39.34987778, -121.06789167)
60006,c(36.72921389, -119.79692222)
60007,c(37.05445, -120.65123333)
60008,c(34.06831111, -117.39336667)
60009,c(33.11703611, -117.09660556)
60010,c(40.69087222, -122.93291944)
60011,c(39.82608889, -121.92782778)
60012,c(39.80315556, -121.57863611)
60013,c(38.35049167, -121.33933056)
60014,c(39.08328889, -121.60648611)
60015,c(38.42338056, -122.78058889)
60016,c(37.68688333, -122.10235278)
60017,c(36.85254167, -119.78734722)
60018,c(36.64859722, -119.86248333)
60019,c(34.18567222, -118.47405)
60020,c(33.04453611, -115.57850278)
60021,c(33.16613056, -117.10803333)
60022,c(33.13752778, -117.15892222)
60023,c(33.13666111, -117.17282778)
60024,c(35.05212222, -116.44148056)
60025,c(34.91891389, -116.76642222)
60026,c(34.13548889, -117.33106944)
60027,c(33.73808889, -116.30391667)
60028,c(35.63674444, -119.20448333)
60029,c(33.74469167, -117.98748611)
60030,c(36.15280556, -119.26309722)
60031,c(37.01319167, -122.02338333)
60032,c(39.04461111, -122.7782)
60033,c(33.1633, -117.2115)
60034,c(41.73894444, -122.62930278)
60035,c(38.6071, -121.2733)
60036,c(38.43293611, -120.56507778)
60037,c(33.62452778, -117.92834722)
60038,c(35.60781944, -117.67651667)
60039,c(36.79800833, -119.78516111)
60040,c(35.18161667, -118.49106389)
60041,c(34.14998611, -117.24370833)
60042,c(35.49932778, -119.62842778)
60043,c(35.354025, -119.0031)
60044,c(36.50130278, -120.31624722)
60045,c(37.73235556, -122.43105833)
60046,c(37.89731944, -121.12311667)
60047,c(35.35335556, -119.03938889)
60048,c(32.76028056, -114.84188056)
60049,c(39.57114722, -121.61291667)
60050,c(37.38116944, -120.92306111)
60051,c(34.72382778, -115.64710278)
60053,c(39.41489167, -121.68268333)
60054,c(33.83821111, -117.28760556)
60055,c(38.54212778, -121.73666667)
60056,c(38.41895833, -122.33725278)
60057,c(37.99102222, -122.12870833)
60058,c(37.99035556, -121.26737222)
60059,c(37.05038611, -119.49814444)
60060,c(38.29664722, -122.658475)
60061,c(34.24310833, -116.82827778)
60062,c(38.61399444, -122.87858056)
60063,c(38.61143333, -121.27059167)
60064,c(32.84935, -117.07431111)
60065,c(34.32713889, -117.5168)
60066,c(36.98746111, -120.90435278)
60067,c(34.25146667, -117.4548)
60068,c(35.37154722, -118.96949444)
60069,c(33.84326389, -117.83309167)
60070,c(33.61565833, -117.86767778)
60071,c(36.752875, -120.06004722)
60072,c(37.33614722, -120.58265)
60073,c(36.06001111, -119.31213056)
60074,c(33.25081667, -116.96303889)
60075,c(34.52116389, -117.96301944)
60076,c(33.98475833, -117.97191667)
60077,c(33.98616111, -117.87111944)
60078,c(38.69472222, -121.76005833)
60079,c(39.19849167, -121.31762222)
60080,c(37.62367778, -120.93949444)
60081,c(32.80816111, -115.53574167)
60082,c(37.19093056, -121.7992)
60083,c(34.64045278, -120.29882222)
60084,c(38.64213889, -121.56296389)
60085,c(38.64261667, -121.39623056)
60086,c(38.44624722, -122.72440833)
60087,c(37.23127222, -120.9943)
60088,c(35.42631667, -118.93828611)
60089,c(38.67058889, -121.35978056)
60090,c(36.80841944, -119.79473333)
60091,c(36.53996667, -119.82162778)
60092,c(34.03018333, -117.91551944)
60093,c(32.70513611, -117.15761389)
60094,c(33.72708333, -117.86119167)
60095,c(34.0662, -117.6895)
60096,c(38.68903056, -121.42841111)
60098,c(38.71440556, -121.4251)
60099,c(36.21096111, -119.24183333)
60100,c(37.959625, -122.26363333)
60101,c(38.64243056, -121.27271389)
60102,c(34.42754167, -118.41855556)
60103,c(37.128875, -121.95330556)
60104,c(36.64200556, -121.66518889)
60105,c(33.71695, -114.52697778)
60106,c(34.77694722, -118.16918056)
60107,c(34.06861667, -117.39521389)
60108,c(36.62483056, -120.06125278)
60110,c(34.42016667, -119.67558056)
60111,c(35.41246667, -119.05088056)
60112,c(35.30485278, -120.67781944)
60113,c(37.8917, -121.11213056)
60114,c(37.28785833, -120.31983611)
60115,c(33.75825833, -118.00715556)
60116,c(35.34392222, -119.00312222)
60117,c(36.78261111, -119.74930278)
60118,c(33.05116111, -116.85146111)
60119,c(32.62408889, -116.75401944)
60120,c(32.99768889, -116.85405)
60121,c(37.31477222, -121.91386667)
60122,c(33.62561944, -117.91146944)
60123,c(36.76566944, -120.71553611)
60124,c(34.09850833, -117.81947778)
60126,c(37.762825, -120.97744167)
60127,c(38.13716944, -121.25753611)
60128,c(37.70141667, -122.15365556)
60129,c(37.18584444, -120.54731389)
60130,c(39.46186389, -121.45999722)
60131,c(33.81747778, -117.98406111)
60132,c(36.08804444, -118.89085278)
60133,c(39.90621389, -123.75763611)
60134,c(33.93276667, -118.39596667)
60135,c(34.71560556, -120.19086944)
60136,c(37.95416389, -120.69357778)
60137,c(40.92376667, -122.23668056)
60138,c(35.05251111, -118.33836111)
60139,c(35.16528889, -114.84586667)
60140,c(35.38354722, -119.116925)
60141,c(33.12191111, -117.07795278)
60142,c(32.65946667, -116.09920833)
60143,c(34.73467778, -120.44072778)
60144,c(32.73345278, -117.173325)
60145,c(32.83761944, -116.67590556)
60146,c(34.98566389, -114.67021667)
60147,c(34.44973056, -117.52133889)
60148,c(34.32128056, -119.37416667)
60149,c(37.35494722, -120.56377778)
60150,c(33.839425, -117.74442222)
60151,c(36.72900556, -119.69425)
60152,c(36.924, -121.79625833)
60153,c(35.95983889, -120.88423889)
60154,c(40.48622778, -122.32529444)
60155,c(36.76753056, -119.75457222)
60156,c(34.07070556, -117.95636111)
60157,c(33.29959167, -116.91036944)
60158,c(35.30373333, -120.391425)
60159,c(38.70203611, -120.82372222)
60160,c(37.81023611, -122.36508333)
60161,c(37.65354444, -120.99386944)
60162,c(36.73546944, -119.86928889)
60163,c(33.18571389, -116.69939167)
60164,c(37.76681111, -121.53878889)
60165,c(33.29145833, -117.45688333)
60166,c(34.189825, -114.462075)
60167,c(33.98119167, -117.36196111)
60168,c(41.81151944, -124.10811944)
60169,c(36.75342222, -119.82742222)
60170,c(34.10393889, -116.49173056)
60171,c(38.24189167, -121.28565)
60173,c(36.26836667, -119.78094167)
60174,c(34.29331111, -118.05168056)
60175,c(33.21164167, -116.54784722)
60176,c(34.95685833, -118.291775)
60177,c(34.72571111, -116.07553889)
60178,c(37.49508333, -122.30808889)
60179,c(37.88172222, -121.27876389)
60180,c(37.84336944, -121.01517222)
60181,c(37.9149, -121.29013056)
60182,c(38.04514167, -121.36849444)
60183,c(34.03618056, -118.22168333)
60184,c(37.49318333, -121.01888889)
60185,c(34.06846944, -117.39889444)
60186,c(33.925275, -118.33545)
60187,c(39.23788056, -123.17190833)
60188,c(34.67068056, -118.32423889)
60190,c(38.01365278, -121.91840556)
60191,c(38.59463611, -121.01719444)
60192,c(33.13959444, -117.15198611)
60193,c(38.59977222, -122.86217778)
60194,c(34.70362778, -118.34158333)
60195,c(34.06413889, -118.25047222)
60196,c(33.74778056, -116.9142)
60197,c(36.85726111, -121.52768333)
60198,c(38.71940556, -121.95646667)
60199,c(38.70651389, -122.46480278)
60200,c(37.64276111, -122.46225556)
60201,c(39.80281944, -121.57875)
60202,c(38.69074167, -121.41594722)
60203,c(37.74048056, -121.5014)
60204,c(34.51807778, -120.21720833)
60205,c(34.01236944, -117.39338056)
60206,c(39.32775556, -120.37108889)
60207,c(34.68983889, -117.82861111)
60208,c(34.50645, -117.90293056)
60209,c(36.75418333, -119.9699)
60210,c(40.57185, -121.57219444)
60211,c(38.72009722, -120.83516944)
60212,c(34.51758889, -118.02912778)
60213,c(36.83822778, -121.671775)
60214,c(38.61292778, -121.51153333)
60215,c(38.22318056, -122.25777778)
60216,c(36.22278333, -119.33268333)
60217,c(33.82814444, -118.28726667)
60218,c(34.06431944, -118.01231944)
60219,c(35.86109167, -119.26863889)
60220,c(34.07668056, -117.99809167)
60221,c(34.2648, -118.99417222)
60222,c(34.907475, -117.13980556)
60223,c(34.04077778, -118.27408611)
60224,c(33.95549167, -118.28103333)
60225,c(37.58822222, -122.35745)
60226,c(34.19363889, -119.14225)
60227,c(39.82431389, -120.42175833)
60228,c(37.78754167, -122.19772778)
60229,c(37.68174444, -121.08758611)
60230,c(34.06415, -117.80979444)
60231,c(34.506425, -117.90745556)
60232,c(32.70947778, -116.06547778)
60233,c(38.74419167, -121.27085833)
60234,c(38.04205, -121.18732778)
60235,c(39.27206389, -121.64599722)
60236,c(37.63827778, -120.90356667)
60237,c(39.46488611, -121.73204444)
60238,c(37.85929167, -121.25570556)
60239,c(36.051225, -119.10749722)
60240,c(36.18478056, -119.08195833)
60241,c(36.98601944, -121.83328333)
60242,c(34.82043333, -120.35310278)
60243,c(32.76233889, -115.83368889)
60244,c(33.75913333, -118.00601944)
60245,c(40.5019, -122.33599167)
60246,c(36.73440833, -120.28706944)
60247,c(37.66105833, -121.02621111)
60248,c(34.06429167, -118.99050833)
60249,c(35.00826667, -117.86204167)
60250,c(33.76248056, -117.76065556)
60252,c(37.637, -121.03052778)
60253,c(39.49578889, -121.53079444)
60254,c(38.63897222, -121.33067222)
60255,c(33.88243333, -118.28530278)
60256,c(35.24872222, -118.91444722)
60257,c(36.12383889, -119.89136111)
60258,c(33.90324167, -118.18714722)
60259,c(34.01079722, -117.97736389)
60260,c(34.17346944, -118.39107778)
60261,c(34.02986667, -118.2746)
60263,c(36.90480278, -121.75083056)
60264,c(39.14888056, -121.82348333)
60265,c(35.24735556, -119.20385833)
60266,c(36.54936944, -119.44865278)
60267,c(34.02565, -117.78795)
60268,c(32.69373889, -115.3475)
60269,c(36.77733889, -121.71247222)
60270,c(37.75575, -121.01855556)
60271,c(36.78717778, -119.85467778)
60272,c(38.66646944, -121.30867778)
60273,c(37.77505, -121.32122222)
60274,c(36.82946944, -121.43211944)
60275,c(35.635575, -117.51275278)
60276,c(34.97549444, -118.94171667)
60277,c(38.11585556, -121.23353333)
60278,c(38.84293056, -123.02666944)
60279,c(34.14293056, -118.2787)
60280,c(34.42695, -117.62081111)
60281,c(34.22295278, -117.04286389)
60282,c(37.60536111, -121.35271944)
60283,c(40.34010833, -122.28225)
60284,c(37.86758056, -122.19736667)
60286,c(39.09705833, -121.54412222)
60287,c(34.62838889, -117.34385)
60288,c(39.00144722, -120.89238611)
60289,c(35.13695278, -119.41281944)
60290,c(38.76043056, -120.883775)
60291,c(39.44131944, -121.55154444)
60292,c(38.64786111, -121.39819444)
60293,c(39.08653056, -121.54185)
60294,c(34.64131944, -115.67438889)
60296,c(34.80646944, -118.17106111)
60297,c(35.35386389, -119.0035)
60298,c(35.29639444, -119.13520556)
60299,c(35.33948889, -119.00860556)
60300,c(35.36715, -119.00286944)
60301,c(34.96051389, -116.65333056)
60302,c(34.8756, -117.07083611)
60303,c(40.882275, -121.66217778)
60304,c(37.70099444, -121.79567222)
60305,c(37.52134722, -121.84759167)
60306,c(37.53751389, -122.07091389)
60307,c(35.17256667, -119.10995556)
60308,c(35.33256111, -118.9143)
60309,c(34.50286389, -118.11644722)
60310,c(39.06726944, -123.22051111)
60311,c(34.64550556, -118.23604444)
60312,c(36.41540833, -121.598425)
60313,c(33.87640556, -118.08241389)
60314,c(37.44186111, -121.31279444)
60315,c(35.32658056, -119.10940556)
60316,c(37.86206944, -121.28009444)
60317,c(38.21518333, -120.76488333)
60318,c(34.39218056, -118.60585833)
60319,c(35.01005, -117.65262778)
60320,c(40.26841944, -123.84893889)
60321,c(37.60415, -122.39430556)
60322,c(38.59322222, -121.5448)
60323,c(37.65321944, -121.02373889)
60324,c(33.91529167, -117.84874167)
60325,c(33.93896389, -117.21761944)
60326,c(33.94663333, -117.24388611)
60327,c(33.82087778, -117.91953889)
60328,c(33.81490278, -116.48862222)
60329,c(38.68897778, -121.75412778)
60330,c(39.23311389, -121.64635)
60332,c(34.08671944, -118.81661389)
60333,c(34.47185, -117.096025)
60334,c(41.84509167, -122.57030556)
60335,c(39.266425, -121.03571667)
60336,c(32.71180278, -115.24935)
60337,c(34.81464167, -120.34746944)
60338,c(36.51965278, -119.39485556)
60339,c(35.03468056, -120.48218056)
60340,c(37.85688889, -120.94252222)
60341,c(34.88340278, -117.11806944)
60342,c(41.90633333, -122.38014167)
60343,c(38.96313333, -122.82915278)
60344,c(35.591025, -117.74835)
60345,c(37.42695556, -121.01587222)
60346,c(37.55116667, -120.77371111)
60347,c(37.65745278, -121.02608611)
60348,c(36.70166944, -121.73523333)
60349,c(37.58912222, -121.33153889)
60350,c(35.29610278, -119.25278611)
60351,c(33.95925, -116.50132778)
60352,c(38.10498889, -121.39057222)
60353,c(34.06395556, -117.82595278)
60354,c(32.70816389, -114.98864167)
60355,c(36.30283889, -120.25912222)
60356,c(34.01573889, -118.17191944)
60357,c(34.20866944, -118.22172778)
60358,c(38.65465, -121.36725)
60359,c(38.698, -121.32016667)
60360,c(39.32075, -121.5961)
60361,c(33.95513333, -117.54954444)
60362,c(35.47, -115.503)
60363,c(38.59128611, -120.66056389)
60365,c(39.39668889, -121.68805)
60366,c(38.00586111, -122.16404444)
60367,c(41.86452778, -123.26733611)
60368,c(38.802, -121.88701111)
60369,c(39.52901667, -121.16861111)
60370,c(37.94606389, -122.49057778)
60371,c(37.42371389, -121.37001667)
60372,c(41.80788889, -122.59688611)
60373,c(39.48306389, -121.50391111)
60374,c(35.39315556, -115.82971667)
60375,c(40.38422222, -123.92930556)
60376,c(39.052925, -122.93125556)
60377,c(35.09516111, -119.02208889)
60378,c(34.066175, -117.490675)
60379,c(34.72933611, -115.593975)
60380,c(33.35553889, -117.53016389)
60381,c(38.59066944, -121.85865)
60382,c(39.29213889, -121.59490278)
60383,c(33.72411111, -116.19902778)
60384,c(38.71583056, -121.29988056)
60385,c(33.85601944, -118.01989444)
60386,c(38.72483333, -121.392375)
60387,c(32.55603611, -117.04196111)
60388,c(33.74121667, -117.10023333)
60389,c(40.73923889, -123.23996389)
60390,c(39.20681111, -120.21861944)
60391,c(33.98784722, -117.36281667)
60392,c(33.76143889, -116.91169722)
60393,c(38.04621111, -122.19713611)
60394,c(40.47668056, -123.93508611)
60395,c(32.84734167, -115.47003333)
60396,c(37.99762222, -122.06221667)
60397,c(38.50580833, -121.46446111)
60398,c(38.5987, -121.50430556)
60399,c(33.23385833, -117.15058333)
60400,c(38.25365278, -121.29303333)
60401,c(32.81035, -116.91771389)
60402,c(32.78300278, -116.88960833)
60403,c(39.46043333, -121.58226944)
60404,c(39.03007222, -121.51583611)
60405,c(38.45633333, -121.39538333)
60406,c(39.23604722, -121.00371389)
60407,c(38.70388889, -121.36515556)
60408,c(38.46996944, -122.14507778)
60409,c(33.64323611, -117.28372778)
60410,c(33.603175, -117.17188889)
60411,c(39.67701667, -121.79608333)
60412,c(38.65191944, -121.327625)
60413,c(33.64148611, -117.38216389)
60414,c(38.01396111, -121.87771944)
60415,c(34.76492222, -118.73163333)
60416,c(38.64574722, -121.38008333)
60417,c(34.63086944, -117.55021111)
60418,c(38.98261389, -121.542975)
60419,c(33.30489167, -116.87677222)
60420,c(37.94254722, -120.64790278)
60421,c(33.869725, -117.04420278)
60422,c(33.68285, -117.87623889)
60423,c(40.88780278, -123.9805)
60424,c(38.57067778, -121.34011111)
60425,c(38.49298889, -122.12559444)
60426,c(38.67356944, -121.70867222)
60428,c(40.53105, -123.18351111)
60429,c(38.56021111, -121.366525)
60430,c(34.49240833, -118.17047222)
60431,c(38.92496944, -120.78888889)
60432,c(38.00462222, -121.75373611)
60433,c(37.10305833, -121.01290278)
60434,c(36.74903333, -120.44136389)
60435,c(34.45109444, -116.99268056)
60436,c(40.38866111, -122.40108611)
60437,c(37.60173889, -121.00957222)
60438,c(34.17643056, -114.39095)
60439,c(37.75638889, -121.45788611)
60440,c(35.34559167, -119.00313333)
60441,c(36.00770556, -119.31275556)
60442,c(33.93543889, -116.48)
60443,c(34.03048611, -117.61017222)
60444,c(38.55854444, -121.51365)
60445,c(35.21880833, -118.554525)
60446,c(34.78666389, -119.44165833)
60447,c(36.61791667, -119.30475278)
60448,c(34.99615, -117.54438611)
60449,c(38.14551944, -121.64375)
60450,c(32.80293056, -116.94240278)
60451,c(38.50081389, -121.46173611)
60452,c(36.45791111, -119.79613056)
60454,c(38.07880556, -120.52689722)
60455,c(38.54639167, -121.34764444)
60456,c(36.85836111, -120.4267)
60457,c(33.83971667, -117.13307778)
60458,c(33.67133333, -116.15965556)
60459,c(34.04686111, -117.62856944)
60460,c(37.62934167, -122.41521944)
60461,c(33.872925, -116.50576667)
60462,c(33.57574722, -117.23808611)
60463,c(39.52556111, -121.5342)
60464,c(34.03074444, -118.39135833)
60465,c(35.414625, -119.03000556)
60466,c(36.99814722, -120.87456667)
60467,c(34.83555556, -118.86331111)
60468,c(37.03351667, -121.65734722)
60469,c(32.94177222, -115.50898333)
60470,c(35.05608056, -116.43477222)
60471,c(37.99555556, -122.28870556)
60472,c(34.82247222, -118.87673333)
60473,c(33.6714, -117.31161111)
60474,c(39.33003611, -120.58841111)
60475,c(38.66843056, -120.66977222)
60476,c(38.007325, -122.21666667)
60477,c(35.01578611, -116.51848889)
60478,c(33.32896667, -117.49258889)
60479,c(33.09606111, -116.70063611)
60480,c(40.58511944, -122.35750278)
60481,c(38.76543611, -121.25565833)
60482,c(36.29539722, -120.26789444)
60483,c(38.59605, -121.41439167)
60484,c(38.75787778, -121.84123889)
60485,c(36.14548611, -119.08964722)
60486,c(39.25418611, -121.68731111)
60487,c(33.98071667, -117.84153611)
60488,c(34.36918333, -118.50106944)
60489,c(32.643525, -117.10128889)
60490,c(37.98658333, -121.24703889)
60491,c(34.48966944, -118.16169167)
60492,c(34.14865, -118.46953056)
60493,c(34.24194167, -117.22667222)
60494,c(34.13451111, -117.31101667)
60495,c(34.07986111, -116.53635)
60496,c(38.769025, -120.43910556)
60497,c(37.88616944, -121.10210833)
60498,c(38.29400833, -122.50279722)
60499,c(34.44390556, -116.8863)
60500,c(33.95097222, -118.29771944)
60501,c(33.84630556, -117.86578333)
60502,c(36.54275278, -121.89176667)
60504,c(33.97425556, -116.95953889)
60505,c(38.55120833, -121.42615)
60506,c(37.08355556, -120.43705)
60507,c(34.85069167, -118.16085556)
60508,c(41.54462778, -122.22745833)
60509,c(33.91590278, -116.61082222)
60510,c(33.28830833, -115.96269444)
60511,c(33.36398333, -117.06134444)
60513,c(37.93466944, -122.06034722)
60514,c(38.43741111, -120.87743611)
60515,c(33.87600278, -116.58553333)
60516,c(33.82490556, -117.95881667)
60517,c(33.8289, -117.94264167)
60518,c(38.12215833, -122.2203)
60519,c(37.31666111, -120.52821389)
60520,c(32.80165833, -117.21199444)
60521,c(33.96556944, -117.03038333)
60522,c(38.49638611, -121.33499722)
60523,c(38.43855556, -121.40199167)
60524,c(35.39095278, -119.04471667)
60525,c(35.10648333, -118.16134167)
60526,c(38.03881667, -121.25871667)
60527,c(35.221175, -119.38790278)
60528,c(37.3583, -120.85025556)
60529,c(37.48759722, -121.09531944)
60530,c(34.52214167, -119.91752222)
60531,c(38.75940833, -120.58914722)
60532,c(34.03519444, -118.33631667)
60533,c(34.03839167, -118.27253889)
60534,c(32.84733333, -116.95551389)
60535,c(37.36619722, -120.66300556)
60536,c(38.09947222, -120.878725)
60537,c(34.48194722, -118.38833611)
60538,c(40.73116944, -122.07623889)
60539,c(38.85481111, -123.58371944)
60540,c(34.51092222, -118.35368889)
60541,c(40.58649444, -122.38484167)
60542,c(36.64995, -119.30465556)
60543,c(37.54983889, -120.82094167)
60544,c(34.07949167, -118.2274)
60545,c(33.63400833, -117.15411111)
60546,c(37.65336944, -120.9574)
60547,c(33.91309722, -118.30911944)
60548,c(38.13543333, -122.25228889)
60549,c(37.93395, -120.60340278)
60551,c(36.63128056, -119.55658333)
60552,c(32.54383611, -117.03223611)
60553,c(33.25055278, -117.14791389)
60554,c(40.45783611, -122.00579444)
60555,c(32.75762778, -114.81985278)
60556,c(33.10397778, -115.44967778)
60557,c(37.15221667, -122.13461389)
60558,c(36.98252778, -121.43926667)
60559,c(40.17121389, -122.16376944)
60560,c(33.16290556, -117.20541389)
60561,c(35.52894167, -119.36768889)
60562,c(35.26713889, -119.10960833)
60563,c(34.61794722, -118.15311389)
60564,c(36.73554722, -119.86267778)
60565,c(34.03131667, -118.39001944)
60566,c(35.18193333, -118.494725)
60567,c(35.49297778, -119.526825)
60568,c(36.13793056, -119.58504722)
60569,c(32.67778333, -116.10303056)
60570,c(34.383125, -118.96769444)
60571,c(38.6032, -121.33808333)
60572,c(37.73659167, -121.95034167)
60573,c(35.42824444, -118.95511111)
60574,c(36.22603333, -119.6008)
60575,c(37.783125, -122.39510556)
60576,c(33.29437778, -117.14988611)
60577,c(35.59356667, -117.90703611)
60578,c(37.31833056, -121.93914722)
60579,c(38.87518889, -121.23781944)
60580,c(38.24504722, -120.71957222)
60581,c(37.11027778, -120.70748611)
60582,c(39.64596389, -121.78761111)
60583,c(36.54490278, -119.29417222)
60584,c(32.67907222, -115.67096389)
60585,c(33.75673333, -116.74626111)
60586,c(33.76851111, -117.25583056)
60587,c(41.0524, -123.66998056)
60588,c(37.47482222, -120.60581944)
60589,c(35.90651667, -119.88347778)
60590,c(38.52813333, -121.51906389)
60591,c(38.78735278, -121.77471111)
60592,c(35.2256, -118.84235556)
60593,c(35.22364444, -118.83092778)
60594,c(35.32388611, -119.25246111)
60595,c(36.54342222, -120.22524444)
60596,c(36.75743611, -119.72659722)
60597,c(36.80246111, -119.32416111)
60598,c(34.61148056, -118.15331389)
60599,c(34.61100556, -118.04093333)
60600,c(34.03334167, -118.27449444)
60601,c(33.71631389, -117.967075)
60602,c(34.80141389, -115.31868889)
60603,c(33.78102778, -117.87884722)
60604,c(37.16322222, -120.49195833)
60605,c(35.83743889, -119.2612)
60606,c(36.62720833, -119.646225)
60607,c(36.25551389, -119.958925)
60608,c(39.32095, -120.84091944)
60609,c(35.39023333, -118.98747222)
60610,c(33.81025556, -118.0813)
60611,c(34.0419, -117.96336389)
60612,c(34.20692222, -118.40618056)
60613,c(34.1558, -118.44618056)
60614,c(39.25021389, -121.66781111)
60616,c(38.67845, -121.22109444)
60617,c(35.44328333, -118.90345556)
60618,c(37.33349722, -121.08674722)
