"fips"|"inactive_win12"|"undergrad_school_prog"|"grad_school_prog"|"hbcu"|"hospital"|"medical_school_prog"|"tribal_school_prog"|"public_college_university"|"post_secondary_institution"|"degree_granting"|"grants_associates_certificate_only"|"not_degree_granting"|"size_lt1k"|"size_1k_10k"|"size_gt10k"|"cost_undergrad_instate"|"cost_undergrad_outstate"|"cost_grad_instate"|"cost_grad_outstate"|"cost_oncampus_living"|"ft_noninst_academic_staff"|"ft_community_admin_staff"|"total_instructional_staff"|"total_inst_staff_salary"|"est_avg_inst_staff_salary"|"no_reported_inst_staff"
"010730045024"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|8832|21864|8424|20556|13590|3442|642|1906|246036192|129085.095487933|0
"010730051043"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|12360|12360|8100|8100|NA|15|3|28|2265988|80928.1428571429|0
"010730102002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010730106045"|0|1|0|1|0|0|0|1|1|1|0|0|0|1|0|11164|11164|NA|NA|7348|131|71|128|7135786|55748.328125|0
"010730107041"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|37144|37144|21904|21904|12160|592|312|744|71398420|95965.6182795699|0
"010730112091"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|NA|206|97|270|18404118|68163.4|0
"010730131004"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|4760|117|57|162|10506376|64854.1728395062|0
"010730132001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010730143044"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|14539|14539|NA|NA|NA|13|6|20|1221092|61054.6|0
"010730144083"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010730144091"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010770101001"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|10200|20400|8910|17820|7900|492|172|592|48648098|82175.8412162162|0
"010770115041"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|10152|10152|4482|4482|7561|27|10|12|790394|65866.1666666667|0
"010810407002"|0|1|1|0|0|1|0|1|1|1|0|0|0|0|1|10704|32112|10692|32076|15396|4490|1257|2932|340285528|116059.184174625|0
"010830207001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|7530|15060|8688|15072|NA|158|41|176|15879156|90222.4772727273|0
"010830211011"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|NA|227|122|340|22299646|65587.1941176471|0
"010872317001"|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|19594|19594|20378|20378|9844|419|87|446|33739398|75648.8744394619|0
"010890002032"|0|2|1|2|0|0|0|2|2|2|1|0|0|2|0|12420|24840|NA|NA|NA|562|278|582|41106310|130352.044511278|0
"010890014043"|0|2|0|0|0|0|0|2|2|0|0|2|2|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890015003"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|10120|23012|10632|24430|11122|1058|262|718|70214656|97792|0
"010890030001"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|4440|4440|4464|4464|NA|4|1|0|0|NA|0
"010890106252"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|20722|20722|13680|13680|9384|153|34|194|10882238|56094.0103092784|0
"010890110213"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010950308013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010950311003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|4700|67|24|82|5985092|72988.9268292683|0
"010970004012"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|NA|121|67|128|8289944|64765.1875|0
"010970021001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|18100|18100|NA|NA|NA|0|0|0|0|NA|0
"010970029003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010970032061"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|20476|20476|NA|NA|NA|16|2|26|1271088|48888|0
"010970033021"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|22820|22820|7839|7839|12212|116|64|152|7717876|50775.5|0
"010970037032"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010970056023"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010970061061"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|24580|24580|13500|13500|10676|122|75|146|7920864|54252.4931506849|0
"010979800001"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|8976|17952|8640|17280|8830|1144|296|1098|86786830|79040.8287795993|0
"011010010002"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|NA|80|43|100|6150484|61504.84|0
"011010014002"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|27150|27150|14000|14000|10922|123|66|100|6950816|69508.16|0
"011010015003"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|8328|16656|7416|14832|7690|557|178|410|32862056|80151.356097561|0
"011010017001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"011010026004"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|21930|21930|15125|15125|8020|190|95|288|20091582|69762.4375|0
"011010054072"|0|2|2|0|0|0|0|2|2|2|0|0|1|1|0|18048|28704|19818|29952|NA|373|145|520|43560550|146690.919143541|0
"011010054104"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|15732|15732|16056|16056|NA|22|2|6|443030|73838.3333333333|0
"011056870024"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|6000|12000|NA|NA|4950|77|20|46|3010878|65453.8695652174|0
"011091891012"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|9792|19584|8550|17100|7996|837|418|904|71764188|79385.1637168142|0
"011110006002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|6000|119|61|200|13204468|66022.34|0
"011130306013"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|NA|68|41|82|4625910|56413.5365853659|0
"011170304071"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|12090|25110|10512|25128|10768|366|138|310|23850484|76937.0451612903|0
"011190113011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|9100|18200|6678|13356|8166|297|129|236|16749146|70970.9576271186|0
"011210107001"|0|1|1|1|0|0|0|1|1|1|0|0|1|0|0|12130|12130|16000|16000|6704|186|59|70|3748978|53556.8285714286|0
"011239623022"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|NA|71|30|98|6258142|63858.5918367347|0
"011250112002"|0|2|2|0|0|0|0|2|2|1|0|0|0|0|1|NA|NA|NA|NA|NA|4911|1451|3294|341952726|NA|0
"011250117012"|0|1|0|1|0|0|0|1|1|1|0|0|1|0|0|9548|9548|NA|NA|9582|102|36|94|5090136|54150.3829787234|0
"011250125051"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3810|7620|NA|NA|NA|174|70|210|13680872|65147.0095238095|0
"011270203011"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3556|7112|NA|NA|4650|140|56|198|13553372|68451.3737373737|0
"020200015001"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|18075|18075|NA|NA|NA|86|39|132|8391992|63575.696969697|0
"020200015004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|18|10|2|124910|62455|0
"020200016021"|0|2|2|0|0|0|0|2|2|2|0|0|1|0|1|26542|40126|20934|31122|21344|1195|423|932|80480038|157917.538809448|0
"020900013002"|0|2|2|0|0|0|0|2|2|1|0|0|0|1|0|NA|NA|NA|NA|NA|2181|457|566|51117256|NA|0
"021100001002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|7224|23072|11132|23414|12820|175|61|168|13799640|82140.7142857143|0
"021220007022"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|8900|8900|NA|NA|12150|13|2|2|144166|72083|0
"021220013002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"021700012012"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|10200|10200|NA|NA|7000|8|1|0|0|NA|0
"021850001001"|0|1|0|0|0|0|1|1|1|1|0|0|1|0|0|4920|4920|NA|NA|13000|63|14|22|2148568|97662.1818181818|0
"040019441004"|0|1|1|0|0|0|1|1|1|1|0|0|0|1|0|1320|1320|4500|4500|4940|211|46|114|6672436|58530.1403508772|0
"040030017023"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|2232|6000|NA|NA|9170|259|103|206|13464482|65361.5631067961|0
"040050003013"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|6840|6840|NA|NA|5547|10|1|4|246792|61698|0
"040050009021"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3254|9492|NA|NA|NA|125|46|90|7029914|78110.1555555556|0
"040050010001"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|11015|17792|11674|21204|11728|2234|497|2230|201200710|90224.533632287|0
"040099612012"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|2352|9552|NA|NA|6950|185|85|182|13551986|74461.4615384615|0
"040130610211"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|2328|8929|NA|NA|NA|202|26|188|16888954|89834.8617021277|0
"040130610241"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040130610281"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|31900|31900|11682|11682|15340|87|37|30|2100938|70031.2666666667|0
"040130715095"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040130820242"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040130820271"|0|3|0|0|0|0|0|3|3|2|2|1|2|1|0|NA|NA|NA|NA|NA|67|3|136|9636546|NA|0
"040130830002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040130923051"|0|1|0|0|0|0|0|1|1|1|0|0|0|0|1|2328|8929|NA|NA|NA|370|46|460|42512362|92418.1782608696|0
"040130923091"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|18810|18810|NA|NA|NA|19|5|26|1499802|57684.6923076923|0
"040130927203"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040130930013"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|26|3|56|2415900|43141.0714285714|0
"040131032072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131040002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|24|4|52|2637898|50728.8076923077|0
"040131042072"|0|2|0|0|0|0|0|2|2|1|0|1|1|1|0|NA|NA|NA|NA|NA|28|9|72|6433730|NA|0
"040131042172"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|32497|32497|13230|13230|13500|125|67|68|4432520|65184.1176470588|0
"040131044022"|0|1|0|0|0|0|0|1|1|0|0|1|0|1|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131055011"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|NA|NA|NA|27|5|26|2255788|86761.0769230769|0
"040131055022"|0|3|1|0|0|0|0|3|3|3|1|0|2|1|0|NA|NA|NA|NA|NA|52|4|96|7710206|NA|0
"040131065012"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|7800|7800|5850|5850|NA|12|0|0|0|NA|0
"040131072011"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|16390|16390|10138|10138|11162|1263|208|1164|95627858|82154.5171821306|0
"040131072021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131075002"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|17676|17676|NA|20|6|2|114000|57000|0
"040131104002"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|2328|8928|NA|NA|NA|283|43|304|27046008|88967.1315789474|0
"040131105013"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131114011"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131118003"|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|NA|NA|NA|NA|NA|45|18|0|0|NA|0
"040131118004"|0|2|0|0|0|0|0|2|1|1|0|0|1|0|0|NA|NA|NA|NA|NA|3|0|2|120000|NA|0
"040131125102"|0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131129002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131138004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|NA|NA|NA|NA|NA|25|10|54|3073094|56909.1481481481|0
"040131138005"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|2328|8929|NA|NA|NA|242|23|198|17109896|86413.6161616162|0
"040131152001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|6210|6210|4485|4485|NA|88|7|20|1452500|72625|0
"040131152002"|0|1|0|0|0|0|0|1|1|0|0|1|0|0|0|16520|16520|NA|NA|NA|0|0|0|0|NA|0
"040131152003"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|9552|9552|16215|16215|NA|2957|1066|172|12767018|74226.8488372093|0
"040131163003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|2328|8928|NA|NA|NA|143|12|104|9444344|90811|0
"040131172003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040132168092"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040132168131"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|9900|9900|NA|24|5|10|790364|79036.4|0
"040132169012"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|36000|36000|NA|3|0|4|180000|45000|0
"040132182004"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|11308|13512|10170|10170|NA|602|156|2508|251404392|100240.985645933|0
"040133187002"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|12240|12240|NA|NA|NA|23|3|0|0|NA|0
"040133190011"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|11308|31450|12376|25722|16091|9162|2132|6738|769841590|114253.723656871|0
"040133192022"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|43576|43576|NA|123|16|36|2861248|79479.1111111111|0
"040133193002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040133195004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|78|4|2|1e+05|50000|0
"040133197083"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|18462|18462|15915|15915|11950|59|8|78|6153308|78888.5641025641|0
"040133197101"|0|5|0|0|0|0|0|5|5|4|1|0|1|2|1|NA|NA|NA|NA|NA|1394|148|208|16695192|NA|0
"040133199102"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040133201001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|12143|12143|13550|13550|NA|233|3|60|4054088|67568.1333333333|0
"040134213031"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|18810|18810|NA|NA|NA|0|0|0|0|NA|0
"040134213042"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040134214003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040134221033"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|22|5|54|4052646|75049|0
"040134221072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040134222032"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|26|4|56|4557262|81379.6785714286|0
"040134222102"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040134222163"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040134222251"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|2328|8929|NA|NA|NA|440|69|524|48442994|92448.4618320611|0
"040134226223"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|16|2|18|1176138|65341|0
"040135230061"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040136160002"|0|0|1|0|1|1|0|1|1|1|0|0|0|1|0|NA|NA|47433|47433|NA|656|165|442|66008462|149340.411764706|0
"040136189001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040136196021"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|2328|8929|NA|NA|NA|182|23|202|18726004|92702.9900990099|0
"040138104002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040138117001"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|2328|8929|NA|NA|10440|276|41|262|23766940|90713.5114503817|0
"040138122002"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|13500|13500|8100|8100|7800|6|3|16|728852|45553.25|0
"040138124005"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|11650|11650|12169|12169|NA|522|28|164|12452148|75927.7317073171|0
"040139413001"|0|2|0|0|0|0|0|2|1|1|1|0|1|1|0|NA|NA|NA|NA|NA|221|41|222|20261086|NA|0
"040159507083"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1944|7056|NA|NA|NA|197|65|154|10620686|68965.4935064935|0
"040159530011"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040179601003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1948|9371|NA|NA|NA|161|35|174|12045828|69228.8965517241|0
"040190001001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040190002004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|22|4|38|2962080|77949.4736842105|0
"040190005024"|0|1|1|0|0|1|0|1|1|1|0|0|0|0|1|11546|37053|12718|32290|14400|8978|2138|4064|466676492|114831.813976378|0
"040190006004"|0|2|0|0|0|0|0|2|2|0|0|2|2|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040190017002"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|19931|19931|NA|7|1|0|0|NA|0
"040190030022"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040190030031"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|NA|NA|NA|NA|NA|80|28|132|9166882|69446.0757575758|0
"040190033041"|0|2|0|0|0|0|0|2|2|2|1|0|2|0|0|NA|NA|NA|NA|NA|30|9|42|3578876|160416|0
"040190033043"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|2208|7524|NA|NA|NA|980|103|492|37981806|77198.7926829268|0
"040190040732"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040190045052"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040190046162"|0|1|0|0|0|0|0|2|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040199408003"|0|1|0|0|0|0|1|1|1|1|1|0|0|1|0|822|822|NA|NA|4400|101|35|42|2613438|62224.7142857143|0
"040210012001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|2250|4500|NA|NA|8786|293|63|180|12076132|67089.6222222222|0
"040210014072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040250003012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|40680|40680|20340|20340|14102|377|59|322|28348088|88037.5403726708|0
"040250009011"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|2838|9344|NA|NA|10706|373|112|208|16222874|77994.5865384615|0
"040250010022"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|33960|33960|17136|17136|7790|86|44|94|4917782|52316.829787234|0
"040270109114"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|2820|9630|NA|NA|8527|315|138|252|18407462|73045.4841269841|0
"040270115032"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"050059501001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|2616|4080|NA|NA|NA|63|22|74|3661850|49484.4594594595|0
"050070203011"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"050070205041"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3480|3936|NA|NA|NA|233|35|312|18904304|60590.7179487179|0
"050070212011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|29488|29488|14520|14520|10258|216|74|144|10491806|72859.7638888889|0
"050070213171"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|15750|15750|12000|12000|6000|21|9|12|154392|12866|0
"050097906001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3000|4728|NA|NA|6822|120|23|136|6741084|49566.7941176471|0
"050134802003"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|3300|4680|NA|NA|6248|85|30|116|5626114|48500.9827586207|0
"050199536012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|5928|8136|5670|7848|10680|164|82|154|9849646|63958.7402597403|0
"050199536022"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|31780|31780|16813|16813|9240|184|76|220|13932140|63327.9090909091|0
"050279504012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|7200|12780|5616|8820|7601|249|91|316|21966362|69513.8037974684|0
"050299503001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|2688|3120|NA|NA|NA|98|24|124|6335902|51095.9838709677|0
"050310004031"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"050310006024"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|7176|13248|6534|11970|11100|1047|200|1034|74522138|72071.7001934236|0
"050350303012"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3552|4560|NA|NA|NA|85|39|66|3161894|47907.4848484848|0
