"ST_CASE","geometry"
180057,c(39.64657778, -86.32646389)
180058,c(40.34582778, -86.18383889)
180059,c(37.98336667, -87.67876389)
180060,c(38.86788889, -86.52021667)
180061,c(41.47027222, -87.32803611)
180062,c(38.73735, -85.59391389)
180063,c(40.45136111, -85.71015)
180064,c(40.207875, -85.2851)
180065,c(39.58642222, -86.106925)
180066,c(40.06450278, -85.18368611)
180067,c(39.78571389, -86.19469722)
180068,c(39.76378333, -86.9551)
180069,c(41.69535278, -86.00353333)
180070,c(40.06561667, -85.59029167)
180071,c(40.27880833, -86.54348611)
180072,c(41.72043611, -86.80565)
180073,c(40.42050278, -86.88681944)
180074,c(39.25813333, -85.36846389)
180075,c(40.25805278, -87.32678056)
180076,c(41.6759, -86.83660278)
180077,c(37.97722778, -87.569)
180078,c(39.433825, -87.39867778)
180079,c(38.86090833, -86.52106944)
180080,c(38.27655, -85.91363889)
180081,c(38.12851667, -87.20203333)
180082,c(41.11238889, -85.08556944)
180083,c(40.07406111, -87.02642778)
180084,c(40.03257222, -86.16494722)
180085,c(41.68721944, -86.22728611)
180086,c(41.58416667, -86.89675833)
180087,c(40.10134167, -85.49966389)
180088,c(40.95067222, -85.06093333)
180089,c(40.47467778, -86.51158611)
180090,c(41.57274167, -87.4783)
180091,c(39.75421667, -86.21606111)
180092,c(41.65187778, -86.76095556)
180093,c(41.25856111, -85.31823611)
180094,c(39.30601944, -87.38830278)
180095,c(41.24140278, -87.275725)
180096,c(41.52263333, -87.38940556)
180097,c(39.2957, -85.95640833)
180098,c(40.63896111, -86.73397222)
180099,c(37.969, -87.34025833)
180100,c(40.74244167, -85.12699444)
180101,c(41.60793056, -87.44648333)
180102,c(38.91153889, -85.62160833)
180103,c(38.82641667, -86.922425)
180104,c(39.13150278, -84.83856111)
180105,c(38.03173889, -87.01728889)
180106,c(39.47511667, -86.09470278)
180107,c(39.85740833, -84.93901667)
180108,c(40.05415278, -84.930025)
180109,c(39.733125, -86.85887778)
180110,c(41.42843611, -84.93306111)
180111,c(41.61086111, -87.47074444)
180112,c(39.84057778, -86.04596667)
180113,c(39.59276944, -86.10693611)
180114,c(39.78168611, -86.05693889)
180115,c(37.97719167, -87.54068611)
180116,c(41.63654722, -85.41766667)
180117,c(40.74051111, -86.76186111)
180118,c(38.12720278, -85.97415556)
180119,c(38.82284444, -86.51758333)
180120,c(41.31795833, -87.1781)
180121,c(41.16933333, -85.51288333)
180122,c(41.60386389, -87.33969722)
180123,c(41.33397778, -85.08771111)
180124,c(41.49179167, -86.84227222)
180125,c(41.42948889, -84.95966111)
180127,c(40.75630556, -86.29801111)
180128,c(38.87973611, -85.81019167)
180129,c(39.515775, -86.42104167)
180130,c(41.14459167, -87.25975)
180131,c(40.26701389, -85.50060278)
180132,c(39.20339167, -85.92388611)
180133,c(41.23572778, -85.75017778)
180134,c(41.60378056, -87.37188611)
180135,c(41.20381667, -87.34317778)
180136,c(40.41254444, -86.851975)
180137,c(40.27511389, -85.84583056)
180138,c(38.95163056, -85.88269444)
180139,c(39.99693889, -85.77739167)
180140,c(39.18326667, -85.93043056)
180141,c(40.25820556, -86.77116667)
180145,c(39.84867222, -86.37016944)
180146,c(40.14681389, -86.08873889)
180147,c(40.60494722, -86.94424722)
180148,c(41.5697, -87.38876667)
180149,c(40.04752778, -85.62218056)
180150,c(37.99165278, -86.78921111)
180151,c(39.85509167, -86.05913611)
180152,c(41.57048056, -87.43626111)
180153,c(39.72636111, -86.15881667)
180155,c(39.78596944, -86.16836944)
180156,c(39.81389722, -84.901675)
180157,c(39.142, -86.58261111)
180158,c(37.98505556, -87.60040278)
180159,c(40.96141944, -85.07374722)
180160,c(39.69921944, -86.29499444)
180162,c(39.70173611, -86.16367222)
180163,c(39.95183333, -85.85710833)
180164,c(39.87323611, -85.51931667)
180165,c(37.915925, -87.10027222)
180166,c(40.53530556, -85.65863611)
180167,c(41.60207778, -87.33713611)
180168,c(39.84025833, -86.09321944)
180169,c(39.40000556, -86.19593333)
180170,c(37.95332222, -87.65969722)
180171,c(38.14311667, -87.55105278)
180172,c(40.46103056, -86.76662778)
180173,c(39.80314722, -86.28053611)
180174,c(41.53742778, -85.93805833)
180175,c(41.06935278, -85.13669722)
180176,c(41.07439444, -85.2446)
180177,c(38.5271, -85.77416667)
180178,c(39.760025, -86.51282778)
180179,c(38.30556389, -85.74459167)
180180,c(39.69096667, -87.35327222)
180181,c(41.05063889, -85.09661944)
180182,c(41.40051111, -86.29128056)
180183,c(39.65115833, -86.08453611)
180184,c(41.65774167, -86.21706389)
180185,c(38.66236389, -85.86955556)
180186,c(39.6972, -86.37098611)
180187,c(39.83305556, -86.01000278)
180188,c(40.01113889, -86.82836111)
180189,c(38.40543611, -86.93710278)
180190,c(38.32828056, -85.73680556)
180191,c(40.19339722, -85.30619444)
180192,c(41.66186389, -86.77075833)
180193,c(41.40574444, -86.73661111)
180194,c(41.65813056, -86.89369722)
180195,c(41.55078611, -87.26003056)
180196,c(41.70830833, -86.82593056)
180197,c(40.495475, -86.13374722)
180198,c(41.02813333, -85.12338611)
180199,c(40.06642222, -85.91947778)
180200,c(38.229225, -85.93375833)
180201,c(41.41564722, -86.29787778)
180202,c(40.34295278, -87.04289722)
180203,c(39.90089167, -85.95713889)
180204,c(39.77504444, -85.98536111)
180205,c(41.60686111, -85.16933889)
180206,c(39.78164444, -86.06428611)
180208,c(40.08721944, -85.28086944)
180210,c(39.07919167, -84.88646389)
180211,c(38.01147778, -87.58283889)
180212,c(40.090175, -85.65265278)
180213,c(41.71620278, -86.19965)
180214,c(41.01852778, -86.149425)
180215,c(41.29557778, -86.11384167)
180216,c(40.33790556, -87.03982222)
180217,c(39.44996667, -86.38541944)
180218,c(39.98743889, -84.86758889)
180219,c(41.53230833, -86.00143056)
180220,c(39.50983056, -85.79597778)
180221,c(39.98847222, -85.92084167)
180222,c(41.52751111, -85.00758889)
180223,c(41.52154722, -87.20887778)
180224,c(39.97519722, -86.25341667)
180225,c(41.63206389, -87.50266944)
180226,c(39.05485278, -86.53603889)
180227,c(41.11829722, -85.23638889)
180228,c(41.28799722, -86.55628889)
180230,c(40.12744722, -86.57906111)
180231,c(39.86745833, -86.04736111)
180232,c(39.11481667, -86.19632222)
180234,c(37.95185833, -87.52060278)
180235,c(41.00510833, -85.346325)
180236,c(39.79419722, -86.12928889)
180237,c(41.45220556, -85.05382222)
180238,c(39.57101389, -85.91896667)
180239,c(39.92311944, -85.38208333)
180240,c(39.11729444, -85.64013333)
180241,c(41.42996389, -84.84143889)
180242,c(39.81803889, -86.12456944)
180243,c(41.06009722, -85.19975278)
180244,c(40.20136389, -86.57806111)
180245,c(40.06216389, -85.61536389)
180246,c(41.11353611, -86.36729444)
180247,c(38.03322778, -87.2786)
180248,c(41.73568889, -85.00420833)
180249,c(39.83231389, -86.27051944)
180250,c(41.67419722, -85.91679722)
180251,c(39.78001111, -85.883525)
180252,c(39.85033889, -85.769975)
180253,c(41.35409444, -86.00050833)
180254,c(41.535925, -86.09872778)
180255,c(40.72842778, -85.13889722)
180256,c(39.34686111, -87.37886389)
180257,c(41.62914167, -87.44728056)
180258,c(41.66146667, -85.98476111)
180259,c(39.38358889, -85.95386667)
180260,c(39.70698889, -86.14896389)
180261,c(38.3957, -86.96284167)
180262,c(41.72586667, -86.21698333)
180263,c(38.24586111, -85.95326111)
180264,c(40.43880278, -85.01977778)
180265,c(40.46439444, -85.95688889)
180266,c(39.24596111, -86.64245)
180267,c(39.80396944, -86.00968056)
180268,c(39.28690278, -86.22690556)
180269,c(40.95581667, -86.83090556)
180270,c(39.81631111, -86.18051111)
180271,c(38.23941667, -86.12724444)
180272,c(38.68168333, -85.86146389)
180273,c(39.81012222, -86.15670556)
180274,c(40.14591944, -85.66752222)
180275,c(39.72017778, -86.03704167)
180276,c(40.01837778, -85.84318333)
180277,c(39.76689444, -86.14245556)
180278,c(41.50505833, -87.47396389)
180279,c(38.94223056, -86.08119444)
180280,c(41.61641389, -86.50196389)
180281,c(40.50740278, -86.78849444)
180282,c(40.35853611, -86.50579444)
180283,c(41.7483, -86.33603889)
180284,c(39.82494722, -86.16395833)
180285,c(39.81965556, -85.89429167)
180286,c(39.82441667, -86.24963056)
180287,c(40.78556111, -86.79688333)
180288,c(41.44574722, -86.1426)
180289,c(41.26296667, -85.85243333)
180290,c(37.98518889, -86.71689722)
180291,c(39.25021667, -86.65172222)
180292,c(38.71863611, -87.51131944)
180293,c(40.45243333, -86.90154722)
180294,c(39.18799444, -85.81461667)
180295,c(41.73958889, -85.72766111)
180296,c(40.87728333, -85.49425556)
180297,c(39.42735, -86.94689444)
180298,c(41.71240833, -86.29387778)
180299,c(41.07764167, -85.51962222)
180300,c(41.44966667, -86.27645833)
180301,c(40.47904722, -85.83539722)
180302,c(41.40608889, -85.06002778)
180303,c(40.22513611, -85.16559167)
180304,c(39.967525, -87.24239722)
180305,c(40.72603611, -86.12589167)
180306,c(40.17849722, -85.12636111)
180307,c(39.93459722, -85.35253333)
180308,c(38.94577778, -87.01671389)
180309,c(41.20497222, -85.10426389)
180310,c(37.96805278, -87.53632778)
180311,c(38.22883333, -86.00406389)
180312,c(41.68041667, -86.16769167)
180313,c(40.33845, -84.81925)
180314,c(39.51470278, -86.74837778)
180315,c(40.19334722, -85.30965556)
180316,c(41.08033056, -85.13987222)
180317,c(38.60009167, -87.36387222)
180318,c(41.58744167, -87.31028333)
180320,c(39.65474167, -86.39546111)
180321,c(39.77370833, -86.22808889)
180322,c(41.40845, -87.47015556)
180323,c(40.74291667, -86.30955)
180324,c(40.05028056, -86.01569444)
180325,c(40.53068611, -85.63179167)
180326,c(39.12825833, -87.41163056)
180327,c(39.03591944, -87.16495556)
180328,c(39.29016111, -85.103025)
180329,c(39.22275556, -84.85781389)
180330,c(40.27386944, -86.20984167)
180331,c(39.76065, -86.65004167)
180332,c(40.59580833, -85.54880833)
180333,c(39.38435278, -87.30516111)
180334,c(39.54195, -87.45438333)
180335,c(41.40235278, -85.74301667)
180336,c(41.33400278, -87.29793611)
180338,c(41.60573056, -87.39988333)
180339,c(39.89952222, -85.88926667)
180340,c(41.15685, -86.60246944)
180341,c(39.66441944, -86.14764444)
180342,c(41.68245556, -86.26404722)
180343,c(38.27601389, -86.06295833)
180344,c(39.41977222, -85.97948333)
180345,c(39.81836944, -86.07846944)
180346,c(40.329325, -87.33398056)
180347,c(39.58642778, -86.288425)
180348,c(39.75413889, -86.14568611)
180349,c(38.26387222, -86.94248056)
180350,c(40.54161111, -85.55043611)
180351,c(41.60871111, -85.84848889)
180352,c(41.22453611, -85.16699722)
180354,c(41.09971389, -85.03142778)
180355,c(39.58510278, -86.13977778)
180356,c(39.43416389, -86.73880278)
180357,c(38.91932222, -87.14381667)
180358,c(41.657425, -85.27708889)
180359,c(39.74553056, -86.09216389)
180360,c(38.68269722, -86.09687222)
180361,c(41.62756389, -87.07705556)
180362,c(39.99176389, -85.78807222)
180363,c(41.55448333, -87.19727778)
180364,c(40.35641111, -85.55861667)
180365,c(41.17174167, -87.19861667)
180366,c(39.92269167, -86.11216111)
180368,c(39.08688333, -86.67927222)
180369,c(40.21890833, -85.55559444)
180370,c(41.54619444, -87.26956111)
180371,c(38.79516389, -85.61445556)
180372,c(39.78176389, -86.04540278)
180373,c(41.54910833, -86.98938056)
180374,c(39.78531667, -86.16640833)
180375,c(41.569725, -87.41313056)
180376,c(39.28513056, -87.12718889)
180377,c(39.46747222, -87.41403056)
180378,c(40.47488333, -86.14893056)
180379,c(41.14674722, -85.21542222)
180380,c(38.33327222, -86.65054444)
180381,c(39.22414444, -85.83117778)
180382,c(41.0989, -85.06569722)
180383,c(37.99381389, -87.54268056)
180384,c(39.97130833, -86.024825)
180385,c(38.73727222, -85.60535556)
180386,c(41.06168333, -86.28052778)
180387,c(39.76836389, -86.11645)
180388,c(41.40558056, -87.25239167)
180389,c(41.07582778, -85.10000556)
180390,c(39.83842778, -86.25610278)
180391,c(37.99219722, -87.54282778)
180392,c(40.01559444, -86.12930833)
180393,c(41.67999444, -86.95979167)
180394,c(41.75390278, -85.4303)
180395,c(39.32936111, -85.44315833)
180396,c(38.27221944, -85.73633889)
180397,c(41.56315278, -87.34622222)
180398,c(39.88881944, -86.21168889)
180399,c(40.16254722, -86.76054444)
180400,c(39.70624722, -86.25578056)
180402,c(41.57449444, -87.35615)
180403,c(39.82333889, -86.20503056)
180404,c(39.67527222, -86.06351389)
180405,c(39.76701944, -86.13533889)
180406,c(39.42677778, -85.01267778)
180407,c(40.07897222, -86.47568333)
180408,c(39.81464167, -86.12164444)
180409,c(38.71599722, -85.47376111)
180410,c(41.66720556, -86.86178333)
180411,c(39.05647778, -85.4712)
180412,c(39.86987778, -85.93494722)
180413,c(41.53518333, -86.92427778)
180414,c(39.70267778, -86.13929722)
180415,c(40.41895, -86.12191667)
180416,c(38.2268, -86.64057222)
180417,c(39.83519444, -86.27056111)
180418,c(39.72133611, -86.13549444)
180419,c(39.62815833, -86.384725)
180420,c(41.30234722, -86.50998889)
180421,c(41.74738611, -85.02785)
180422,c(41.34313333, -85.83160833)
180423,c(41.25014444, -85.52424722)
180424,c(41.54937222, -87.41018611)
180425,c(40.99383333, -87.44996111)
180426,c(41.12701667, -85.37961944)
180427,c(38.06637778, -87.74255278)
180428,c(37.97701944, -87.52931944)
180429,c(39.226125, -86.84525278)
180430,c(40.84450556, -85.525275)
180431,c(41.03384722, -85.33589167)
180432,c(39.78880278, -86.09458333)
180433,c(40.07886389, -85.67776944)
180434,c(39.23416667, -85.01771111)
180435,c(41.05556389, -86.51806389)
180436,c(39.95708611, -85.98418333)
180437,c(39.8504, -84.81942778)
180438,c(41.65617222, -86.32691389)
180440,c(39.07545, -86.75808056)
180441,c(39.81838333, -86.08227222)
180442,c(41.60379167, -87.37363333)
180443,c(41.49102222, -87.48352778)
180444,c(41.53512222, -87.47121389)
180445,c(40.93152222, -85.50950278)
180446,c(41.67289167, -86.21001944)
180447,c(41.4349, -87.35481389)
180448,c(39.82459167, -86.18497222)
180450,c(41.711925, -86.389125)
180451,c(41.56732222, -87.32952222)
180452,c(39.02364444, -87.13568611)
180453,c(37.95106111, -87.54252222)
180454,c(40.00438611, -85.61470833)
180455,c(39.70032778, -86.16886944)
180456,c(40.46166944, -86.16665)
180457,c(39.34322778, -87.27238611)
180458,c(40.41750556, -86.25284722)
180459,c(41.64883889, -86.20169444)
180460,c(38.77963889, -86.461275)
180461,c(40.11110278, -85.652825)
180462,c(40.91539167, -85.58422222)
180463,c(39.48823333, -85.76859444)
180464,c(40.02937222, -87.24347222)
180466,c(40.23641667, -85.01610833)
180467,c(41.62314444, -85.016875)
180468,c(41.73051111, -86.34501111)
180469,c(39.23010833, -86.72328889)
180470,c(39.44614722, -86.38786667)
180471,c(39.91651667, -85.88115)
180472,c(41.07505, -85.33690833)
180473,c(41.07608611, -86.24013889)
180474,c(39.64750278, -86.28827222)
180475,c(38.29022778, -85.72805833)
180476,c(39.55995278, -86.29742222)
180477,c(41.18641667, -86.56315833)
180478,c(39.48407222, -86.41730833)
180479,c(40.57874167, -87.26861389)
180480,c(39.957, -85.99487222)
180481,c(40.04089722, -85.67799444)
180482,c(38.37170278, -86.73881944)
180483,c(38.74746944, -85.38825278)
180484,c(41.72063889, -85.81263333)
180485,c(41.32059167, -85.88400278)
180486,c(40.01965, -85.84316389)
180487,c(39.81474167, -86.15914167)
180488,c(37.97754167, -87.57080556)
180489,c(41.40157778, -86.31404167)
180490,c(38.28697778, -85.749425)
180491,c(41.43521389, -87.41700833)
180492,c(39.41847222, -84.97389722)
180493,c(39.79125833, -85.61268056)
180494,c(39.98675278, -85.38377778)
180495,c(41.13120833, -87.27572222)
180496,c(39.75210556, -86.06389444)
180497,c(41.45781944, -87.36496667)
180498,c(39.70416111, -86.09689167)
180499,c(39.83261944, -86.33581389)
180500,c(41.51103056, -87.31994722)
180501,c(39.11465278, -85.46766944)
180502,c(39.81077778, -86.12828333)
180503,c(39.95570556, -86.00624444)
180504,c(40.43806944, -85.01558611)
180505,c(38.96580833, -86.77905833)
180506,c(41.71600833, -85.55739444)
180507,c(40.547275, -85.67389444)
180508,c(39.78440278, -86.06430833)
180509,c(40.50891111, -85.76122778)
180510,c(39.4675, -87.39304444)
180511,c(38.09365278, -87.69302778)
180512,c(41.686525, -84.97341944)
180513,c(37.96071389, -87.57108056)
180514,c(40.74284444, -86.25954167)
180515,c(40.99679167, -85.22881667)
180516,c(38.73979722, -87.48090556)
180517,c(38.73800556, -85.446)
180518,c(39.31991389, -85.67203333)
180519,c(39.82013333, -85.85200833)
180520,c(37.98029167, -87.57512222)
180521,c(40.26330833, -86.04108611)
180522,c(40.11440278, -86.17402222)
180523,c(40.48944167, -86.27134722)
180524,c(41.04979167, -85.209475)
180525,c(39.65303889, -86.57798056)
180526,c(41.74495278, -86.26390833)
180527,c(39.80065, -86.17980556)
180528,c(40.12001389, -85.94571944)
180529,c(39.69483333, -86.14893333)
180530,c(40.09728056, -85.69196389)
180531,c(40.99092778, -85.02808056)
180532,c(39.72508889, -86.97320833)
180533,c(39.34686111, -87.38021111)
180534,c(40.54092778, -84.96954167)
180535,c(41.67182778, -86.35105)
180536,c(39.92696111, -86.04142778)
180537,c(38.46724167, -85.61558333)
180538,c(40.86565833, -87.34016944)
180539,c(38.418675, -87.00775278)
180540,c(41.09683056, -85.61652778)
180541,c(39.78138056, -86.10954167)
180542,c(39.71969722, -85.57681944)
180543,c(39.54233333, -86.03609722)
180544,c(40.432875, -86.90378333)
180545,c(41.15191389, -84.87435278)
180546,c(41.70245278, -85.93953611)
180547,c(38.33148889, -85.753925)
180548,c(38.93668611, -85.84221667)
180549,c(41.70025, -86.92248611)
180550,c(41.59569444, -87.47487778)
180551,c(38.29620278, -85.83642222)
180552,c(38.67401389, -87.514075)
180553,c(41.57499167, -87.51818333)
180554,c(41.31848333, -87.05479444)
180555,c(40.77762778, -86.45005556)
180556,c(38.14129722, -87.47302778)
180559,c(41.28928056, -87.19946667)
180560,c(39.09375278, -86.20885556)
180561,c(41.25529167, -85.35505833)
180562,c(39.76121944, -86.07021944)
180563,c(38.01928611, -87.36793611)
180564,c(39.73380833, -86.25029167)
180565,c(41.07158333, -84.96227222)
180566,c(39.8062, -86.21105556)
180567,c(39.76882222, -86.11031944)
180568,c(40.18230278, -84.90050556)
180569,c(40.74930278, -86.87505)
180570,c(39.09005833, -87.17104722)
180571,c(39.88190278, -86.24776389)
180572,c(39.86953333, -84.92964167)
180573,c(40.52561389, -86.09198889)
180574,c(39.07205278, -86.62835833)
180575,c(39.56728056, -85.24040278)
180577,c(39.75491111, -86.20976667)
180578,c(41.316725, -86.27570833)
180579,c(41.61076389, -86.65034722)
180580,c(39.77394167, -86.00928889)
180581,c(40.45464444, -85.54942222)
180582,c(39.54099167, -86.05913889)
180583,c(41.14060833, -85.63500278)
180584,c(41.09584722, -84.97470556)
180585,c(41.20291111, -85.21008611)
180586,c(40.98583056, -84.95968611)
180587,c(39.78059167, -86.21311389)
180588,c(40.36824167, -84.90083333)
180589,c(40.88035833, -86.63914444)
180590,c(38.100425, -87.11864722)
180591,c(39.76697222, -86.33681667)
180592,c(41.28534722, -87.35536389)
180593,c(39.12224722, -86.61445278)
180594,c(40.04176667, -86.88668333)
180597,c(38.54521389, -85.66555)
180598,c(40.72181111, -85.62064722)
180600,c(40.7542, -85.57296944)
180601,c(38.75725, -87.10643611)
180602,c(40.24355, -86.68929722)
180603,c(40.707875, -86.71977222)
180604,c(39.39846389, -87.40040556)
180605,c(39.00680556, -85.68140278)
180606,c(39.44154444, -84.972075)
180607,c(39.29146111, -84.87398333)
180608,c(37.92989722, -86.65886667)
180609,c(39.79792222, -85.89752222)
180610,c(38.53453611, -86.17827778)
180611,c(39.77435556, -86.12628056)
180612,c(40.03461667, -86.16498056)
180613,c(40.75725833, -86.30844444)
180614,c(40.46763333, -86.98038056)
180615,c(38.65280833, -85.78348611)
180616,c(39.36217778, -85.49254722)
180617,c(38.39180278, -85.76166111)
180618,c(39.17915833, -86.58308333)
180619,c(41.65633889, -86.26631389)
180620,c(38.65560278, -87.06106944)
180621,c(41.261975, -85.9112)
180622,c(41.24974444, -86.05084722)
180623,c(39.17451944, -85.78319167)
180624,c(41.667625, -85.77251389)
180625,c(41.43969722, -87.31623056)
180626,c(39.44476667, -86.04370278)
180627,c(41.75790556, -86.15719167)
180628,c(41.20838611, -87.19885556)
180629,c(40.37399167, -86.76276667)
180630,c(39.81454722, -86.14350833)
180631,c(41.13808889, -85.135425)
180632,c(39.95229444, -87.456425)
180633,c(40.63971111, -85.69496667)
180634,c(38.00150556, -86.83038333)
180635,c(41.01390556, -87.44972778)
180636,c(38.55255, -86.63553056)
180637,c(39.78218333, -85.9904)
180638,c(41.65513333, -86.21413056)
180639,c(40.74566667, -84.89846944)
180641,c(41.591525, -86.797925)
180643,c(41.13243611, -85.15835278)
180645,c(39.77203056, -86.04669167)
180646,c(41.64563333, -87.01899444)
180648,c(37.96199444, -87.55233333)
180649,c(39.66795278, -87.42828056)
180650,c(37.99664167, -87.46619444)
180651,c(41.57235833, -87.28309722)
180652,c(40.34868611, -86.80284444)
180653,c(39.87371667, -85.46633056)
180654,c(38.05133056, -86.61082778)
180655,c(39.62568611, -86.04459722)
180656,c(39.82093611, -86.04589722)
180657,c(40.50844722, -85.27775278)
180658,c(39.70056111, -86.1545)
180659,c(39.90966111, -86.2696)
180660,c(38.69154722, -85.17921944)
180661,c(40.258175, -86.77116389)
180662,c(39.37528056, -85.98611111)
180663,c(39.79433056, -86.20465556)
180664,c(39.29664722, -85.18232778)
180665,c(38.45375833, -86.18243056)
180666,c(41.66335, -86.08765278)
180667,c(41.60144167, -86.71236944)
180668,c(38.67025278, -85.58057222)
180669,c(39.63953889, -86.15844167)
180670,c(41.45082222, -86.00145556)
180671,c(38.56476389, -85.77864167)
180672,c(39.69143056, -86.26630556)
180673,c(40.40589722, -86.80679722)
180674,c(39.17201667, -86.48422778)
180675,c(38.79906389, -87.02321667)
180676,c(41.34660278, -85.078575)
180677,c(40.443775, -86.86876389)
180678,c(39.46947778, -86.37552778)
180679,c(41.23804444, -86.26146389)
180680,c(39.76414444, -86.30467222)
180681,c(38.04577222, -87.43632222)
180682,c(39.77149722, -86.16705556)
180683,c(39.80116111, -86.26993056)
180684,c(39.76707222, -86.15690556)
180685,c(39.09915, -87.40823611)
180686,c(40.09735833, -85.68043333)
180687,c(39.87898056, -86.09187222)
180688,c(41.73876111, -86.15916667)
180689,c(41.60995833, -87.45237222)
180690,c(40.08090278, -85.97142222)
180691,c(41.13204722, -87.27571944)
180692,c(41.36293333, -85.84483056)
180693,c(41.51761111, -86.78646667)
180694,c(40.3181, -85.46099722)
180695,c(41.38879722, -86.58244444)
180696,c(40.59623889, -85.56066111)
180698,c(38.07483611, -87.08746667)
180699,c(38.29853889, -87.21929722)
180700,c(38.31660833, -86.08798056)
180701,c(40.66109444, -86.12800556)
180702,c(39.82574444, -86.04572222)
180703,c(39.86806667, -86.20177778)
180704,c(41.54513056, -87.33638056)
180705,c(39.61714444, -85.0655)
180706,c(40.05423611, -86.60104167)
180707,c(41.18746111, -87.11248056)
180708,c(40.04897222, -86.81421667)
180709,c(39.96688611, -86.80876111)
180710,c(41.48992222, -87.2272)
180711,c(41.74726111, -85.68012778)
180712,c(40.11299167, -85.65285)
180713,c(38.73731111, -85.59902778)
180714,c(41.75075278, -85.65781944)
180715,c(41.69903611, -86.1292)
180716,c(39.47011111, -85.62962222)
180717,c(41.64128889, -85.44321389)
180718,c(40.11615833, -86.12819167)
180719,c(38.66316389, -85.813025)
180720,c(39.24898333, -86.29163889)
180721,c(38.68572222, -86.45458611)
180722,c(39.07995, -85.92876389)
180723,c(39.011025, -85.79797222)
180724,c(39.64632222, -86.12075)
180725,c(40.30844722, -87.25392778)
180726,c(41.17974722, -85.00738056)
180727,c(41.57161944, -87.10515)
180728,c(41.22510278, -84.91335833)
180729,c(40.41750833, -86.82058056)
180730,c(38.30031944, -85.83487222)
180731,c(39.796325, -86.06774167)
180732,c(39.83898333, -86.02710833)
180733,c(41.64242222, -87.06582222)
180734,c(39.31537778, -85.23898889)
180735,c(38.94220556, -86.44205556)
180736,c(39.94699722, -84.91735556)
180737,c(39.79711111, -85.99058611)
180738,c(39.94699444, -87.53263611)
180739,c(41.58913611, -86.89720278)
180740,c(38.02923333, -87.67186389)
180741,c(37.96288611, -87.55514444)
180742,c(38.32599722, -85.80069167)
180743,c(41.72206389, -85.21516111)
180744,c(40.00080833, -85.96910833)
180745,c(39.45005833, -86.3857)
180746,c(40.72793056, -86.87278056)
180747,c(41.2204, -85.13356667)
180748,c(39.96753056, -85.02927778)
180749,c(39.57558889, -85.81033333)
180750,c(38.49156111, -85.77206111)
180751,c(41.59013333, -85.83462222)
180752,c(41.59493056, -87.23488056)
180753,c(41.64442778, -85.16347778)
180754,c(39.18782222, -85.88823056)
180755,c(40.60248611, -86.81206111)
180756,c(39.62403333, -85.92255278)
180757,c(41.554425, -87.34591944)
180758,c(39.98411389, -86.14428056)
180759,c(41.608825, -84.91411111)
180760,c(38.40344722, -85.67655)
180761,c(39.80309444, -85.97239167)
180762,c(41.14449167, -87.28073333)
180763,c(39.2151, -86.61138056)
180764,c(41.585375, -87.46160556)
180765,c(39.80763333, -86.35010556)
180766,c(41.17241944, -86.24203056)
180767,c(39.68777778, -86.27890833)
180768,c(39.61463056, -86.06754444)
180770,c(40.4322, -86.73290556)
180771,c(39.91968333, -86.15800278)
180772,c(38.40164722, -85.67719167)
180773,c(41.57343056, -87.39508611)
180775,c(41.04103889, -85.25258611)
180776,c(39.89613611, -86.04609722)
180777,c(38.31774722, -85.75266111)
180778,c(40.93346667, -87.16406389)
180779,c(37.85829722, -87.93762778)
180780,c(41.45079722, -87.03668611)
180781,c(39.48011389, -86.29414444)
180782,c(40.00384722, -85.33981111)
180783,c(41.03834722, -86.02431667)
180784,c(40.122625, -85.56857222)
180785,c(41.54398611, -87.33143056)
180786,c(40.39351667, -86.83839167)
180787,c(39.4814, -85.794025)
180788,c(38.22970278, -86.233925)
180789,c(41.57266944, -87.18301667)
180790,c(40.17299722, -85.03523611)
180791,c(39.71303056, -86.02451111)
180792,c(39.82513889, -85.99102222)
180793,c(39.80727778, -86.26997222)
180794,c(39.89932778, -86.2168)
180795,c(38.77025278, -85.43257222)
180796,c(41.61018333, -87.48546389)
180797,c(41.338175, -85.66761667)
180798,c(39.75807778, -86.28896389)
180799,c(38.81540833, -85.06395833)
180800,c(39.72690556, -86.18688611)
180802,c(39.57429444, -86.15893889)
180803,c(41.67231944, -86.25193056)
180804,c(40.73125833, -86.02988611)
180805,c(40.12110833, -86.48126389)
180806,c(41.07866667, -85.22745)
180807,c(41.36706389, -85.08295)
180808,c(40.11333889, -85.53751389)
180809,c(39.93055, -86.16183333)
180810,c(39.94751667, -86.01458889)
180811,c(39.47828611, -85.05260833)
180813,c(39.75138889, -86.15434167)
180814,c(39.82796111, -85.82090278)
180815,c(39.72983333, -86.26523333)
180816,c(41.71433611, -86.883525)
180817,c(39.93795278, -86.02161944)
180818,c(39.83164722, -86.27569722)
180819,c(39.38517222, -87.39545833)
180820,c(40.43342222, -86.12729167)
180821,c(39.375775, -87.30527222)
180822,c(39.35396389, -85.94243889)
180823,c(39.907475, -86.07328333)
180824,c(38.26074167, -86.96343056)
180825,c(39.28023611, -84.96023333)
180826,c(39.64749722, -86.28825833)
180827,c(39.74023333, -86.52844167)
180829,c(41.55221944, -86.42701111)
180830,c(39.85194722, -86.19394167)
180831,c(38.75918333, -87.12051667)
180832,c(39.02513056, -86.88953333)
180833,c(39.53535, -86.38656944)
180834,c(41.26492778, -85.70598611)
