"ST_CASE","geometry"
40886,c(33.41504722, -111.840025)
40887,c(35.01276389, -110.65564167)
40888,c(33.47846389, -112.22076944)
40889,c(32.15761667, -110.92635)
40890,c(33.419, -110.81521111)
40891,c(32.20674722, -110.97619444)
40892,c(33.406825, -112.04718611)
40893,c(33.59471389, -112.0996)
40894,c(33.49433056, -112.25569722)
40895,c(33.48021667, -111.98121944)
40896,c(35.24989167, -111.53116944)
40897,c(33.36507778, -111.68776944)
40898,c(33.53845, -112.08235)
40899,c(33.50915278, -112.21793333)
40900,c(33.50956389, -112.17393889)
40901,c(33.50550833, -112.15418333)
40902,c(35.09324444, -114.59813333)
40903,c(33.55314722, -112.16019167)
40904,c(32.07631111, -111.31609167)
40905,c(33.64173889, -112.06544444)
40906,c(33.21213056, -111.68170833)
40907,c(33.60010833, -112.28126944)
40908,c(33.37818333, -111.99224167)
40909,c(33.42506667, -112.13445833)
40910,c(33.487075, -112.23775833)
40911,c(33.46217778, -112.15441667)
40912,c(33.16753611, -111.56863333)
40913,c(33.51021944, -112.11706944)
40914,c(32.78644722, -111.56762222)
40915,c(33.62253889, -112.03077778)
40916,c(33.13283611, -111.55191111)
40917,c(33.58040833, -112.27318056)
40918,c(32.25105, -110.73953333)
40919,c(33.50225, -112.115925)
40920,c(33.4354, -112.34963611)
40921,c(34.24941111, -113.08139444)
40922,c(33.48749444, -112.42153333)
40923,c(32.91631389, -111.65330278)
40924,c(33.5675, -112.17753889)
40925,c(33.862375, -112.14496944)
40926,c(33.26332222, -111.63475)
40927,c(33.650425, -112.37968611)
40928,c(35.98191111, -114.70279167)
40929,c(34.42845278, -112.55060556)
40931,c(33.41413889, -111.73653611)
40932,c(34.22110556, -112.11187778)
40933,c(32.25078611, -110.8709)
40934,c(33.52592778, -112.34103611)
40935,c(34.63898056, -111.81521667)
40937,c(33.54513889, -112.22042222)
40938,c(36.81754444, -114.04777222)
40939,c(33.31987222, -111.72108889)
40940,c(36.90165278, -113.93948889)
40941,c(33.42276111, -111.75735)
40942,c(99.9999, 999.9999)
40943,c(35.27037222, -111.54505278)
40944,c(33.4669, -112.030275)
40945,c(33.53819444, -112.05635833)
40946,c(31.61960278, -110.05153611)
40947,c(33.48401389, -112.26369722)
40948,c(34.07344722, -110.19341111)
40949,c(33.40698889, -112.02500278)
40950,c(32.93905833, -111.51499167)
40951,c(33.328475, -111.68730278)
40952,c(32.95217778, -111.521575)
40953,c(33.4108, -111.99075278)
40954,c(32.27206667, -111.01018889)
40955,c(35.29061667, -112.14244444)
40956,c(35.22212222, -114.21605)
40957,c(34.73062778, -114.28606944)
40958,c(32.26106111, -110.98541389)
40959,c(33.37230556, -111.92856944)
40960,c(32.97385556, -111.48529167)
40961,c(33.20407222, -111.84111389)
40962,c(33.36376389, -111.91128056)
40963,c(33.60006111, -112.10047222)
40964,c(32.20686111, -110.86298333)
40965,c(33.50943611, -112.18634444)
40968,c(34.83590833, -110.18451667)
40969,c(33.03380278, -109.13461667)
40970,c(33.50455833, -112.12280833)
40971,c(33.04365278, -111.72232778)
40973,c(32.95828056, -111.71671944)
40974,c(33.56598056, -112.271275)
40975,c(33.43731944, -112.20481111)
40977,c(32.24704167, -110.914)
40978,c(33.67258889, -112.35335556)
40979,c(33.61160278, -111.97795833)
40980,c(35.2322, -114.03705556)
40981,c(33.60520833, -112.05475556)
40982,c(33.46152222, -112.26868056)
40983,c(33.72356667, -113.70310833)
40984,c(33.54349444, -111.61088611)
40985,c(32.05371944, -110.95365)
40986,c(33.39388333, -112.01713056)
40987,c(34.12818889, -112.14999444)
40988,c(33.46188333, -112.0489)
40989,c(33.306525, -111.80244444)
40990,c(33.58192778, -112.10964167)
40991,c(33.55175278, -113.24095556)
40992,c(32.1343, -110.93902778)
40993,c(33.9769, -112.12867778)
40994,c(33.52949722, -112.17503611)
40995,c(77.7777, 777.7777)
40996,c(33.19571667, -111.58206944)
40997,c(33.21926389, -111.98016944)
40998,c(33.26136944, -111.89296944)
40999,c(34.78736389, -110.22429167)
41000,c(33.11774722, -111.90547222)
41001,c(33.43539444, -112.59520278)
41002,c(33.51073333, -112.11248889)
41003,c(33.44465556, -111.954675)
41004,c(77.7777, 777.7777)
41005,c(77.7777, 777.7777)
41006,c(77.7777, 777.7777)
41007,c(32.17735556, -110.83253333)
41008,c(32.20684722, -110.96833056)
41009,c(32.26488611, -110.96110278)
41010,c(33.45143889, -111.89058056)
41011,c(33.45132222, -111.87464167)
41012,c(34.89523333, -114.58537778)
41013,c(33.45179167, -111.89053611)
41014,c(33.43580278, -112.25511667)
41015,c(35.53426667, -114.35541389)
41017,c(32.76445833, -109.45284444)
41018,c(32.163525, -111.09784722)
41019,c(34.04808056, -112.84231389)
41020,c(77.7777, 777.7777)
41021,c(33.55272778, -112.06522222)
41022,c(33.50918889, -112.11708333)
41023,c(33.31222778, -112.15386111)
41024,c(33.48048889, -112.15168333)
41025,c(33.40785278, -111.57191111)
41026,c(33.34740556, -111.99010556)
41027,c(33.39301111, -111.88327222)
41028,c(33.37831389, -111.94950833)
41029,c(33.39326944, -112.04726667)
41030,c(35.04431111, -114.59014722)
41031,c(35.55761667, -114.09666389)
41032,c(32.13776944, -110.97756944)
41033,c(33.45773056, -112.36243333)
41034,c(33.121325, -111.73768611)
41035,c(33.62519722, -112.14671667)
41036,c(33.50530556, -112.20310833)
41037,c(33.32984722, -111.72131944)
41039,c(33.39294722, -111.87162778)
41040,c(32.27391944, -110.97821111)
41041,c(36.82094722, -114.03853889)
41042,c(33.610775, -112.13385833)
41043,c(35.20160278, -111.47752778)
41044,c(33.49499722, -112.12135)
41045,c(33.42300556, -112.22617222)
41046,c(31.56747222, -110.25793889)
41047,c(32.27205833, -110.94373056)
41048,c(32.15278611, -111.00883056)
41049,c(32.1402, -111.15264167)
41050,c(33.61372222, -112.24060833)
41051,c(36.91078611, -111.45666944)
41052,c(34.47500278, -112.88823611)
41053,c(33.39223333, -112.08222778)
41054,c(32.14136667, -110.93485278)
41056,c(33.47771111, -112.00423611)
41057,c(36.915225, -113.84178611)
41058,c(32.36280833, -109.63835833)
41059,c(35.21674167, -112.39359167)
41060,c(34.11101944, -109.26490833)
41061,c(33.46993056, -112.25528611)
41062,c(33.42106944, -112.78141389)
41063,c(34.05308333, -109.91866389)
41064,c(32.16127222, -110.92635833)
41065,c(32.27206944, -110.98895556)
41066,c(32.13311944, -110.97786389)
41067,c(33.43686389, -112.08336944)
41068,c(33.38615556, -111.69356389)
41069,c(33.58265833, -112.00039444)
41070,c(33.46958611, -112.15177222)
41071,c(33.81828889, -111.89123333)
41072,c(35.79432778, -114.11500833)
41073,c(33.55290833, -111.579675)
41074,c(33.423, -112.22743056)
41075,c(33.42182778, -111.986775)
41076,c(33.22520556, -111.92458333)
41077,c(32.12987222, -111.02463056)
41078,c(33.668075, -112.08281667)
41079,c(33.45854444, -112.51288889)
41080,c(33.45149167, -112.11760278)
41081,c(33.43596389, -111.90462222)
41082,c(33.39269167, -111.98267222)
41083,c(33.46533889, -112.24365556)
41084,c(77.7777, 777.7777)
41085,c(33.65104444, -112.11436389)
41086,c(77.7777, 777.7777)
41087,c(77.7777, 777.7777)
41088,c(33.55128056, -112.11696667)
41090,c(35.08219167, -114.60387778)
41091,c(34.62761111, -112.49597778)
41092,c(32.94764722, -111.75656944)
41093,c(77.7777, 777.7777)
41094,c(33.46620278, -111.88866944)
41095,c(77.7777, 777.7777)
41096,c(33.58276944, -111.97802222)
41097,c(33.46576389, -112.06516667)
41098,c(32.59681944, -114.68406111)
41099,c(33.35001111, -111.60114444)
41100,c(35.52268056, -113.46364167)
41101,c(33.43463333, -112.065025)
41102,c(77.7777, 777.7777)
41103,c(35.01775278, -114.60282222)
41104,c(36.92700278, -110.22363333)
41105,c(35.23321667, -111.57590833)
41106,c(33.63796389, -112.06540556)
41107,c(77.7777, 777.7777)
41108,c(31.53287778, -110.25769722)
41109,c(77.7777, 777.7777)
41110,c(77.7777, 777.7777)
41111,c(35.82520833, -110.22061389)
41112,c(77.7777, 777.7777)
41113,c(77.7777, 777.7777)
41114,c(32.28728056, -111.01199722)
41115,c(32.18643333, -112.37948333)
41117,c(34.07987222, -109.88072778)
41118,c(32.80209167, -109.63988889)
41119,c(33.72530833, -113.60081389)
41120,c(33.45488889, -112.1518)
41121,c(77.7777, 777.7777)
41122,c(33.48851389, -111.99553611)
41123,c(77.7777, 777.7777)
41124,c(33.37759444, -112.17176944)
41125,c(34.240025, -114.175825)
41126,c(33.62628611, -112.03079444)
41127,c(77.7777, 777.7777)
41128,c(77.7777, 777.7777)
41129,c(31.88967778, -111.19001111)
41130,c(33.48041389, -112.00620556)
41131,c(33.62494444, -112.09975833)
41132,c(33.51354444, -112.08256944)
41133,c(33.44715, -112.08705556)
41134,c(33.48034167, -112.20513056)
41135,c(33.50923889, -112.11293333)
41136,c(31.49056389, -109.42378889)
41137,c(32.32329444, -111.01206667)
41138,c(33.45136111, -111.9688)
41139,c(33.38893611, -111.83809722)
41140,c(77.7777, 777.7777)
41141,c(33.03452222, -109.97061667)
41142,c(32.01836111, -111.07455833)
41143,c(77.7777, 777.7777)
41144,c(77.7777, 777.7777)
41145,c(33.43733333, -111.718075)
41146,c(33.32793889, -111.72771389)
41147,c(33.65209444, -112.03107778)
41148,c(34.03574444, -110.47895278)
41149,c(36.92704167, -109.16956389)
41150,c(99.9999, 999.9999)
41151,c(32.09550278, -112.57970833)
41152,c(36.33656944, -109.62454722)
41153,c(36.57376667, -109.54976111)
41154,c(32.22132222, -112.66573333)
41155,c(77.7777, 777.7777)
41156,c(33.303125, -111.89440833)
41157,c(32.37518611, -111.12741111)
41158,c(33.49507778, -112.09994722)
41159,c(77.7777, 777.7777)
41160,c(77.7777, 777.7777)
41161,c(32.71886667, -114.61035833)
41162,c(33.48062222, -111.84585)
41163,c(99.9999, 999.9999)
41164,c(33.37793889, -112.00531111)
41165,c(33.48019722, -112.20752222)
41166,c(33.61721389, -112.16854444)
41167,c(33.53803056, -112.151425)
41168,c(32.10852778, -112.072275)
41169,c(33.49493889, -112.16859444)
41170,c(33.49356944, -112.29333889)
41171,c(33.46598333, -112.15185278)
41172,c(77.7777, 777.7777)
41173,c(33.45154444, -111.80244444)
41174,c(33.458725, -112.13472222)
41175,c(77.7777, 777.7777)
41176,c(33.629875, -112.01333889)
41177,c(33.39213056, -112.14519167)
41178,c(77.7777, 777.7777)
41179,c(77.7777, 777.7777)
41180,c(32.72222778, -111.78086111)
41181,c(77.7777, 777.7777)
41182,c(33.64045278, -112.02870556)
41183,c(33.40439167, -111.92602778)
41184,c(33.62746944, -112.09964167)
41185,c(77.7777, 777.7777)
41186,c(35.2395, -111.57095278)
41187,c(33.47307778, -112.00418889)
41188,c(77.7777, 777.7777)
41189,c(33.48037778, -111.99249722)
41190,c(77.7777, 777.7777)
41191,c(33.56683611, -112.13435833)
41192,c(36.93098889, -110.22088889)
41193,c(77.7777, 777.7777)
41194,c(99.9999, 999.9999)
41195,c(77.7777, 777.7777)
41196,c(32.55826111, -110.70730833)
41197,c(33.42246111, -112.13462222)
41198,c(31.95420833, -110.99406111)
41199,c(33.49505833, -112.22049167)
41200,c(33.87653056, -109.95631944)
41201,c(33.58258333, -113.445)
41202,c(77.7777, 777.7777)
41203,c(77.7777, 777.7777)
41204,c(33.44930278, -112.54283056)
41205,c(33.45083056, -112.22118889)
41206,c(33.64034167, -111.94292778)
41207,c(34.1691, -109.99902778)
41208,c(33.61076111, -112.12424444)
41209,c(33.41083889, -111.98590833)
41210,c(33.437, -111.65839722)
41211,c(34.10789444, -114.32036944)
41212,c(99.9999, 999.9999)
41213,c(77.7777, 777.7777)
41214,c(77.7777, 777.7777)
41215,c(77.7777, 777.7777)
41216,c(77.7777, 777.7777)
41217,c(77.7777, 777.7777)
41218,c(33.37772222, -112.12696389)
41219,c(77.7777, 777.7777)
41220,c(77.7777, 777.7777)
41221,c(34.20298611, -110.08201944)
41222,c(33.46970833, -112.11726111)
41224,c(77.7777, 777.7777)
41225,c(77.7777, 777.7777)
41226,c(33.42234444, -111.61880556)
41227,c(77.7777, 777.7777)
41228,c(33.43683889, -112.06634444)
41229,c(33.37752222, -112.16804722)
41230,c(77.7777, 777.7777)
41231,c(33.39371111, -111.73666111)
41232,c(34.28014444, -109.93761111)
41233,c(33.66611389, -112.39309444)
41234,c(33.46578889, -112.21954444)
41235,c(32.68584167, -114.63333611)
41236,c(33.65398333, -112.0999)
41237,c(33.12727778, -111.74761111)
41238,c(32.87964167, -111.69538889)
41241,c(33.39541389, -110.76961667)
41243,c(34.18642222, -114.21585833)
41244,c(33.39345278, -111.75361944)
41245,c(33.66393889, -112.03213056)
41246,c(33.13484722, -111.76788056)
50001,c(33.95151111, -93.23276389)
50002,c(34.07624722, -93.971425)
50003,c(35.86545278, -90.65840833)
50004,c(33.75715556, -93.903775)
50005,c(36.30050833, -94.12656389)
50006,c(36.08616389, -92.94971111)
50007,c(34.50845833, -92.538925)
50008,c(34.40029444, -92.37386389)
50009,c(34.57853333, -94.22258611)
50010,c(36.27154444, -93.81089722)
50011,c(33.43998611, -94.04308611)
50012,c(35.84520556, -90.68538333)
50013,c(34.88474722, -92.37811389)
50014,c(34.67719444, -92.40892778)
50015,c(36.37346389, -94.26615)
50016,c(34.75493056, -92.35878056)
50017,c(34.61756667, -92.50135)
50018,c(34.73818889, -92.56904722)
50019,c(35.47781389, -93.40551111)
50020,c(35.99127222, -94.00754722)
50021,c(34.66868056, -92.33333889)
50022,c(35.14350278, -90.11496111)
50023,c(33.77273333, -91.27514167)
50024,c(34.24487222, -92.02568056)
50025,c(34.15606944, -92.4041)
50026,c(35.43259167, -92.39014167)
50027,c(34.47455, -92.53835556)
50028,c(36.39941944, -94.03473333)
50029,c(34.78463056, -92.40196389)
50030,c(35.70995833, -91.21238611)
50031,c(35.426175, -93.52953056)
50032,c(36.47313611, -94.29229444)
50033,c(34.01801667, -93.9778)
50034,c(34.73998333, -92.30571667)
50035,c(36.13237778, -93.67961111)
50036,c(34.70813611, -92.28105)
50037,c(34.979275, -91.58783889)
50038,c(36.41186111, -90.66710833)
50039,c(35.82683889, -90.65902222)
50040,c(36.11772778, -90.50989722)
50041,c(36.17188056, -94.13905556)
50042,c(34.61458333, -92.55933333)
50043,c(34.57821944, -92.32678056)
50044,c(33.64769167, -94.10553889)
50045,c(35.79611944, -94.18950278)
50047,c(34.47869167, -91.51534722)
50048,c(35.136075, -90.19362778)
50049,c(35.153, -90.07174444)
50050,c(35.54348611, -90.49573889)
50051,c(35.83069444, -91.73391944)
50052,c(34.65391667, -92.42707778)
50053,c(34.82091667, -92.33844722)
50054,c(35.96666111, -91.52125278)
50055,c(34.94041389, -92.16456111)
50056,c(34.74700556, -92.40101944)
50058,c(34.59867778, -92.552)
50059,c(34.83891667, -91.295125)
50060,c(35.28523611, -91.65696944)
50061,c(35.60930556, -91.26000278)
50062,c(34.44193333, -92.77479167)
50063,c(33.67914722, -93.61386111)
50064,c(36.41464444, -94.1205)
50065,c(33.89590556, -93.24035)
50066,c(34.306625, -93.20235556)
50067,c(34.83912778, -92.16117778)
50068,c(35.061575, -90.68076111)
50070,c(34.58721389, -93.14547778)
50071,c(36.300075, -92.44715556)
50072,c(35.38626389, -94.413725)
50073,c(34.66889444, -92.33763611)
50074,c(36.32368056, -93.09098056)
50075,c(36.02706944, -90.55676389)
50076,c(34.44976111, -90.78556944)
50077,c(34.15529444, -92.40440833)
50078,c(33.27381389, -91.18227778)
50079,c(34.69666111, -92.09646944)
50080,c(35.76502222, -91.93123333)
50081,c(33.86623333, -94.17649167)
50082,c(34.61486944, -92.507075)
50083,c(33.36750556, -93.51618889)
50084,c(36.05639167, -94.16205833)
50085,c(34.45247222, -93.07061944)
50086,c(34.83565833, -91.47237778)
50087,c(34.84869444, -92.146275)
50088,c(34.81799167, -91.61930556)
50089,c(36.15343056, -94.17260556)
50090,c(34.19265556, -92.40319444)
50091,c(34.67602222, -92.36533333)
50092,c(34.83666111, -92.34784167)
50093,c(35.64926667, -91.05156944)
50094,c(34.32928333, -92.92395)
50095,c(35.36779722, -93.53074722)
50096,c(36.45136667, -90.85651667)
50097,c(34.99401389, -92.41487778)
50098,c(33.74426944, -93.51428333)
50099,c(34.40423611, -93.16914722)
50100,c(34.72213056, -92.32763611)
50101,c(34.74519167, -92.54986944)
50102,c(34.66846389, -92.26436111)
50103,c(34.97731111, -92.12875278)
50104,c(36.45561944, -93.16467222)
50105,c(36.24934722, -92.68852778)
50106,c(33.47534167, -94.01043333)
50108,c(34.21461111, -93.08373611)
50109,c(34.385125, -92.75004167)
50110,c(34.48774167, -93.09140278)
50111,c(36.33758056, -93.451425)
50112,c(34.73259167, -92.30611944)
50113,c(35.2134, -92.69416667)
50114,c(35.41744444, -93.13493056)
50115,c(36.38105278, -92.02985278)
50116,c(34.71917222, -92.40121111)
50117,c(35.68933333, -90.53143056)
50118,c(34.74815833, -92.28588611)
50119,c(35.06608611, -92.43418333)
50120,c(33.61328889, -92.77738889)
50121,c(34.81980278, -92.34069167)
50122,c(34.56554444, -93.61988056)
50123,c(34.91906389, -91.80375278)
50124,c(34.89563611, -92.02756944)
50125,c(34.67999722, -92.34377222)
50126,c(35.031075, -91.80275833)
50127,c(34.59696667, -92.60264444)
50128,c(34.61563056, -92.91898889)
50129,c(35.91051111, -90.58800833)
50130,c(34.74364167, -92.288525)
50131,c(35.24903889, -91.68088333)
50133,c(34.48076944, -93.05982222)
50134,c(36.22511389, -94.14440278)
50135,c(34.40058611, -93.23795)
50136,c(34.37561667, -92.47751389)
50137,c(33.98191389, -94.33094444)
50138,c(35.37490833, -94.38582222)
50139,c(35.4459, -93.74837222)
50140,c(35.31903056, -92.94339722)
50141,c(34.85240278, -92.141)
50142,c(35.23593056, -91.70151111)
50143,c(34.77431111, -92.38983889)
50144,c(34.60893611, -91.41621389)
50145,c(34.18278056, -92.02440278)
50146,c(34.70019444, -92.27037778)
50147,c(36.43043333, -94.37491111)
50148,c(34.080575, -92.54806389)
50149,c(36.06733611, -90.45794167)
50150,c(34.49425278, -92.20901944)
50151,c(34.54488333, -92.19963333)
50152,c(33.90595833, -92.14504167)
50153,c(34.21313056, -91.98045833)
50154,c(34.70672222, -94.17928333)
50155,c(36.26225556, -93.77679722)
50156,c(35.14815, -93.16279722)
50157,c(34.79829722, -92.41568333)
50158,c(35.90394722, -93.932875)
50159,c(34.71371667, -92.28584722)
50161,c(34.20557222, -92.00698333)
50162,c(35.08225556, -92.22524722)
50163,c(36.19911389, -93.71871944)
50164,c(34.85698056, -94.06693056)
50165,c(35.29436667, -94.39903889)
50166,c(35.97540556, -90.97881111)
50167,c(35.24624167, -92.73323611)
50168,c(35.11283333, -92.95415)
50169,c(35.36291944, -94.39065)
50170,c(35.10424722, -90.22945278)
50171,c(34.97746944, -91.56320833)
50172,c(35.714475, -92.33513333)
50173,c(35.22385833, -91.71503889)
50174,c(36.38448611, -91.86147222)
50175,c(34.29659167, -93.63140833)
50176,c(36.055925, -90.57135556)
50177,c(36.37082778, -93.75308056)
50178,c(35.270675, -91.90578056)
50179,c(35.14651667, -90.17243889)
50180,c(34.86696111, -92.09781389)
50181,c(35.17364167, -90.89220833)
50182,c(35.24484444, -92.95385556)
50183,c(33.24436389, -91.79648333)
50184,c(35.14741389, -90.30195556)
50185,c(35.31271667, -91.76156667)
50186,c(34.78026667, -92.39044722)
50187,c(33.84145, -93.89247222)
50188,c(36.25691944, -93.90896111)
50189,c(33.02856667, -92.58867222)
50190,c(34.89986667, -91.19445556)
50191,c(36.39904167, -94.21635)
50192,c(34.24448611, -93.71881389)
50193,c(34.82415278, -92.15145556)
50194,c(35.15096111, -90.138825)
50195,c(35.23666111, -90.21)
50196,c(35.23845833, -94.00498889)
50197,c(35.16757222, -90.20238611)
50198,c(36.34010556, -92.38063056)
50199,c(35.38903056, -93.53004722)
50200,c(34.68410833, -92.40602778)
50201,c(34.81576111, -92.23956944)
50202,c(34.37965278, -92.851325)
50203,c(34.62043611, -94.39596389)
50204,c(36.39388611, -94.08071389)
50205,c(35.11257778, -92.52067222)
50206,c(34.2475, -92.09980833)
50207,c(36.28501389, -94.15801389)
50208,c(35.20804167, -94.24366944)
50209,c(35.24548333, -92.99526389)
50210,c(35.65772222, -91.2485)
50211,c(35.56996944, -90.14198333)
50212,c(35.83850278, -90.40917778)
50213,c(35.83985833, -90.37076111)
50214,c(34.74973333, -92.28100278)
50215,c(34.62919444, -92.26895833)
50217,c(34.55499167, -90.71118056)
50218,c(36.04008056, -94.18953611)
50219,c(33.65855278, -93.57511389)
50220,c(36.23417222, -91.24114444)
50221,c(36.07206667, -94.12601389)
50222,c(36.09209722, -93.79290556)
50223,c(33.86880278, -92.27514722)
50224,c(34.091875, -94.101925)
50225,c(35.8212, -90.66889167)
50226,c(35.09712778, -91.99043056)
50227,c(34.555, -92.80227222)
50228,c(34.03705278, -93.08533056)
50229,c(34.68079444, -92.35305833)
50230,c(34.67898056, -92.34682778)
50231,c(33.34215278, -93.97659167)
50232,c(35.14811944, -90.39025)
50233,c(34.83302222, -91.36885)
50234,c(35.33317778, -93.23814167)
50235,c(33.68467222, -92.04349167)
50236,c(33.35424444, -93.68115556)
50237,c(35.32206111, -91.64291944)
50238,c(33.52524167, -91.45996111)
50239,c(35.18217222, -92.742525)
50240,c(36.26999444, -90.96106667)
50241,c(35.165575, -91.81925)
50242,c(34.78665556, -92.28982778)
50243,c(33.56581944, -92.82996389)
50244,c(35.34255556, -91.62360556)
50245,c(34.74144444, -92.342825)
50246,c(36.32278889, -93.380175)
50247,c(34.6072, -94.38593056)
50248,c(33.59193333, -94.05074722)
50249,c(35.13921667, -90.09971111)
50250,c(35.15303056, -90.06937222)
50251,c(35.136675, -90.09141389)
50252,c(34.72399167, -92.267325)
50253,c(35.00490833, -92.14548056)
50254,c(35.06087222, -92.20796667)
50255,c(34.07496389, -92.56483611)
50256,c(33.62921389, -93.73225833)
50257,c(34.59946389, -92.55109167)
50258,c(33.26618333, -93.19902222)
50259,c(36.29125556, -94.403875)
50260,c(36.45373611, -92.31440556)
50261,c(33.78466667, -93.40276111)
50262,c(34.53803056, -91.57038056)
50263,c(34.30668611, -92.81135556)
50264,c(34.60095, -92.00808056)
50265,c(33.96679167, -92.62020833)
50266,c(34.61787778, -92.27698889)
50267,c(35.8412, -92.85686389)
50268,c(36.1173, -94.14579167)
50269,c(35.08929444, -92.37707778)
50270,c(36.39844722, -93.70246389)
50271,c(36.13665, -93.64913889)
50272,c(34.60740278, -92.65535556)
50273,c(35.22176667, -93.03136111)
50274,c(35.90091944, -92.62060556)
50275,c(34.31692222, -92.48661667)
50276,c(34.58264444, -93.92203611)
50277,c(34.02364722, -93.75998333)
50278,c(34.459425, -92.75335)
50279,c(35.29913889, -93.82888611)
50280,c(33.63329722, -91.78355278)
50281,c(35.25825, -93.10336944)
50282,c(34.73278056, -92.39963889)
50283,c(34.53391389, -92.41596944)
50284,c(34.32428333, -93.58612222)
50285,c(34.81987222, -92.33524444)
50286,c(36.03653333, -94.04343889)
50287,c(35.09910556, -92.43055556)
50288,c(34.8011, -91.74818889)
50289,c(36.04191667, -90.54091111)
50290,c(35.85739167, -90.03519167)
50291,c(35.70238056, -91.78489722)
50292,c(35.2976, -94.42332778)
50293,c(35.14757222, -93.88255)
50294,c(35.25137222, -91.84788333)
50295,c(35.45645556, -94.32540278)
50296,c(36.16335556, -94.14363611)
50297,c(34.64063889, -92.44445556)
50298,c(35.25355278, -92.93550556)
50299,c(35.15545833, -90.14978889)
50300,c(36.22537222, -92.67203889)
50301,c(34.71170833, -92.38648611)
50302,c(35.89745, -94.18885)
50303,c(36.05458056, -90.49903611)
50304,c(35.24727222, -91.79739722)
50305,c(35.77426389, -91.76966944)
50306,c(35.15329444, -90.10265556)
50307,c(34.58055, -90.82127778)
50308,c(36.21025556, -94.13340833)
50309,c(34.19482222, -91.93661111)
50310,c(35.08188056, -92.23428056)
50311,c(34.04565556, -93.41036667)
50312,c(34.7147, -92.34266389)
50313,c(35.18333056, -90.18450556)
50314,c(35.853975, -94.18045833)
50315,c(34.20566389, -92.04381111)
50316,c(34.747275, -92.37730556)
50317,c(35.29687778, -93.13129722)
50318,c(34.47168889, -92.98400278)
50319,c(36.35147222, -93.56212222)
50320,c(35.10961111, -92.08783333)
50321,c(35.13845556, -90.09708056)
50322,c(35.58905833, -94.27821667)
50323,c(36.32049722, -91.48855833)
50324,c(36.11118889, -92.31170556)
50325,c(33.29291944, -93.75559722)
50326,c(34.85239722, -92.10644444)
50327,c(36.252375, -91.00019444)
50328,c(35.994125, -94.17433056)
50329,c(35.96267222, -90.67522778)
50330,c(34.8977, -92.09200278)
50331,c(36.02281389, -94.36855556)
50332,c(34.04758889, -92.04131944)
50333,c(33.308975, -91.37608333)
50334,c(34.56244722, -90.64300278)
50335,c(34.24429167, -92.99809444)
50336,c(34.65521111, -92.369975)
50337,c(33.25418611, -92.64468056)
50338,c(36.19411111, -94.53210556)
50339,c(36.33596111, -94.23665)
50340,c(35.78690833, -91.64185556)
50341,c(35.29360556, -93.13295)
50342,c(34.73685, -92.32266667)
50344,c(35.40533889, -94.37606667)
50345,c(33.13779722, -91.943475)
50346,c(35.46661389, -93.11011111)
50347,c(33.05837778, -92.90135278)
50348,c(33.635725, -93.71123889)
50349,c(35.67410278, -94.1648)
50350,c(36.38389167, -91.85997222)
50352,c(36.352575, -90.77171667)
50353,c(35.35188889, -94.42221111)
50354,c(36.32454167, -92.476825)
50355,c(34.75281667, -90.76721667)
50356,c(34.59755556, -92.95629167)
50357,c(36.21215833, -91.16806111)
50358,c(35.24883611, -91.79338889)
50359,c(34.79901944, -91.81499722)
50360,c(35.07059444, -92.47226667)
50361,c(34.58633333, -94.21406667)
50362,c(35.89752222, -93.92924722)
50363,c(34.94169167, -91.06061111)
50364,c(35.8276, -92.56215556)
50365,c(36.38248056, -92.46114722)
50366,c(34.59840556, -90.66853333)
50367,c(34.52324722, -93.33176667)
50368,c(36.25542222, -93.09321944)
50369,c(35.33724722, -94.21945278)
50370,c(33.73394444, -91.29045278)
50371,c(34.046275, -94.21520833)
50372,c(33.96719444, -94.1685)
50373,c(35.15849444, -90.15799167)
50374,c(34.63152222, -92.48678333)
50375,c(34.64241111, -92.45916667)
50376,c(34.58332778, -92.57510833)
50377,c(35.41305278, -94.38955833)
50378,c(36.17939167, -93.96900833)
50379,c(34.07264167, -93.667225)
50380,c(36.04795, -94.144925)
50381,c(34.91126667, -92.64867778)
50382,c(36.05241389, -91.31113333)
50383,c(34.85307222, -91.33557222)
50384,c(35.18831389, -93.29613611)
50385,c(36.09275278, -94.20019722)
50386,c(33.08283056, -93.89734722)
50387,c(34.77468889, -90.85365)
50388,c(33.39788056, -91.85024167)
50389,c(34.77511111, -90.81071667)
50390,c(36.35074444, -94.48473056)
50391,c(36.43215278, -93.50925)
50392,c(36.09767222, -94.33903056)
50393,c(35.14118333, -92.40206944)
50394,c(35.04520556, -92.33850833)
50395,c(35.37143611, -94.41091111)
50396,c(34.16294167, -93.62975556)
50397,c(34.70600556, -92.34426389)
50398,c(33.9142, -93.602475)
50399,c(33.66805833, -93.57166111)
50400,c(34.7206, -92.33140833)
50401,c(33.72661944, -92.61013056)
50402,c(34.59300833, -92.26830278)
50403,c(35.85613056, -91.74763889)
50404,c(36.12110833, -94.26269722)
50405,c(34.76854167, -92.32144444)
50406,c(33.38504444, -94.03369167)
50407,c(34.72703333, -92.31530556)
50408,c(34.68023889, -92.34377778)
50409,c(34.48200278, -92.05246111)
50410,c(34.61719444, -92.26631944)
50412,c(35.85868333, -93.04211944)
50413,c(34.80213611, -92.37154444)
50414,c(34.96303611, -92.09613056)
