"ST_CASE","geometry"
80154,c(37.41206944, -106.89708889)
80155,c(38.47449167, -107.88988611)
80156,c(40.37991111, -103.39218889)
80157,c(38.85934444, -104.79429167)
80158,c(39.79802222, -104.82891389)
80159,c(40.05874722, -104.81883333)
80160,c(39.76921944, -105.00807222)
80161,c(39.68586111, -104.79111111)
80162,c(39.88076667, -104.88580556)
80163,c(37.22109167, -107.62822222)
80164,c(39.349, -106.22118889)
80165,c(39.09291667, -104.86308611)
80166,c(39.55874444, -105.00111111)
80167,c(40.54068056, -103.34908333)
80168,c(39.75078889, -104.98498889)
80169,c(39.71131667, -105.05322778)
80170,c(38.27053889, -104.62002222)
80171,c(38.83578333, -104.7575)
80172,c(38.79986111, -104.77925)
80173,c(39.98640556, -104.94576944)
80174,c(38.06421667, -103.74766667)
80175,c(38.94022778, -104.74827778)
80176,c(40.58136944, -104.3412)
80177,c(39.74008333, -104.85442778)
80178,c(39.70736111, -104.86589167)
80179,c(38.94442222, -104.79229444)
80180,c(38.80483333, -104.66595556)
80181,c(39.29298889, -108.22305556)
80182,c(38.39713611, -104.6184)
80183,c(38.42972222, -104.60011111)
80184,c(39.49773056, -105.22555556)
80185,c(38.95972222, -106.20233889)
80186,c(39.12267778, -104.15996944)
80187,c(39.95711667, -104.98813611)
80188,c(37.76138889, -106.10310556)
80189,c(38.32838056, -104.74171111)
80190,c(39.84896111, -104.97780556)
80191,c(40.48694444, -105.07749167)
80192,c(39.81666667, -104.98541667)
80193,c(39.77653333, -104.87396111)
80194,c(39.01759444, -105.39402222)
80195,c(39.74030556, -104.8006)
80196,c(39.28228333, -104.9441)
80197,c(40.40241667, -104.67798889)
80198,c(39.63519444, -105.41131667)
80199,c(40.20334444, -105.09780556)
80200,c(40.34924444, -105.07393889)
80201,c(39.84893333, -104.99223889)
80202,c(39.74009722, -104.936425)
80203,c(39.73977222, -104.58461111)
80204,c(37.28433333, -108.0265)
80205,c(39.73685, -104.98733333)
80206,c(39.27225, -106.89204722)
80207,c(39.77321944, -104.8097)
80208,c(37.28381111, -107.87732778)
80209,c(40.25617222, -103.80156667)
80210,c(39.7782, -105.138)
80211,c(39.72553889, -105.07923889)
80212,c(39.69353889, -104.82863333)
80213,c(39.74011944, -104.85395)
80214,c(37.38344444, -102.64777778)
80215,c(38.95805, -105.10901944)
80216,c(37.67271111, -105.87233333)
80217,c(39.63515, -108.78896667)
80218,c(38.47221111, -104.61394444)
80219,c(38.11413056, -102.63151667)
80220,c(39.42397222, -108.04668889)
80221,c(39.78083333, -104.96672222)
80222,c(40.71988056, -103.13266389)
80223,c(39.66205556, -104.98748333)
80224,c(37.99739167, -107.29528056)
80225,c(39.10253889, -108.45133333)
80226,c(37.34884444, -108.56369444)
80227,c(39.86760556, -105.08761944)
80228,c(39.66776389, -105.02519167)
80229,c(37.94066667, -107.86588333)
80230,c(40.52322222, -104.89707222)
80231,c(39.67119444, -104.9037)
80232,c(39.78366667, -104.94039444)
80233,c(38.88587778, -104.74902778)
80234,c(38.89820278, -104.71903611)
80235,c(39.69038889, -104.99917778)
80236,c(38.14711944, -106.34183333)
80237,c(39.82216667, -104.93791667)
80238,c(38.93655, -103.4232)
80239,c(39.98684722, -105.18373611)
80240,c(40.20334444, -105.10257778)
80241,c(40.58157778, -104.82766111)
80242,c(38.83896667, -104.69)
80243,c(40.29101111, -104.22396111)
80244,c(39.54531667, -104.90505)
80245,c(39.83350556, -104.89788889)
80246,c(40.96733889, -104.92066389)
80247,c(39.71137222, -105.58708333)
80248,c(40.38349167, -105.05430556)
80249,c(39.10473889, -108.13636111)
80250,c(38.28336111, -104.55618333)
80251,c(40.49271944, -107.33688889)
80252,c(40.49224167, -105.07743611)
80253,c(40.20098333, -104.97997222)
80254,c(40.24672222, -105.30873333)
80255,c(40.07436111, -104.98025278)
80256,c(39.44115556, -104.75984444)
80257,c(39.66840278, -105.26373889)
80258,c(38.04194444, -108.58161111)
80259,c(37.30372222, -106.96923333)
80260,c(39.818, -104.78720556)
80261,c(40.78234444, -105.56218889)
80262,c(38.67211111, -104.85698333)
80263,c(38.26158333, -108.53467222)
80264,c(37.42982222, -106.03932778)
80265,c(37.19513889, -105.92846111)
80266,c(40.09775833, -106.0479)
80267,c(39.19018056, -108.28103889)
80268,c(39.636, -104.98796667)
80269,c(39.51986111, -104.833775)
80270,c(39.72670278, -105.10976667)
80271,c(38.79802222, -107.84455)
80272,c(40.19161111, -105.13096944)
80273,c(39.95772778, -105.03439444)
80274,c(38.04221111, -106.14205)
80275,c(40.24103889, -104.90474167)
80276,c(40.0366, -105.10295556)
80277,c(39.89535, -105.33908333)
80278,c(39.34526944, -103.84978889)
80279,c(39.36279167, -104.86535833)
80280,c(39.64666667, -104.98767778)
80281,c(40.59886111, -104.73765833)
80282,c(39.86366944, -105.02515833)
80283,c(39.59492778, -104.777925)
80284,c(39.55843333, -104.77982778)
80285,c(39.75066111, -105.22932778)
80286,c(40.15291667, -104.81255556)
80287,c(39.07585833, -106.28096111)
80288,c(39.09241667, -108.561575)
80289,c(38.26380556, -104.60698056)
80290,c(38.99871111, -104.78095556)
80291,c(38.84236111, -104.82118333)
80292,c(39.83020556, -105.00455)
80293,c(38.80558333, -104.76079444)
80294,c(38.8591, -104.8205)
80295,c(38.93286667, -104.80803889)
80296,c(38.94165, -104.74836111)
80297,c(40.00024167, -105.05763889)
80298,c(40.232525, -103.9168)
80299,c(38.69406111, -104.66627222)
80300,c(39.78597222, -104.89999444)
80301,c(39.52694444, -104.76643889)
80302,c(40.51161667, -105.09607778)
80303,c(38.03514444, -105.39803333)
80304,c(39.6821, -105.19848333)
80305,c(39.71753333, -104.98751389)
80306,c(38.97386667, -104.66872222)
80307,c(40.28206111, -104.14575)
80308,c(39.22263889, -106.38465278)
80309,c(39.74293333, -105.10951389)
80310,c(38.81627778, -104.72987778)
80311,c(40.59905556, -103.48670278)
80312,c(39.16466111, -107.24864444)
80313,c(38.17757222, -105.12205)
80314,c(40.07805556, -104.93207222)
80315,c(38.27148611, -104.55135556)
80316,c(39.68222222, -105.16055556)
80317,c(39.76197222, -105.52236111)
80318,c(39.71030556, -106.71530556)
80319,c(39.85181389, -104.98631111)
80320,c(38.83260833, -104.78462778)
80321,c(39.53361111, -107.69209444)
80322,c(39.74202222, -104.87666667)
80323,c(37.64666111, -107.80722222)
80324,c(38.53891111, -106.85475556)
80325,c(37.34916667, -102.44725)
80326,c(39.2755, -108.20478889)
80327,c(38.95472222, -108.47490556)
80328,c(39.78719444, -105.07741944)
80329,c(38.29216111, -104.66335556)
80330,c(39.828, -104.94510556)
80331,c(38.81547222, -104.8246)
80332,c(37.35606111, -105.97759167)
80333,c(39.1643, -108.66856944)
80334,c(38.08452222, -103.52819167)
80335,c(38.1747, -104.63443333)
80336,c(39.70347222, -104.99516389)
80337,c(39.44111111, -108.06296667)
80338,c(39.73993889, -104.96183889)
80339,c(39.72479444, -105.01566667)
80340,c(39.83450556, -105.00619444)
80341,c(39.58102778, -105.03262778)
80342,c(37.16405556, -108.10763333)
80343,c(39.73824722, -104.47490278)
80344,c(40.32992222, -104.42468333)
80345,c(40.5809, -105.04483889)
80346,c(39.60899722, -105.15240833)
80347,c(39.79445556, -105.02515556)
80348,c(37.23578056, -107.94028889)
80349,c(39.27222222, -108.24774722)
80350,c(38.54319722, -106.93889722)
80351,c(38.81120556, -108.292)
80352,c(39.54924444, -107.32215)
80353,c(39.77288889, -104.78993333)
80354,c(39.67910556, -104.86588333)
80355,c(39.592825, -104.88318611)
80356,c(39.95800556, -105.09044444)
80357,c(39.09416667, -108.50591389)
80358,c(39.717, -105.05324444)
80359,c(39.77222222, -104.82924444)
80360,c(39.766975, -104.90259444)
80362,c(38.24560556, -104.58166667)
80363,c(39.55135556, -104.84763889)
80364,c(40.39835, -105.05324444)
80365,c(40.16398611, -105.08481944)
80366,c(40.91966944, -102.46259167)
80367,c(40.42825, -103.43638889)
80368,c(37.778, -106.84265833)
80369,c(39.79761667, -105.05316944)
80370,c(39.33739167, -104.87686389)
80371,c(39.59882778, -105.09126667)
80372,c(39.19098889, -108.77576667)
80373,c(37.29198333, -107.86148333)
80374,c(39.54032222, -105.0913)
80375,c(40.23343056, -104.97997778)
80376,c(40.62430556, -104.94180556)
80377,c(39.08271667, -108.56105)
80378,c(38.70255556, -105.31281111)
80379,c(38.10829167, -104.6787)
80380,c(40.14416667, -103.58518889)
80381,c(39.72114722, -107.65339444)
80382,c(38.99291111, -107.85798333)
80383,c(39.64690556, -107.03961389)
80384,c(39.73386111, -104.99351111)
80385,c(40.54240278, -104.90809167)
80386,c(39.10584444, -106.55280556)
80387,c(40.41218611, -105.19985)
80388,c(39.84231667, -105.03888333)
80389,c(37.54035278, -104.70986944)
80390,c(37.40105, -104.61953611)
80391,c(40.48650278, -104.99196667)
80392,c(39.725125, -105.02543889)
80393,c(38.92426667, -105.22481111)
80394,c(40.39197222, -104.58238333)
80395,c(39.0773, -108.47004444)
80396,c(40.44826944, -105.11555)
80397,c(38.89532778, -104.84367778)
80398,c(39.74012222, -104.8542)
80399,c(39.72317222, -104.70973611)
80400,c(38.79676667, -104.75126667)
80401,c(39.88818333, -104.92669167)
80402,c(38.83837222, -104.41538889)
80403,c(40.92761111, -102.54794444)
80404,c(39.501675, -105.24588056)
80405,c(40.63278333, -103.24003333)
80406,c(40.69764167, -106.24243056)
80407,c(40.34926667, -105.04043889)
80408,c(39.17399167, -105.16676111)
80409,c(39.76916667, -104.77215)
80410,c(39.40553889, -105.47441667)
80411,c(40.16391667, -105.10675)
80412,c(40.20363889, -105.05519444)
80413,c(39.79813333, -104.84556111)
80414,c(38.93435, -104.81236667)
80415,c(38.86138889, -104.73836667)
80416,c(38.79611111, -104.79305556)
80417,c(39.204375, -108.85525)
80418,c(39.83988889, -104.93163889)
80419,c(38.82451111, -104.84019444)
80420,c(39.82898333, -105.00613333)
80421,c(39.71585556, -104.84732778)
80422,c(38.77862778, -104.75722222)
80423,c(38.89065556, -104.76040556)
80424,c(39.69220556, -104.79093056)
80425,c(39.70772222, -105.03248333)
80426,c(39.73724167, -104.89870556)
80427,c(38.83966111, -104.74811111)
80428,c(40.49441667, -105.11556667)
80429,c(39.740475, -105.02130833)
80430,c(39.69708333, -105.05320833)
80431,c(39.09298611, -104.85147222)
80432,c(39.51714722, -104.75011944)
80433,c(39.74429167, -104.847075)
80434,c(39.55826389, -105.00790833)
80435,c(39.65459167, -104.85367778)
80436,c(40.93848889, -104.26388889)
80437,c(39.87045, -104.95338611)
80438,c(39.94318333, -104.87084167)
80439,c(39.73314722, -105.05190278)
80440,c(38.42844444, -105.81246667)
80441,c(38.13822222, -105.06888889)
80442,c(40.40724444, -105.11952222)
80443,c(39.65225833, -105.05124444)
80444,c(38.30133889, -104.61228889)
80445,c(39.82549167, -104.98141667)
80446,c(38.58704167, -104.66969722)
80447,c(40.31315556, -105.25837222)
80448,c(40.35272222, -105.56370278)
80449,c(40.11865278, -105.15592778)
80450,c(37.455725, -106.88371667)
80451,c(40.67406667, -105.41819444)
80452,c(39.64319722, -106.93497222)
80453,c(37.98946111, -107.70493056)
80454,c(39.65493333, -106.84516667)
80455,c(40.42254722, -105.07710278)
80456,c(39.91621667, -105.05294444)
80457,c(39.97221389, -104.77097222)
80458,c(40.12095833, -105.01246944)
80459,c(39.42138889, -104.83073333)
80460,c(39.03635833, -104.82551111)
80461,c(40.74930833, -102.47768889)
80462,c(40.20975, -105.29118333)
80463,c(38.91069444, -104.43953889)
80464,c(40.46654444, -104.71593889)
80465,c(39.98676667, -104.79784444)
80466,c(39.87835, -105.09584722)
80467,c(40.25871111, -103.87421111)
80468,c(39.59378611, -104.03216389)
80469,c(39.70271389, -106.11083333)
80470,c(39.98634722, -104.94021389)
80471,c(38.24099444, -104.66237778)
80472,c(39.65212778, -105.08123333)
80473,c(39.86541389, -105.20453056)
80474,c(38.79465, -104.87733333)
80475,c(38.89847222, -104.70795)
80476,c(39.02480556, -108.50138889)
80477,c(38.75127778, -104.74412222)
80478,c(39.19251111, -108.23103889)
80479,c(39.38343611, -108.15098056)
80480,c(39.81295556, -105.02517778)
80481,c(39.54647222, -105.26940833)
80482,c(38.24327778, -105.08620278)
80483,c(38.45694444, -107.50736667)
80484,c(39.77786667, -104.81570556)
80485,c(37.66816667, -108.03617778)
80486,c(39.09177222, -108.50017778)
80487,c(39.85757222, -103.2198)
80488,c(39.08995278, -108.440875)
80489,c(40.3712, -103.40740833)
80490,c(37.24978889, -107.875325)
80491,c(40.45738889, -104.81171667)
80492,c(40.42171667, -105.06985)
80493,c(38.78456667, -105.58097222)
80494,c(40.25620833, -105.10259722)
80495,c(39.56611944, -105.02123889)
80496,c(40.10173333, -105.17614444)
80497,c(38.98083333, -105.44111111)
80498,c(38.08486944, -102.58804167)
80499,c(39.84523889, -107.95581389)
80500,c(39.685, -104.90357778)
80501,c(40.06184444, -105.28217778)
80502,c(39.74038889, -105.06601944)
80503,c(39.83891667, -104.98345278)
80504,c(39.90669444, -104.82868333)
80505,c(38.93103889, -104.65773333)
80506,c(39.74008056, -104.84744444)
80507,c(38.89775, -104.81266111)
80508,c(39.76358611, -105.21283611)
80509,c(39.76044167, -104.71651944)
80510,c(39.77473333, -105.10974722)
80511,c(38.86788333, -104.75968333)
80512,c(39.76925, -105.01746111)
80513,c(39.79807222, -104.82888889)
80514,c(40.22598056, -105.27245)
80515,c(40.45702222, -104.62113333)
80516,c(40.43408056, -105.19589167)
80517,c(39.66548056, -105.97791389)
80518,c(40.42125556, -104.77528333)
80519,c(37.76149444, -105.10055556)
80520,c(38.19565, -104.22166111)
80521,c(39.45779722, -104.87505833)
80522,c(40.10959444, -105.31300556)
80523,c(39.91435, -104.90309444)
80524,c(39.31245556, -102.2201)
80525,c(39.7255, -105.08067222)
80526,c(39.83559722, -104.98781944)
80527,c(39.04347222, -105.52964444)
80528,c(37.45064167, -106.88864444)
80529,c(39.81267222, -105.13208889)
80530,c(38.81916667, -107.69131944)
80531,c(39.37427778, -104.86284444)
80532,c(38.59864444, -105.95536667)
80533,c(39.88499444, -104.968475)
80534,c(37.55114444, -104.96511667)
80535,c(40.39209444, -104.70637222)
80536,c(37.23485556, -107.86803056)
80537,c(38.95420556, -104.33627778)
80538,c(39.52222222, -104.77099167)
80539,c(37.64747222, -104.81710556)
80540,c(40.43668889, -105.35093611)
80541,c(40.08055556, -105.49889444)
80542,c(38.5918, -104.67183333)
80543,c(39.83015833, -105.02503056)
80544,c(39.62206111, -104.98781944)
80545,c(40.00036389, -104.76183889)
80546,c(40.11642778, -105.15974444)
80547,c(38.31515556, -104.66924167)
80548,c(37.27558333, -108.63161111)
80549,c(38.94676944, -104.81374444)
80550,c(38.83838333, -104.78736667)
80551,c(39.58261111, -104.86701667)
80552,c(38.83565833, -104.79462222)
80553,c(39.50818889, -105.18908333)
80554,c(39.53633333, -104.87308889)
80555,c(37.43261111, -105.48376111)
80556,c(39.37266667, -104.76134444)
80557,c(38.95450556, -104.29432222)
80558,c(39.75481111, -104.99747778)
80560,c(39.74012222, -104.73043056)
80561,c(39.06286667, -108.50454167)
80562,c(39.72730278, -105.69398889)
80563,c(39.67665556, -104.84736389)
80564,c(39.65591389, -104.77716944)
80565,c(39.82894444, -105.05327222)
80566,c(40.1658, -104.43803333)
80567,c(38.81795833, -104.77416667)
80568,c(38.89678333, -104.82827778)
80569,c(40.25386111, -103.69727778)
80570,c(39.87413056, -104.98740556)
80571,c(40.26311667, -103.75229167)
80572,c(39.65315, -104.7542)
80573,c(38.86805, -104.70152778)
80574,c(40.15690278, -104.45629722)
80575,c(38.9241, -104.84773611)
80576,c(38.7958, -104.80351667)
80577,c(38.83723333, -104.79441944)
80578,c(38.24538333, -104.6502)
80579,c(39.09110278, -104.85191111)
80580,c(38.303475, -104.79772222)
80581,c(39.95796667, -105.09011389)
80582,c(39.64810556, -104.79120278)
80583,c(37.11741111, -107.86686111)
80584,c(39.74021111, -104.87579444)
80585,c(39.76193889, -104.94053889)
80586,c(39.7256, -104.80832222)
80587,c(39.75276389, -104.89933889)
80588,c(39.69656667, -104.82371667)
80589,c(39.72566111, -104.99516667)
80590,c(39.70469722, -104.83352222)
80591,c(39.77608889, -104.93816667)
80592,c(40.10201944, -104.88636667)
80593,c(38.92620833, -104.60766111)
80594,c(40.3125, -104.38661111)
80595,c(39.80354444, -104.93794444)
80596,c(39.269675, -103.52043889)
80597,c(39.72621111, -105.12962222)
80598,c(38.81019167, -106.89865833)
80599,c(40.58236111, -104.78705)
80600,c(38.77755, -104.78365556)
80601,c(39.63258333, -105.10996667)
80602,c(40.3077, -103.51611111)
80603,c(40.00125, -106.37)
80604,c(39.87926389, -104.89065833)
80605,c(38.244825, -104.50914444)
80606,c(39.65408333, -104.77241944)
80607,c(39.81677778, -104.95486111)
80608,c(40.85046111, -104.96315556)
80609,c(38.27092222, -104.59363889)
80610,c(39.87528889, -104.97770278)
80611,c(38.70865556, -108.04570556)
80612,c(40.49756111, -104.62076111)
80613,c(39.80198056, -104.92228333)
80614,c(38.24695556, -104.66215556)
80615,c(38.24106111, -105.56589444)
80616,c(39.45992222, -107.15211667)
80617,c(40.78805, -105.26073056)
80618,c(38.76992222, -108.00391667)
80619,c(39.79443333, -104.92273333)
80620,c(39.409375, -104.86559444)
80621,c(40.51053333, -104.88895278)
80622,c(40.37790556, -104.87176111)
80623,c(40.32638889, -104.72611111)
80624,c(40.44557222, -105.3319)
80625,c(39.61693611, -104.76881667)
80626,c(39.73661944, -105.31694444)
80627,c(39.26411667, -103.66761389)
80628,c(38.86032222, -104.72009444)
80629,c(38.8025, -104.78975)
80630,c(38.80402222, -104.75761944)
80631,c(39.22888889, -108.01265278)
80632,c(39.65305556, -104.82198333)
80633,c(38.24415556, -104.59790556)
80634,c(39.72525, -105.02105556)
80635,c(39.67475278, -104.82408333)
80636,c(37.40044167, -108.62346667)
80637,c(39.69654167, -104.83771667)
80638,c(39.85138889, -105.01040278)
80639,c(39.78417778, -105.10958333)
80640,c(39.68495556, -104.84722222)
80641,c(39.76345556, -104.97725)
80642,c(38.84715556, -104.76627222)
80643,c(39.27410278, -104.00704167)
80644,c(39.79836667, -104.78425556)
80645,c(39.77521667, -105.04079444)
80646,c(39.64613889, -104.77219444)
80647,c(38.73733333, -104.68274167)
80648,c(38.24559722, -104.577675)
80649,c(39.34582222, -108.18954444)
80650,c(40.16190556, -105.09825556)
80651,c(39.70395, -105.20083333)
80652,c(40.34936111, -105.07397778)
80653,c(39.99028889, -104.98609444)
80654,c(39.077275, -108.52206111)
80655,c(39.294, -102.3374)
80656,c(38.12507222, -108.20833333)
80657,c(38.77685, -102.73616389)
80658,c(37.23611111, -107.17615278)
80659,c(39.30183889, -102.20131111)
80660,c(39.07718889, -108.51987778)
80661,c(39.78645833, -105.07958889)
80662,c(40.22201111, -105.10236111)
80663,c(39.5725, -104.01769444)
80664,c(39.82290556, -105.02485278)
80665,c(39.74009444, -104.71698889)
80666,c(38.78579444, -104.77570278)
80667,c(39.64598333, -104.79120833)
80668,c(39.63901111, -104.91008889)
80669,c(40.13791667, -105.12464444)
80670,c(37.64733889, -106.07542222)
80671,c(38.76933333, -102.86083333)
80672,c(39.52027222, -107.84529444)
80673,c(39.82755556, -104.97925)
80674,c(38.67861944, -104.84813333)
80675,c(39.72232778, -105.03607778)
80676,c(39.74038333, -105.05792222)
80677,c(39.68948333, -105.05976111)
80678,c(38.86397222, -104.66363333)
80679,c(39.91416667, -104.78315833)
80680,c(40.34911944, -104.90600278)
80681,c(39.86345556, -105.04592222)
80682,c(39.98704444, -104.80070556)
80683,c(39.73336944, -104.82527778)
80684,c(38.31113889, -104.79130556)
80685,c(38.81651111, -104.82229722)
80686,c(39.77963889, -104.98570556)
80687,c(38.85655556, -104.82057222)
80688,c(39.76556389, -105.025325)
80689,c(39.70652778, -105.19829444)
80690,c(39.682, -104.82827778)
80691,c(39.76923056, -105.05318611)
80692,c(39.71127222, -104.84713889)
80693,c(39.77273333, -104.78988889)
80694,c(39.73575556, -104.80997222)
80695,c(39.04688333, -108.56311111)
80696,c(39.58527778, -106.09444444)
80697,c(39.74496667, -104.99438889)
80698,c(39.74033889, -104.94060278)
80699,c(37.38986111, -102.61413889)
80700,c(40.58143611, -105.07194444)
80701,c(39.6904, -104.99232778)
80702,c(38.4897, -107.88455833)
90001,c(41.36398333, -72.01985278)
90002,c(41.69918889, -71.90257222)
90003,c(41.20396389, -73.147925)
90005,c(41.297275, -72.71064722)
90006,c(41.71066944, -72.80005)
90008,c(41.6232, -72.69128333)
90009,c(41.78070833, -72.60281389)
90011,c(41.76743056, -71.93833889)
90012,c(41.22364167, -73.21807778)
90013,c(41.66393333, -72.92041111)
90014,c(41.27443056, -73.11601944)
90015,c(41.31559722, -72.96356389)
90016,c(41.76797222, -72.09951111)
90017,c(41.75269722, -72.658975)
90018,c(41.85730278, -72.27083611)
90019,c(41.70123611, -72.56707778)
90020,c(41.66428889, -72.812875)
90021,c(41.24784722, -73.19603056)
90022,c(41.36001667, -73.47219167)
90023,c(41.66829722, -72.81694167)
90025,c(41.68150833, -72.77869444)
90027,c(41.53409167, -72.76716667)
90028,c(41.52341111, -72.98316667)
90029,c(41.76979167, -72.67529167)
90030,c(41.76455278, -72.55509444)
90031,c(41.54461389, -73.34697778)
90032,c(41.69295556, -72.97377778)
90033,c(41.92848889, -73.41402778)
90034,c(41.93565833, -72.57846111)
90035,c(41.32796389, -72.87825)
90037,c(41.49762778, -72.54846944)
90038,c(41.36201111, -72.05922778)
90039,c(41.25058333, -73.43457778)
90040,c(41.25325833, -73.07317222)
90041,c(41.41778889, -73.42270833)
90042,c(41.48298611, -73.19224444)
90045,c(41.52121667, -72.76004167)
90046,c(41.56646389, -73.05503889)
90047,c(41.554825, -73.03686389)
90049,c(41.82133611, -73.06561389)
90050,c(41.10453056, -73.42865833)
90051,c(41.50439444, -73.03434722)
90052,c(41.3023, -72.93241111)
90053,c(41.76589722, -72.13911944)
90054,c(41.77051944, -72.06298056)
90055,c(41.68146111, -72.02139167)
90057,c(41.37, -71.98300278)
90058,c(41.50051389, -72.87955556)
90059,c(41.055275, -73.53610278)
90060,c(41.70616111, -72.92779444)
90061,c(41.38514444, -73.47980556)
90062,c(41.2248, -73.17069167)
90063,c(41.26779167, -72.97505833)
90064,c(41.74059167, -72.67598056)
90065,c(41.76781944, -72.69378611)
90066,c(41.74374444, -72.68969722)
90067,c(41.38196667, -73.19142222)
90068,c(41.11522778, -73.41493889)
90069,c(41.27303333, -73.23061389)
90070,c(41.38260278, -71.93138056)
90071,c(41.78435833, -73.15225278)
90072,c(41.39066944, -73.46628611)
90073,c(41.55091111, -72.38835833)
90074,c(41.54224722, -73.42168333)
90075,c(41.96600833, -72.29849444)
90076,c(41.62562222, -72.1586)
90077,c(41.76979444, -72.08915833)
90078,c(41.2892, -72.65538056)
90079,c(41.28828889, -72.61965833)
90080,c(41.94188889, -71.82035)
90081,c(41.44258056, -72.47343333)
90082,c(41.973925, -71.84085)
90083,c(41.23853333, -73.03627778)
90084,c(41.38562778, -72.86584444)
90085,c(41.61138333, -72.14516389)
90086,c(41.21663611, -73.18744722)
90087,c(41.698975, -72.71836111)
90088,c(41.38964444, -73.47635556)
90089,c(41.29331667, -72.89743056)
90090,c(41.86712778, -72.35444722)
90091,c(41.75387222, -72.65277222)
90092,c(41.28716389, -73.23265)
90093,c(41.96288611, -72.24953333)
90094,c(41.74672778, -72.66071944)
90095,c(41.44583056, -72.82538889)
90096,c(41.76743333, -72.05753333)
90098,c(41.2943, -72.95940278)
90099,c(41.81888611, -71.86973611)
90100,c(41.84109444, -73.23378056)
90101,c(41.42436111, -73.25868611)
90102,c(42.03455278, -72.75056389)
90103,c(41.99374444, -73.20166667)
90104,c(41.36587222, -72.21443889)
90105,c(41.777875, -72.6855)
90106,c(41.26989722, -73.12189444)
90107,c(41.20522778, -73.08331944)
90108,c(41.56175278, -73.057625)
90109,c(41.74729167, -72.16456667)
90110,c(41.31102778, -73.41646667)
90111,c(41.69947778, -72.89401111)
90112,c(41.54205, -72.05238333)
90113,c(41.22182778, -73.07885)
90114,c(41.56024444, -72.06742222)
90115,c(41.57380278, -73.03779722)
90116,c(41.76213889, -72.74188889)
90117,c(41.97128889, -72.29043889)
90118,c(41.35928611, -72.56573889)
90119,c(41.73935278, -72.17907778)
90120,c(41.42976389, -72.85259444)
90121,c(41.97116111, -72.58541111)
90122,c(41.29363333, -72.94461944)
90123,c(41.17244722, -73.22926389)
90124,c(41.60909167, -72.70133333)
90125,c(41.27736667, -73.11466111)
90127,c(41.71836389, -72.66634444)
90128,c(41.18399444, -73.19359722)
90129,c(41.41241389, -72.84165278)
90130,c(41.32186944, -72.93559167)
90131,c(41.32106389, -72.89008611)
90132,c(41.41965, -72.68972778)
90133,c(41.52653611, -72.85766667)
90134,c(41.71126667, -72.80919722)
90135,c(41.29631111, -73.22875278)
90136,c(41.16643611, -73.21032778)
90137,c(41.92529167, -72.60983611)
90138,c(41.767725, -72.65623056)
90139,c(41.66896389, -72.82949167)
90140,c(41.73586389, -72.65956111)
90141,c(41.97750833, -72.29698056)
90142,c(41.49946111, -72.70891111)
90143,c(41.77177778, -72.67551389)
90144,c(41.36913889, -72.82922222)
90145,c(41.67050556, -72.16414722)
90146,c(41.50866944, -72.81655833)
90147,c(41.53362222, -73.04383056)
90148,c(41.54123611, -73.02085556)
90149,c(41.42310278, -72.82583333)
90150,c(41.18389444, -73.14065556)
90151,c(41.51671111, -73.20399444)
90152,c(41.37816389, -73.0821)
90153,c(41.75194722, -72.64369444)
90154,c(41.80573611, -72.61576111)
90155,c(41.36075556, -71.87496944)
90156,c(41.56306944, -72.40325278)
90157,c(41.44603056, -73.47260278)
90158,c(41.46720556, -71.91436389)
90159,c(41.42896667, -71.94346667)
90160,c(41.29948333, -72.91509167)
90161,c(41.77384444, -71.93844722)
90162,c(41.80624722, -71.86258611)
90163,c(41.86668333, -73.06925833)
90164,c(41.63791667, -73.14292778)
90166,c(41.77812222, -72.62129167)
90167,c(41.0601, -73.51398889)
90168,c(41.29773611, -72.77695)
90169,c(41.37325278, -72.93946111)
90170,c(41.31738056, -72.29622778)
90171,c(41.59150278, -71.99091389)
90172,c(41.81335833, -73.11381667)
90173,c(41.58176667, -73.04864722)
90174,c(41.83553333, -71.87521389)
90175,c(41.68870556, -73.50602778)
90176,c(41.05468889, -73.52352222)
90177,c(41.28655278, -72.93648611)
90178,c(41.29373056, -72.92002222)
90179,c(41.48885, -72.114425)
90180,c(41.38208056, -72.79430278)
90181,c(41.28721944, -72.46024444)
90182,c(41.78376389, -72.67523056)
90183,c(41.28834167, -72.84521389)
90184,c(41.85833056, -72.70953333)
90185,c(41.64859722, -72.904)
90186,c(41.82981111, -72.86708056)
90187,c(41.58260833, -73.03697222)
90188,c(41.78278611, -72.73810556)
90189,c(41.43801944, -72.8331)
90190,c(41.10156667, -73.56918333)
90191,c(41.86764167, -73.08112222)
90192,c(41.67249167, -72.84522222)
90193,c(41.32884722, -72.96599444)
90194,c(41.269475, -72.69567778)
90196,c(41.66741111, -72.91929722)
90197,c(41.36360833, -72.92333333)
90198,c(41.57558333, -73.06946667)
90199,c(41.75387222, -72.64837778)
90200,c(41.12022778, -73.53415556)
90201,c(41.551975, -73.02521389)
90202,c(41.79465278, -71.93701111)
90203,c(41.81618056, -72.29259444)
90204,c(41.77671944, -72.91570278)
90205,c(41.7947, -71.79283889)
90206,c(41.67521944, -73.065225)
90207,c(41.80881944, -72.82839167)
90208,c(41.80957778, -71.89119722)
90209,c(41.32271667, -72.88475)
90210,c(41.82993056, -72.99623056)
90211,c(41.51160278, -72.78246944)
90212,c(41.55004167, -72.89131111)
